DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-02-15 00:00:00;22;2;4;4;23;0;10;9;0;0;0;0;0;0;0
2020-02-15 00:15:00;18;1;6;9;28;2;8;9;0;0;0;0;0;0;0
2020-02-15 00:30:00;19;2;6;7;31;3;11;13;0;0;0;0;0;0;0
2020-02-15 00:45:00;11;5;3;6;23;5;6;12;0;0;0;0;0;0;0
2020-02-15 01:00:00;12;0;6;1;16;0;1;6;0;0;0;0;0;0;0
2020-02-15 01:15:00;10;1;4;2;12;1;5;4;0;0;0;0;0;0;0
2020-02-15 01:30:00;11;1;5;4;15;0;5;11;0;0;0;0;0;0;0
2020-02-15 01:45:00;19;0;7;2;20;0;1;7;0;0;0;0;0;0;0
2020-02-15 02:00:00;4;0;5;4;12;2;2;7;0;0;0;0;0;0;0
2020-02-15 02:15:00;10;1;4;2;9;1;3;6;0;0;0;0;0;0;0
2020-02-15 02:30:00;10;0;3;3;8;0;5;7;0;0;0;0;0;0;0
2020-02-15 02:45:00;3;0;4;3;2;0;2;5;0;0;0;0;0;0;0
2020-02-15 03:00:00;8;2;5;2;7;2;3;8;0;0;0;0;0;0;0
2020-02-15 03:15:00;3;0;0;3;8;0;0;1;0;0;0;0;0;0;0
2020-02-15 03:30:00;1;1;2;1;7;1;2;2;0;0;0;0;0;0;0
2020-02-15 03:45:00;0;0;2;1;3;0;3;2;0;0;0;0;0;0;0
2020-02-15 04:00:00;3;0;6;2;4;0;1;6;0;0;0;0;0;0;0
2020-02-15 04:15:00;12;1;5;3;7;1;3;8;0;0;0;0;0;0;0
2020-02-15 04:30:00;6;1;5;1;2;0;3;10;0;0;0;0;0;0;0
2020-02-15 04:45:00;6;0;3;0;5;2;6;3;0;0;0;0;0;0;0
2020-02-15 05:00:00;14;2;1;6;10;1;3;8;0;0;0;0;0;0;0
2020-02-15 05:15:00;13;3;4;1;9;0;3;6;0;0;2;0;0;0;0
2020-02-15 05:30:00;35;5;7;2;10;1;18;12;0;0;0;0;0;0;0
2020-02-15 05:45:00;33;6;9;12;12;1;10;18;0;0;0;0;0;0;0
2020-02-15 06:00:00;17;0;9;6;10;4;11;10;0;0;1;0;0;0;0
2020-02-15 06:15:00;22;2;11;5;11;3;7;11;0;0;0;0;0;0;0
2020-02-15 06:30:00;21;2;9;1;12;0;13;6;0;0;0;0;0;0;0
2020-02-15 06:45:00;27;5;12;6;10;3;22;18;0;0;0;0;0;0;0
2020-02-15 07:00:00;31;1;16;5;10;3;13;18;0;0;0;0;0;0;0
2020-02-15 07:15:00;37;3;8;7;18;3;17;16;0;0;2;0;0;3;0
2020-02-15 07:30:00;51;5;12;11;23;3;14;17;0;0;0;0;0;0;0
2020-02-15 07:45:00;65;5;18;10;18;4;21;15;0;0;0;0;0;0;0
2020-02-15 08:00:00;42;2;18;14;14;4;23;19;0;0;1;0;0;12;0
2020-02-15 08:15:00;81;3;24;10;26;0;30;27;0;0;0;0;0;0;0
2020-02-15 08:30:00;89;2;17;10;27;5;43;25;0;0;0;0;0;0;0
2020-02-15 08:45:00;88;6;29;19;37;4;38;23;0;0;0;0;0;0;0
2020-02-15 09:00:00;108;7;24;26;43;8;37;29;0;0;1;0;0;0;0
2020-02-15 09:15:00;112;10;29;23;53;5;35;27;0;0;0;0;0;0;0
2020-02-15 09:30:00;134;4;33;33;54;11;38;37;0;0;1;0;0;1;0
2020-02-15 09:45:00;144;5;32;31;60;6;43;43;0;1;0;0;1;0;0
2020-02-15 10:00:00;115;9;39;26;56;7;45;31;0;0;0;0;0;0;0
2020-02-15 10:15:00;120;2;43;25;86;10;54;30;0;0;1;0;1;2;0
2020-02-15 10:30:00;147;10;35;29;88;8;47;32;0;0;0;0;1;0;0
2020-02-15 10:45:00;128;13;42;44;78;13;52;43;0;0;1;0;0;0;0
2020-02-15 11:00:00;142;8;43;46;88;14;34;34;0;0;2;0;0;0;0
2020-02-15 11:15:00;140;9;49;44;71;8;36;38;0;1;0;0;0;0;0
2020-02-15 11:30:00;138;13;51;48;98;9;40;38;0;0;1;0;0;3;2
2020-02-15 11:45:00;110;10;41;52;103;5;43;34;0;0;1;0;0;0;0
2020-02-15 12:00:00;126;11;53;48;80;8;52;34;0;0;0;0;0;0;0
2020-02-15 12:15:00;149;9;32;50;103;10;44;38;0;0;2;0;0;3;3
