DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-11-10 00:00:00;2;2;2;0;1;6;2;2;6;0;0;0
2020-11-10 00:15:00;6;3;1;0;5;7;6;6;2;1;0;1
2020-11-10 00:30:00;11;3;0;0;5;4;11;4;4;0;0;0
2020-11-10 00:45:00;3;2;1;2;2;8;5;2;4;0;0;0
2020-11-10 01:00:00;8;3;0;1;6;5;8;3;3;0;0;0
2020-11-10 01:15:00;3;0;0;0;1;2;3;1;0;0;0;0
2020-11-10 01:30:00;13;9;0;0;2;2;15;1;2;0;0;1
2020-11-10 01:45:00;9;5;0;0;2;2;10;0;1;0;0;0
2020-11-10 02:00:00;9;5;0;0;2;3;9;0;1;0;0;0
2020-11-10 02:15:00;13;6;1;0;4;2;14;3;1;0;0;0
2020-11-10 02:30:00;8;6;1;2;1;1;8;1;0;0;0;0
2020-11-10 02:45:00;5;3;0;0;1;2;5;2;2;1;0;0
2020-11-10 03:00:00;4;2;0;3;4;3;4;5;4;2;0;0
2020-11-10 03:15:00;6;3;0;0;3;6;6;1;3;0;0;0
2020-11-10 03:30:00;15;4;0;0;5;8;15;5;8;2;0;0
2020-11-10 03:45:00;7;2;0;0;3;6;7;0;0;0;0;0
2020-11-10 04:00:00;5;3;0;0;7;9;5;0;0;0;0;0
2020-11-10 04:15:00;21;4;0;0;5;8;19;5;5;2;0;0
2020-11-10 04:30:00;17;4;1;1;11;13;16;12;15;1;0;0
2020-11-10 04:45:00;22;8;1;0;15;28;22;17;21;2;0;2
2020-11-10 05:00:00;56;15;0;1;30;37;54;37;33;0;0;0
2020-11-10 05:15:00;55;12;2;4;44;64;51;72;62;2;0;5
2020-11-10 05:30:00;90;22;5;6;47;69;85;66;68;2;0;6
2020-11-10 05:45:00;137;22;7;10;46;61;133;56;57;3;0;2
2020-11-10 06:00:00;181;44;5;8;41;58;186;59;57;2;0;2
2020-11-10 06:15:00;179;45;7;17;47;86;177;77;74;0;0;4
2020-11-10 06:30:00;177;34;13;14;42;101;185;86;78;0;0;7
2020-11-10 06:45:00;170;28;10;16;44;99;185;76;97;2;0;11
2020-11-10 07:00:00;142;30;13;15;42;153;171;106;132;2;0;7
2020-11-10 07:15:00;184;36;22;29;91;238;206;124;215;3;1;11
2020-11-10 07:30:00;228;48;36;41;89;218;270;124;209;1;1;13
2020-11-10 07:45:00;226;51;33;35;152;217;256;131;190;4;1;16
2020-11-10 08:00:00;201;35;26;31;118;165;217;114;167;6;0;8
2020-11-10 08:15:00;157;33;17;20;105;151;177;95;132;5;1;11
2020-11-10 08:30:00;172;36;27;28;108;142;192;93;137;2;0;3
2020-11-10 08:45:00;178;36;24;30;94;141;190;91;136;2;1;8
2020-11-10 09:00:00;137;32;26;37;89;120;154;73;117;5;2;7
2020-11-10 09:15:00;131;21;24;30;81;121;143;86;112;3;3;10
2020-11-10 09:30:00;152;30;23;27;100;141;171;98;138;1;1;3
2020-11-10 09:45:00;167;25;27;39;91;144;187;96;134;2;1;2
2020-11-10 10:00:00;169;28;38;35;79;109;180;88;107;2;3;3
2020-11-10 10:15:00;153;24;20;35;83;118;170;75;117;2;2;8
2020-11-10 10:30:00;187;30;19;39;80;124;195;83;125;2;1;4
2020-11-10 10:45:00;207;34;20;39;88;129;233;83;119;1;2;3
2020-11-10 11:00:00;162;26;31;39;72;125;180;94;122;2;1;1
2020-11-10 11:15:00;217;34;22;53;81;106;232;85;123;3;1;6
2020-11-10 11:30:00;186;31;33;54;72;77;198;92;131;1;4;1
2020-11-10 11:45:00;177;30;29;58;25;65;199;90;110;3;0;5
2020-11-10 12:00:00;198;25;37;50;56;51;199;88;100;2;2;4
2020-11-10 12:15:00;202;27;34;68;49;48;226;95;119;2;7;7
2020-11-10 12:30:00;216;31;29;45;59;86;229;98;120;1;1;5
2020-11-10 12:45:00;211;33;19;54;55;97;215;91;133;3;5;10
2020-11-10 13:00:00;197;32;51;76;59;55;128;124;162;3;3;7
2020-11-10 13:15:00;246;20;24;62;66;104;190;115;155;2;4;8
2020-11-10 13:30:00;200;42;26;49;102;89;175;117;162;3;5;5
2020-11-10 13:45:00;229;37;30;66;99;105;206;127;149;5;1;5
2020-11-10 14:00:00;266;38;34;57;52;82;225;96;130;0;1;7
2020-11-10 14:15:00;271;32;20;45;65;67;255;78;116;2;2;11
2020-11-10 14:30:00;271;33;32;64;63;110;247;96;141;3;4;8
2020-11-10 14:45:00;268;24;23;60;63;86;201;86;131;2;2;11
2020-11-10 15:00:00;261;27;37;67;52;89;206;87;144;1;4;10
2020-11-10 15:15:00;237;23;39;75;63;89;215;108;133;4;1;7
2020-11-10 15:30:00;244;17;40;78;64;136;227;109;145;2;5;5
2020-11-10 15:45:00;270;16;42;71;109;151;265;115;178;4;1;4
2020-11-10 16:00:00;267;22;30;87;75;89;235;123;154;1;7;11
2020-11-10 16:15:00;267;11;36;90;69;119;252;99;145;0;0;10
2020-11-10 16:30:00;243;23;34;89;61;113;169;128;150;1;3;10
2020-11-10 16:45:00;272;27;34;83;53;105;285;103;121;3;0;9
2020-11-10 17:00:00;269;26;33;88;65;88;263;95;128;1;1;13
2020-11-10 17:15:00;246;14;25;73;53;65;226;104;117;1;3;11
2020-11-10 17:30:00;252;20;39;69;34;70;208;96;106;3;3;10
2020-11-10 17:45:00;236;36;31;54;60;65;228;99;119;1;0;8
2020-11-10 18:00:00;203;25;32;56;38;55;191;79;102;1;5;8
2020-11-10 18:15:00;184;27;26;62;31;43;184;75;101;1;0;3
2020-11-10 18:30:00;167;31;26;37;31;55;174;70;80;1;0;9
2020-11-10 18:45:00;172;37;16;42;32;69;177;46;68;1;0;1
2020-11-10 19:00:00;167;32;15;34;35;44;158;64;75;0;4;4
2020-11-10 19:15:00;157;34;19;31;33;52;137;49;54;0;1;7
2020-11-10 19:30:00;121;28;7;29;32;53;120;39;51;2;1;3
2020-11-10 19:45:00;102;26;11;31;29;41;104;42;39;3;0;0
2020-11-10 20:00:00;103;26;13;22;34;41;106;45;43;0;7;4
2020-11-10 20:15:00;92;18;13;18;23;38;90;38;36;0;2;5
2020-11-10 20:30:00;71;18;5;22;35;22;75;33;31;1;1;4
2020-11-10 20:45:00;57;19;12;24;37;31;55;36;34;0;0;1
2020-11-10 21:00:00;60;12;8;15;33;44;61;60;62;0;3;3
