DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-08-24 00:00:00;20;5;13;10;0;0
2019-08-24 00:15:00;22;17;30;14;0;0
2019-08-24 00:30:00;15;11;17;12;0;0
2019-08-24 00:45:00;14;14;31;14;0;0
2019-08-24 01:00:00;10;12;25;11;0;0
2019-08-24 01:15:00;15;12;21;14;0;0
2019-08-24 01:30:00;10;12;21;7;0;0
2019-08-24 01:45:00;17;5;13;4;0;0
2019-08-24 02:00:00;11;14;14;7;0;0
2019-08-24 02:15:00;10;10;11;8;0;0
2019-08-24 02:30:00;10;9;7;4;0;0
2019-08-24 02:45:00;10;8;12;7;0;0
2019-08-24 03:00:00;12;13;11;9;0;0
2019-08-24 03:15:00;13;6;5;6;0;0
2019-08-24 03:30:00;9;3;6;6;0;0
2019-08-24 03:45:00;7;6;3;7;0;0
2019-08-24 04:00:00;6;9;2;1;0;0
2019-08-24 04:15:00;5;7;9;6;0;0
2019-08-24 04:30:00;12;6;5;4;0;0
2019-08-24 04:45:00;11;11;11;4;0;0
2019-08-24 05:00:00;11;7;7;9;0;0
2019-08-24 05:15:00;10;9;15;9;0;0
2019-08-24 05:30:00;30;19;28;16;0;0
2019-08-24 05:45:00;13;16;19;23;0;0
2019-08-24 06:00:00;20;27;20;17;0;0
2019-08-24 06:15:00;24;15;21;11;0;0
2019-08-24 06:30:00;20;25;29;15;0;0
2019-08-24 06:45:00;16;16;35;9;0;0
2019-08-24 07:00:00;17;22;27;12;0;0
2019-08-24 07:15:00;32;24;30;12;0;0
2019-08-24 07:30:00;42;35;34;18;2;0
2019-08-24 07:45:00;40;27;35;18;0;0
2019-08-24 08:00:00;45;35;36;23;5;0
2019-08-24 08:15:00;40;30;39;18;0;0
2019-08-24 08:30:00;46;42;36;29;0;0
2019-08-24 08:45:00;61;46;46;37;2;0
2019-08-24 09:00:00;61;48;43;28;0;0
2019-08-24 09:15:00;61;51;63;50;0;0
2019-08-24 09:30:00;68;48;79;49;6;1
2019-08-24 09:45:00;89;64;87;48;2;0
2019-08-24 10:00:00;89;80;81;52;8;0
2019-08-24 10:15:00;79;66;81;55;5;0
2019-08-24 10:30:00;86;82;78;54;13;1
2019-08-24 10:45:00;83;70;80;73;9;0
2019-08-24 11:00:00;83;77;80;65;6;0
2019-08-24 11:15:00;85;95;94;56;6;0
2019-08-24 11:30:00;93;89;84;73;17;9
2019-08-24 11:45:00;101;90;93;52;3;0
2019-08-24 12:00:00;86;78;76;59;2;0
2019-08-24 12:15:00;94;75;94;59;22;0
2019-08-24 12:30:00;82;80;86;68;22;6
2019-08-24 12:45:00;88;78;90;63;15;2
2019-08-24 13:00:00;65;82;84;77;8;1
2019-08-24 13:15:00;88;86;103;71;0;0
2019-08-24 13:30:00;102;94;101;70;23;0
2019-08-24 13:45:00;108;98;87;64;2;0
2019-08-24 14:00:00;101;89;93;78;5;3
2019-08-24 14:15:00;114;110;71;47;20;9
2019-08-24 14:30:00;95;89;68;58;31;0
2019-08-24 14:45:00;99;84;70;59;41;1
2019-08-24 15:00:00;76;71;73;72;4;0
2019-08-24 15:15:00;89;84;78;57;0;0
2019-08-24 15:30:00;91;67;70;65;4;0
2019-08-24 15:45:00;81;73;80;65;7;0
2019-08-24 16:00:00;98;80;79;59;15;3
2019-08-24 16:15:00;75;92;76;61;9;0
2019-08-24 16:30:00;80;77;80;60;4;0
2019-08-24 16:45:00;75;82;54;56;50;4
2019-08-24 17:00:00;85;94;99;68;2;0
2019-08-24 17:15:00;88;76;90;75;6;0
2019-08-24 17:30:00;76;79;71;59;3;0
2019-08-24 17:45:00;67;75;66;56;3;0
2019-08-24 18:00:00;79;79;92;85;27;1
2019-08-24 18:15:00;59;58;73;56;23;0
2019-08-24 18:30:00;76;80;81;50;4;0
2019-08-24 18:45:00;60;69;75;57;5;0
2019-08-24 19:00:00;71;70;61;52;8;0
2019-08-24 19:15:00;56;50;71;53;4;0
2019-08-24 19:30:00;58;42;67;67;0;0
2019-08-24 19:45:00;54;45;59;40;1;0
2019-08-24 20:00:00;51;61;60;57;0;0
2019-08-24 20:15:00;46;44;40;31;5;0
2019-08-24 20:30:00;43;31;49;36;0;0
2019-08-24 20:45:00;36;30;46;46;0;0
2019-08-24 21:00:00;48;48;45;37;0;0
2019-08-24 21:15:00;36;36;46;45;0;0
2019-08-24 21:30:00;28;29;35;23;0;0
2019-08-24 21:45:00;27;29;36;24;0;0
2019-08-24 22:00:00;32;29;29;29;0;0
2019-08-24 22:15:00;36;28;24;17;3;0
2019-08-24 22:30:00;24;22;26;21;0;0
2019-08-24 22:45:00;18;17;34;21;0;0
2019-08-24 23:00:00;29;21;34;11;0;0
2019-08-24 23:15:00;19;13;25;16;0;0
2019-08-24 23:30:00;17;19;28;19;0;0
2019-08-24 23:45:00;31;15;25;18;0;0
