DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2019-08-26 00:00:00;10;14;2;0;15;6;1;16;126;0;0
2019-08-26 00:15:00;9;19;2;1;11;4;0;12;112;0;0
2019-08-26 00:30:00;5;11;0;0;14;10;1;13;160;0;0
2019-08-26 00:45:00;7;12;0;0;25;7;0;22;124;0;0
2019-08-26 01:00:00;5;6;2;1;9;8;0;10;168;0;0
2019-08-26 01:15:00;7;7;1;1;8;6;0;8;141;0;0
2019-08-26 01:30:00;4;7;1;0;8;2;0;6;132;0;0
2019-08-26 01:45:00;5;8;0;1;7;3;0;7;133;0;0
2019-08-26 02:00:00;11;11;0;0;8;3;0;8;149;0;0
2019-08-26 02:15:00;4;6;3;0;12;5;1;11;120;0;0
2019-08-26 02:30:00;7;5;0;0;8;8;1;6;147;0;0
2019-08-26 02:45:00;4;4;1;0;5;3;0;4;137;0;0
2019-08-26 03:00:00;6;8;1;1;8;8;1;8;154;0;0
2019-08-26 03:15:00;8;2;1;0;8;4;0;7;144;0;0
2019-08-26 03:30:00;8;4;1;1;8;2;0;7;128;0;0
2019-08-26 03:45:00;7;2;0;2;10;2;0;9;121;1;0
2019-08-26 04:00:00;7;10;0;0;6;5;0;6;114;0;0
2019-08-26 04:15:00;13;11;0;0;5;5;0;3;143;0;0
2019-08-26 04:30:00;16;12;4;1;8;9;0;8;170;0;0
2019-08-26 04:45:00;17;30;4;0;18;7;0;14;140;0;0
2019-08-26 05:00:00;23;41;4;0;26;12;0;24;182;0;0
2019-08-26 05:15:00;39;32;1;2;38;15;0;36;181;0;0
2019-08-26 05:30:00;63;57;6;5;53;40;1;51;201;0;0
2019-08-26 05:45:00;53;54;10;4;85;40;1;78;199;0;0
2019-08-26 06:00:00;52;77;16;8;86;47;0;81;214;0;0
2019-08-26 06:15:00;60;95;23;4;99;64;2;99;200;0;0
2019-08-26 06:30:00;84;122;16;11;115;103;4;115;249;0;16
2019-08-26 06:45:00;83;139;18;7;108;103;5;109;226;1;14
2019-08-26 07:00:00;74;110;11;5;111;122;4;99;254;4;2
2019-08-26 07:15:00;81;113;12;11;102;104;6;106;274;1;8
2019-08-26 07:30:00;58;150;9;11;109;108;8;110;259;7;1
2019-08-26 07:45:00;79;146;14;8;107;126;3;106;254;2;4
2019-08-26 08:00:00;75;126;7;6;97;83;4;95;240;5;4
2019-08-26 08:15:00;78;128;18;7;95;105;13;91;241;3;2
2019-08-26 08:30:00;81;112;30;6;92;86;6;79;253;4;7
2019-08-26 08:45:00;78;101;13;7;87;77;6;86;226;5;8
2019-08-26 09:00:00;85;108;20;6;90;77;6;83;237;10;8
2019-08-26 09:15:00;66;167;14;7;97;79;2;87;231;7;0
2019-08-26 09:30:00;90;104;9;8;88;78;9;80;247;5;4
2019-08-26 09:45:00;90;97;6;6;85;81;8;84;237;8;10
2019-08-26 10:00:00;97;103;7;11;83;84;6;80;217;9;11
2019-08-26 10:15:00;76;118;11;3;97;81;8;89;206;8;5
2019-08-26 10:30:00;72;84;9;6;87;88;7;91;238;4;18
2019-08-26 10:45:00;71;71;6;7;95;98;11;91;234;11;1
2019-08-26 11:00:00;98;113;9;5;100;86;6;94;237;3;0
2019-08-26 11:15:00;88;121;11;11;91;83;7;89;235;12;20
2019-08-26 11:30:00;74;92;16;5;81;84;6;82;203;11;3
2019-08-26 11:45:00;76;96;11;5;103;82;10;97;225;6;2
2019-08-26 12:00:00;80;112;14;8;99;85;13;89;224;9;12
2019-08-26 12:15:00;73;99;14;8;92;80;11;83;225;4;11
2019-08-26 12:30:00;91;125;11;7;77;70;7;74;204;10;2
