DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-12-04 00:00:00;3;1;0;0;2;5;0;0;0;0;3;1;3;6;4;0;0
2020-12-04 00:15:00;8;2;1;0;4;3;0;0;0;0;8;2;4;8;4;0;0
2020-12-04 00:30:00;7;3;0;0;4;0;1;1;0;0;5;4;0;4;0;0;0
2020-12-04 00:45:00;6;3;0;0;10;4;2;2;1;0;6;2;4;14;4;0;0
2020-12-04 01:00:00;8;0;0;0;8;2;1;1;0;0;7;0;3;10;3;0;0
2020-12-04 01:15:00;2;1;0;0;6;2;1;1;0;0;2;1;2;8;3;0;0
2020-12-04 01:30:00;5;0;0;0;5;0;0;0;0;0;5;0;0;5;0;0;0
2020-12-04 01:45:00;10;0;0;0;5;0;0;0;0;0;9;0;0;5;0;0;0
2020-12-04 02:00:00;4;0;0;0;1;0;0;0;0;0;4;0;0;1;0;0;0
2020-12-04 02:15:00;9;3;0;0;7;1;0;0;0;0;9;3;1;9;2;0;0
2020-12-04 02:30:00;3;1;0;0;3;0;1;1;1;0;3;1;0;3;1;0;0
2020-12-04 02:45:00;13;4;0;0;3;0;1;1;0;1;11;2;0;3;0;0;0
2020-12-04 03:00:00;5;1;0;0;6;0;0;0;0;0;5;1;0;7;0;0;0
2020-12-04 03:15:00;11;0;0;0;4;1;1;1;2;0;9;0;1;4;1;0;0
2020-12-04 03:30:00;7;5;0;0;6;1;0;0;0;0;7;4;1;8;1;0;0
2020-12-04 03:45:00;12;6;2;0;4;1;2;2;1;0;11;5;1;4;1;0;0
2020-12-04 04:00:00;10;2;1;0;10;0;0;0;0;0;8;2;0;10;0;0;0
2020-12-04 04:15:00;17;1;0;0;10;0;0;0;0;0;13;1;0;10;0;0;0
2020-12-04 04:30:00;20;6;0;0;12;4;2;2;3;1;21;6;3;15;3;0;0
2020-12-04 04:45:00;31;11;0;0;28;5;4;4;3;1;26;8;4;33;5;0;0
2020-12-04 05:00:00;21;9;1;0;30;15;4;4;6;0;20;10;15;46;15;0;0
2020-12-04 05:15:00;46;16;1;1;45;16;2;2;1;0;39;17;16;53;16;0;0
2020-12-04 05:30:00;54;24;0;0;55;23;4;4;4;1;51;26;24;78;24;0;0
2020-12-04 05:45:00;56;51;2;2;62;36;2;2;3;8;58;47;27;88;29;0;0
2020-12-04 06:00:00;73;55;2;1;59;24;3;3;3;1;68;53;25;78;25;0;0
2020-12-04 06:15:00;78;50;1;1;70;40;3;3;2;2;74;50;39;100;40;0;0
2020-12-04 06:30:00;103;99;2;0;79;44;2;3;2;2;90;102;40;110;40;0;0
2020-12-04 06:45:00;134;138;3;0;100;59;6;6;1;6;114;139;59;136;58;0;6
2020-12-04 07:00:00;105;101;2;0;98;57;7;7;3;2;96;104;59;134;57;0;0
2020-12-04 07:15:00;138;116;1;1;103;79;8;8;3;1;120;120;80;164;80;1;3
2020-12-04 07:30:00;129;137;0;0;112;90;12;13;2;3;111;139;90;185;88;0;0
2020-12-04 07:45:00;154;168;1;1;98;68;15;17;8;1;126;170;67;141;67;0;1
2020-12-04 08:00:00;106;127;0;0;91;56;12;13;6;1;101;126;55;136;52;0;5
2020-12-04 08:15:00;120;101;2;1;98;56;10;10;6;6;106;105;59;132;58;2;0
2020-12-04 08:30:00;132;125;0;0;91;58;15;15;3;1;119;131;59;139;59;1;0
2020-12-04 08:45:00;112;127;2;0;82;56;11;11;6;1;97;132;57;123;54;0;0
2020-12-04 09:00:00;114;109;2;1;86;81;14;13;7;2;101;112;88;153;84;0;0
