DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-10-08 00:00:00;10;4;6;1;1;1;1;13;0;0;0;0;0
2019-10-08 00:15:00;17;10;13;6;4;4;1;24;0;0;0;0;0
2019-10-08 00:30:00;11;4;7;3;1;1;0;15;0;0;0;0;0
2019-10-08 00:45:00;5;1;1;0;0;0;0;9;0;0;0;0;0
2019-10-08 01:00:00;9;1;3;0;0;0;0;8;0;0;0;0;0
2019-10-08 01:15:00;8;4;4;2;2;1;1;9;0;0;0;0;0
2019-10-08 01:30:00;6;0;0;0;1;1;0;3;0;0;0;0;0
2019-10-08 01:45:00;8;3;1;1;0;0;0;4;0;0;0;0;0
2019-10-08 02:00:00;7;0;1;0;0;0;1;5;0;0;0;0;0
2019-10-08 02:15:00;5;1;1;1;0;0;0;4;0;0;0;0;0
2019-10-08 02:30:00;7;3;3;2;0;0;0;7;0;0;0;0;0
2019-10-08 02:45:00;5;5;5;1;0;0;1;6;0;0;0;0;0
2019-10-08 03:00:00;4;0;0;0;0;0;0;2;0;0;0;0;0
2019-10-08 03:15:00;7;2;1;1;0;0;0;4;0;0;0;0;0
2019-10-08 03:30:00;4;1;4;1;0;0;0;7;0;0;0;0;0
2019-10-08 03:45:00;4;2;2;1;0;0;1;6;0;0;0;0;0
2019-10-08 04:00:00;11;3;5;1;0;0;0;10;0;0;0;0;0
2019-10-08 04:15:00;6;2;2;0;0;0;0;8;0;0;0;0;0
2019-10-08 04:30:00;15;3;3;1;1;1;2;10;0;0;0;0;0
2019-10-08 04:45:00;12;6;2;0;2;2;3;15;0;0;0;0;0
2019-10-08 05:00:00;28;10;13;8;5;9;4;29;0;0;0;0;0
2019-10-08 05:15:00;26;15;14;9;10;8;13;40;0;0;0;0;0
2019-10-08 05:30:00;56;2;9;1;9;9;9;66;0;0;0;0;0
2019-10-08 05:45:00;51;10;19;5;9;10;10;109;0;0;0;0;0
2019-10-08 06:00:00;83;15;21;12;8;9;9;99;0;0;0;0;0
2019-10-08 06:15:00;97;24;22;12;9;10;8;114;0;0;0;0;0
2019-10-08 06:30:00;138;14;25;15;11;14;8;190;0;1;0;0;0
2019-10-08 06:45:00;136;21;39;21;13;12;21;210;0;0;0;0;0
2019-10-08 07:00:00;178;25;27;15;16;15;18;177;0;0;0;0;0
2019-10-08 07:15:00;193;16;29;16;21;26;24;198;2;1;0;0;0
2019-10-08 07:30:00;202;31;30;23;26;30;24;177;2;3;0;0;0
2019-10-08 07:45:00;158;35;41;33;67;20;33;215;3;1;0;0;0
2019-10-08 08:00:00;168;17;25;20;50;25;28;185;1;2;0;0;0
2019-10-08 08:15:00;172;24;33;23;29;28;30;211;0;3;0;0;0
2019-10-08 08:30:00;171;18;28;18;40;54;12;201;1;1;0;0;0
2019-10-08 08:45:00;161;20;22;21;26;24;8;182;4;1;0;0;0
2019-10-08 09:00:00;140;21;26;17;30;34;13;208;0;3;0;0;0
2019-10-08 09:15:00;152;20;24;18;16;19;11;163;3;1;0;0;0
2019-10-08 09:30:00;158;16;21;15;48;48;18;193;2;0;0;0;0
2019-10-08 09:45:00;156;20;26;22;24;26;29;222;3;0;0;0;0
2019-10-08 10:00:00;174;19;22;16;25;27;23;184;4;2;0;0;0
2019-10-08 10:15:00;164;16;25;15;31;30;19;207;0;2;0;0;0
2019-10-08 10:30:00;183;20;26;18;35;38;23;164;1;1;0;0;0
2019-10-08 10:45:00;157;27;30;27;36;39;27;191;5;3;0;0;0
2019-10-08 11:00:00;173;25;26;21;37;34;19;194;5;1;0;0;0
2019-10-08 11:15:00;170;23;22;22;37;38;25;200;1;1;0;0;0
2019-10-08 11:30:00;171;25;29;24;24;33;1;224;0;1;0;0;0
2019-10-08 11:45:00;152;30;30;23;32;36;6;208;4;2;0;0;0
2019-10-08 12:00:00;153;24;26;21;33;33;12;190;2;0;0;0;0
2019-10-08 12:15:00;179;27;32;22;34;35;22;186;2;1;0;0;0
2019-10-08 12:30:00;189;18;17;15;43;33;17;197;2;0;0;0;0
2019-10-08 12:45:00;160;22;26;24;37;36;16;212;1;5;0;0;0
2019-10-08 13:00:00;177;25;29;24;29;35;13;177;1;3;0;0;0
2019-10-08 13:15:00;183;26;25;21;24;24;24;203;3;5;0;0;0
2019-10-08 13:30:00;177;23;25;16;19;21;20;208;2;1;0;0;0
2019-10-08 13:45:00;197;20;27;14;41;48;23;206;1;3;0;0;0
2019-10-08 14:00:00;183;22;23;17;30;29;14;194;3;2;0;0;0
2019-10-08 14:15:00;185;44;21;16;30;32;15;207;0;2;0;0;0
2019-10-08 14:30:00;239;22;25;21;32;31;21;187;0;1;0;0;0
2019-10-08 14:45:00;188;17;13;11;27;34;20;229;5;1;0;0;0
2019-10-08 15:00:00;207;12;20;16;31;30;20;187;2;3;0;0;0
2019-10-08 15:15:00;198;18;15;11;30;29;20;215;3;1;0;0;0
2019-10-08 15:30:00;216;25;26;21;35;36;14;211;2;2;0;0;0
2019-10-08 15:45:00;215;28;30;30;43;43;22;211;2;3;0;0;0
2019-10-08 16:00:00;226;20;23;18;41;44;20;224;2;1;0;0;0
2019-10-08 16:15:00;222;17;24;16;36;38;22;244;2;1;0;0;0
2019-10-08 16:30:00;211;18;21;19;33;35;20;230;4;2;0;0;0
2019-10-08 16:45:00;243;22;26;26;38;39;16;213;1;0;0;0;0
2019-10-08 17:00:00;221;21;23;20;48;49;22;227;1;1;0;0;0
2019-10-08 17:15:00;215;21;20;17;41;41;21;219;3;0;0;0;0
2019-10-08 17:30:00;219;22;24;22;31;31;15;229;1;2;0;0;0
2019-10-08 17:45:00;203;18;21;15;24;32;24;253;3;2;0;0;0
2019-10-08 18:00:00;217;21;23;19;40;44;20;209;0;1;0;0;0
2019-10-08 18:15:00;205;15;27;14;19;26;19;241;2;0;0;0;0
2019-10-08 18:30:00;217;20;20;16;27;29;23;213;0;0;0;0;0
2019-10-08 18:45:00;188;11;21;14;22;26;12;210;0;0;0;0;0
2019-10-08 19:00:00;184;15;15;13;14;18;15;144;0;1;0;0;0
2019-10-08 19:15:00;170;15;17;11;12;15;9;156;0;0;0;0;0
2019-10-08 19:30:00;127;9;15;8;16;17;11;129;1;0;0;0;0
2019-10-08 19:45:00;159;15;19;15;17;24;8;144;0;1;0;0;0
2019-10-08 20:00:00;148;14;18;9;13;13;7;110;0;0;0;0;0
2019-10-08 20:15:00;135;15;17;5;3;4;6;87;0;0;0;0;0
2019-10-08 20:30:00;87;14;21;6;2;3;1;62;0;0;0;0;0
2019-10-08 20:45:00;84;9;17;7;11;9;5;103;0;0;0;0;0
