DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-06-06 00:00:00;10;12;6;4;2;5;3;3;0;0
2020-06-06 00:15:00;12;10;7;2;1;0;0;3;0;0
2020-06-06 00:30:00;2;4;5;2;0;0;1;0;1;0
2020-06-06 00:45:00;7;5;7;3;2;2;3;5;0;0
2020-06-06 01:00:00;3;6;5;3;2;2;0;1;0;0
2020-06-06 01:15:00;3;2;1;0;0;1;1;3;0;0
2020-06-06 01:30:00;8;11;2;1;1;2;1;4;0;0
2020-06-06 01:45:00;3;3;4;1;0;0;0;0;0;0
2020-06-06 02:00:00;2;4;1;0;3;1;0;2;0;0
2020-06-06 02:15:00;6;5;2;0;0;2;2;3;0;0
2020-06-06 02:30:00;1;5;4;0;0;0;1;1;0;0
2020-06-06 02:45:00;4;2;1;0;2;1;1;0;0;0
2020-06-06 03:00:00;4;6;1;2;3;1;0;1;0;0
2020-06-06 03:15:00;2;4;4;3;0;0;0;1;0;0
2020-06-06 03:30:00;4;6;3;1;0;0;0;1;0;0
2020-06-06 03:45:00;0;0;0;0;0;0;0;1;0;0
2020-06-06 04:00:00;2;4;3;4;3;3;1;2;0;0
2020-06-06 04:15:00;1;3;4;1;0;0;0;2;0;0
2020-06-06 04:30:00;3;4;3;0;4;1;0;3;0;0
2020-06-06 04:45:00;2;4;4;0;1;1;1;1;0;0
2020-06-06 05:00:00;4;4;8;0;0;0;0;2;0;0
2020-06-06 05:15:00;7;6;16;3;2;0;4;6;0;0
2020-06-06 05:30:00;19;11;14;4;5;0;4;10;0;0
2020-06-06 05:45:00;15;18;4;3;14;0;39;42;0;0
2020-06-06 06:00:00;14;20;7;13;47;3;132;134;0;0
2020-06-06 06:15:00;17;26;11;7;36;0;44;37;0;0
2020-06-06 06:30:00;12;10;6;2;1;1;20;15;0;0
2020-06-06 06:45:00;9;12;7;1;2;0;5;6;0;0
2020-06-06 07:00:00;8;14;4;3;0;0;1;3;0;0
2020-06-06 07:15:00;8;15;10;3;0;1;1;1;0;0
2020-06-06 07:30:00;13;18;14;2;0;0;6;4;0;0
2020-06-06 07:45:00;16;21;28;4;1;1;5;2;1;0
2020-06-06 08:00:00;12;26;18;3;1;3;2;1;0;0
2020-06-06 08:15:00;17;19;11;2;4;3;2;3;0;0
2020-06-06 08:30:00;14;28;32;3;0;0;6;4;0;0
2020-06-06 08:45:00;22;36;30;3;0;2;3;7;0;0
2020-06-06 09:00:00;20;33;30;0;1;4;2;3;1;0
2020-06-06 09:15:00;20;32;29;2;2;3;1;4;2;3
2020-06-06 09:30:00;23;40;29;4;2;3;7;8;4;0
2020-06-06 09:45:00;30;50;46;5;2;2;6;3;0;0
2020-06-06 10:00:00;24;50;42;7;1;1;2;3;0;0
2020-06-06 10:15:00;26;36;54;4;2;4;3;5;0;0
2020-06-06 10:30:00;32;49;50;7;3;4;7;3;3;0
2020-06-06 10:45:00;26;52;62;3;3;1;4;5;3;0
2020-06-06 11:00:00;38;53;54;4;4;4;10;14;2;0
2020-06-06 11:15:00;30;50;68;3;1;5;4;6;1;0
2020-06-06 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-06 12:00:00;37;49;67;6;4;5;9;3;0;0
2020-06-06 12:15:00;35;48;59;2;3;8;3;8;3;2
