DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-03-03 00:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 00:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 00:30:00;0;0;0;0;0;0;0;0;0
2020-03-03 00:45:00;0;0;0;0;0;0;0;0;0
2020-03-03 01:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 01:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 01:30:00;0;0;0;0;0;0;0;0;0
2020-03-03 01:45:00;0;0;0;0;0;0;0;0;0
2020-03-03 02:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 02:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 02:30:00;0;0;0;0;0;0;0;0;0
2020-03-03 02:45:00;0;0;0;0;0;0;0;0;0
2020-03-03 03:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 03:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 03:30:00;0;0;0;0;0;0;0;0;0
2020-03-03 03:45:00;0;0;0;0;0;0;0;0;0
2020-03-03 04:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 04:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 04:30:00;0;0;0;0;0;0;0;0;0
2020-03-03 04:45:00;0;0;0;0;0;0;0;0;0
2020-03-03 05:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 05:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 05:30:00;0;0;0;0;0;0;0;0;0
2020-03-03 05:45:00;0;0;0;0;0;0;0;0;0
2020-03-03 06:00:00;0;0;0;0;0;0;0;0;0
2020-03-03 06:15:00;0;0;0;0;0;0;0;0;0
2020-03-03 06:30:00;5;0;0;0;0;0;0;0;0
2020-03-03 06:45:00;3;4;0;0;0;0;0;0;0
2020-03-03 07:00:00;57;0;0;0;0;0;0;0;0
2020-03-03 07:15:00;54;5;0;0;0;0;0;0;0
2020-03-03 07:30:00;34;0;0;0;0;0;0;0;0
2020-03-03 07:45:00;28;9;0;0;0;0;0;0;0
