DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-03-23 00:00:00;0;1;4;4;3;0;0;0;0;0;0;0
2020-03-23 00:15:00;0;3;4;2;1;0;0;0;0;0;0;0
2020-03-23 00:30:00;0;2;2;1;1;0;0;0;0;0;0;0
2020-03-23 00:45:00;0;3;3;3;3;0;0;0;0;0;0;0
2020-03-23 01:00:00;0;1;1;2;3;0;0;0;0;0;0;0
2020-03-23 01:15:00;0;0;0;3;0;0;0;0;0;0;0;0
2020-03-23 01:30:00;0;1;2;2;1;0;0;0;0;0;0;0
2020-03-23 01:45:00;0;0;2;5;0;0;0;0;0;0;0;0
2020-03-23 02:00:00;0;1;1;2;0;0;0;0;0;0;0;0
2020-03-23 02:15:00;0;2;1;2;0;0;0;0;0;0;0;0
2020-03-23 02:30:00;0;0;1;0;0;0;0;0;0;0;0;0
2020-03-23 02:45:00;0;2;0;1;1;0;0;0;0;0;0;0
2020-03-23 03:00:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-03-23 03:15:00;0;0;2;0;2;0;0;0;0;0;0;0
2020-03-23 03:30:00;0;2;1;1;1;0;0;0;0;0;0;0
2020-03-23 03:45:00;0;3;1;1;0;0;0;0;0;0;0;0
2020-03-23 04:00:00;0;5;4;3;0;0;0;0;0;0;0;0
2020-03-23 04:15:00;0;4;2;1;1;0;0;0;0;0;0;0
2020-03-23 04:30:00;0;4;8;4;2;0;0;0;0;0;0;0
2020-03-23 04:45:00;0;4;7;6;2;0;0;0;0;0;0;0
2020-03-23 05:00:00;0;12;7;5;2;0;0;0;0;0;0;0
2020-03-23 05:15:00;0;19;11;14;5;0;0;0;0;0;0;0
2020-03-23 05:30:00;0;32;15;27;23;0;0;0;0;0;0;0
2020-03-23 05:45:00;0;34;25;56;39;0;0;0;0;0;0;0
2020-03-23 06:00:00;0;25;23;31;35;0;0;0;0;0;0;0
2020-03-23 06:15:00;0;32;27;52;39;0;0;0;0;0;0;0
2020-03-23 06:30:00;0;42;21;72;84;0;4;0;0;9;1;0
2020-03-23 06:45:00;0;39;32;86;82;0;3;0;0;4;13;0
2020-03-23 07:00:00;0;46;25;71;73;6;2;0;0;14;1;0
2020-03-23 07:15:00;0;39;27;66;57;1;1;0;0;3;0;0
2020-03-23 07:30:00;0;33;27;71;56;2;1;0;0;0;2;7
2020-03-23 07:45:00;0;28;36;77;56;0;2;0;0;0;2;0
2020-03-23 08:00:00;0;24;25;53;34;0;3;0;0;16;8;1
2020-03-23 08:15:00;0;21;23;45;36;2;1;0;0;1;1;1
2020-03-23 08:30:00;0;34;23;37;32;7;0;0;0;0;1;1
2020-03-23 08:45:00;0;26;29;43;31;1;4;0;0;31;5;4
2020-03-23 09:00:00;0;27;26;42;31;2;1;0;0;17;6;6
2020-03-23 09:15:00;0;30;26;43;30;1;4;0;0;0;6;1
2020-03-23 09:30:00;0;23;33;46;26;0;5;0;0;6;6;11
2020-03-23 09:45:00;0;48;30;49;33;0;5;0;0;1;3;22
2020-03-23 10:00:00;0;37;31;27;31;2;0;0;0;35;2;0
2020-03-23 10:15:00;0;43;43;40;27;1;2;0;0;6;0;0
2020-03-23 10:30:00;0;33;27;47;26;0;0;0;0;1;8;1
2020-03-23 10:45:00;0;38;32;51;38;2;2;0;0;12;1;0
