DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-10-24 00:00:00;0;0;12;0;1;15;0;0;0;0;0;0;0;0
2020-10-24 00:15:00;0;0;8;1;2;20;0;0;0;0;0;0;0;0
2020-10-24 00:30:00;1;0;13;0;0;11;0;0;0;0;0;0;0;0
2020-10-24 00:45:00;0;0;10;4;4;15;0;0;0;0;0;0;0;0
2020-10-24 01:00:00;0;0;12;0;0;5;0;0;0;0;0;0;0;0
2020-10-24 01:15:00;3;0;2;0;1;14;0;0;0;0;0;0;0;0
2020-10-24 01:30:00;0;0;3;2;3;6;0;0;0;0;0;0;0;0
2020-10-24 01:45:00;0;0;5;1;1;7;0;0;0;0;0;0;0;0
2020-10-24 02:00:00;0;0;4;2;2;4;0;0;0;0;0;0;0;0
2020-10-24 02:15:00;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-10-24 02:30:00;0;0;1;0;0;6;0;0;0;0;0;0;0;0
2020-10-24 02:45:00;0;0;1;0;0;5;0;0;0;0;0;0;0;0
2020-10-24 03:00:00;0;0;1;0;1;7;0;0;0;0;0;0;0;0
2020-10-24 03:15:00;0;0;5;1;1;8;0;0;0;0;0;0;0;0
2020-10-24 03:30:00;1;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-10-24 03:45:00;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-10-24 04:00:00;1;0;5;0;1;5;0;0;0;0;0;0;0;0
2020-10-24 04:15:00;0;0;7;0;0;4;0;0;0;0;0;0;0;0
2020-10-24 04:30:00;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-10-24 04:45:00;1;0;10;0;0;10;0;0;0;0;0;0;0;0
2020-10-24 05:00:00;0;0;31;0;0;4;0;0;0;0;0;0;0;0
2020-10-24 05:15:00;0;0;54;2;2;10;0;0;0;0;0;0;0;0
2020-10-24 05:30:00;1;0;57;2;2;13;0;0;0;0;0;0;0;0
2020-10-24 05:45:00;0;0;29;0;2;44;0;0;0;0;0;0;0;0
2020-10-24 06:00:00;0;0;21;0;1;47;0;0;0;0;0;0;0;0
2020-10-24 06:15:00;0;0;29;0;1;53;0;0;0;0;0;0;0;0
2020-10-24 06:30:00;0;0;20;0;1;26;0;0;0;0;0;0;0;0
2020-10-24 06:45:00;1;0;32;1;1;33;0;0;0;0;0;0;0;0
2020-10-24 07:00:00;1;0;24;1;3;20;0;0;0;0;0;0;0;0
2020-10-24 07:15:00;1;0;53;1;3;44;0;0;0;0;0;0;0;0
2020-10-24 07:30:00;2;0;59;3;4;32;0;0;0;0;0;0;0;0
2020-10-24 07:45:00;1;0;94;3;5;42;0;0;0;0;0;0;0;0
2020-10-24 08:00:00;1;0;57;5;8;50;0;2;0;0;0;0;0;0
2020-10-24 08:15:00;0;0;90;1;2;39;0;3;0;0;0;0;0;0
2020-10-24 08:30:00;3;0;93;4;7;55;0;2;0;0;0;0;0;0
2020-10-24 08:45:00;3;0;94;5;9;88;0;1;0;0;0;0;0;0
2020-10-24 09:00:00;1;0;103;6;10;77;0;2;0;0;0;0;0;0
2020-10-24 09:15:00;2;0;116;11;12;70;0;0;0;0;0;0;0;0
2020-10-24 09:30:00;2;0;142;5;8;80;0;3;0;0;0;0;0;0
2020-10-24 09:45:00;5;0;158;4;9;121;0;2;0;0;0;0;0;0
2020-10-24 10:00:00;4;0;139;6;6;97;0;3;0;0;0;0;1;0
2020-10-24 10:15:00;6;0;149;5;7;103;0;2;0;0;0;0;1;0
2020-10-24 10:30:00;4;0;138;6;8;112;0;3;0;0;3;0;3;0
2020-10-24 10:45:00;2;0;157;9;11;118;0;2;0;0;0;0;1;0
2020-10-24 11:00:00;5;0;154;11;17;124;0;3;0;0;0;0;1;0
2020-10-24 11:15:00;4;0;156;8;13;110;0;5;0;0;0;0;3;0
2020-10-24 11:30:00;2;0;149;10;11;135;0;3;0;0;0;0;0;0
2020-10-24 11:45:00;2;0;141;11;11;147;0;2;0;0;0;0;1;0
2020-10-24 12:00:00;7;0;164;12;17;153;0;4;0;0;0;0;0;0
2020-10-24 12:15:00;3;0;136;8;12;158;0;1;0;0;1;0;0;0
2020-10-24 12:30:00;3;0;167;7;14;167;0;2;0;0;3;0;1;0
2020-10-24 12:45:00;4;0;145;10;14;135;0;1;0;0;0;0;0;0
2020-10-24 13:00:00;2;0;130;9;11;144;0;3;0;0;0;0;1;0
2020-10-24 13:15:00;3;0;166;8;12;147;0;1;0;0;0;0;0;0
2020-10-24 13:30:00;3;0;155;8;9;145;0;0;0;0;0;0;0;0
2020-10-24 13:45:00;2;0;152;12;18;176;0;5;0;0;0;0;0;0
2020-10-24 14:00:00;4;0;132;6;12;157;0;4;0;0;1;0;0;0
2020-10-24 14:15:00;5;0;129;6;10;158;0;1;0;0;2;0;0;0
2020-10-24 14:30:00;3;0;143;9;11;138;0;0;0;0;1;0;0;0
2020-10-24 14:45:00;1;0;139;10;14;149;0;4;0;0;0;0;0;0
2020-10-24 15:00:00;2;0;143;4;9;156;0;6;0;0;0;0;1;0
2020-10-24 15:15:00;4;0;120;8;13;132;0;3;0;0;0;0;0;0
2020-10-24 15:30:00;1;0;119;5;7;154;0;7;0;0;0;0;0;0
2020-10-24 15:45:00;5;0;120;5;11;141;0;2;0;0;0;0;1;0
2020-10-24 16:00:00;3;0;126;5;12;151;0;2;0;0;1;0;2;0
2020-10-24 16:15:00;3;0;130;10;17;157;0;3;0;0;0;0;0;0
2020-10-24 16:30:00;3;0;126;10;17;148;0;5;0;0;2;0;4;0
2020-10-24 16:45:00;3;0;110;9;12;128;0;1;0;0;0;0;1;0
2020-10-24 17:00:00;3;0;118;7;9;127;0;3;0;0;2;0;1;0
2020-10-24 17:15:00;4;0;142;9;19;143;0;9;0;0;2;0;0;0
2020-10-24 17:30:00;3;0;135;8;10;142;0;7;0;0;1;0;0;0
2020-10-24 17:45:00;1;0;134;5;10;149;0;2;0;0;2;0;0;0
2020-10-24 18:00:00;5;0;121;10;14;147;0;6;0;0;1;0;0;0
2020-10-24 18:15:00;3;0;161;6;11;149;0;3;0;0;3;0;0;0
2020-10-24 18:30:00;2;0;89;10;18;126;0;2;0;0;0;0;1;0
2020-10-24 18:45:00;1;0;116;9;15;105;0;6;0;0;0;0;1;0
2020-10-24 19:00:00;4;0;93;1;4;118;0;2;0;0;0;0;0;0
2020-10-24 19:15:00;2;0;62;1;5;108;0;2;0;0;0;0;0;0
2020-10-24 19:30:00;1;0;68;4;12;117;0;0;0;0;0;0;1;0
2020-10-24 19:45:00;1;0;75;6;11;85;0;1;0;0;0;0;2;0
2020-10-24 20:00:00;1;0;58;3;7;87;0;0;0;0;0;0;0;0
2020-10-24 20:15:00;0;0;51;3;6;88;0;0;0;0;0;0;0;0
2020-10-24 20:30:00;0;0;40;1;5;62;0;0;0;0;0;0;0;0
2020-10-24 20:45:00;1;0;35;3;2;58;0;0;0;0;0;0;0;0
2020-10-24 21:00:00;0;0;37;3;4;52;0;0;0;0;0;0;0;0
2020-10-24 21:15:00;2;0;41;4;7;51;0;0;0;0;0;0;0;0
2020-10-24 21:30:00;2;0;41;3;4;44;0;0;0;0;0;0;0;0
2020-10-24 21:45:00;1;0;38;5;8;76;0;0;0;0;0;0;0;0
2020-10-24 22:00:00;1;0;30;1;5;78;0;0;0;0;0;0;0;0
2020-10-24 22:15:00;1;0;18;0;6;90;0;0;0;0;0;0;0;0
2020-10-24 22:30:00;0;0;15;5;5;63;0;0;0;0;0;0;0;0
2020-10-24 22:45:00;1;0;28;2;4;35;0;0;0;0;0;0;0;0
2020-10-24 23:00:00;0;0;23;1;3;52;0;0;0;0;0;0;0;0
2020-10-24 23:15:00;1;0;25;2;3;33;0;0;0;0;0;0;0;0
2020-10-24 23:30:00;0;0;21;1;2;32;0;0;0;0;0;0;0;0
2020-10-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
