DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-08-28 00:00:00;1;2;1;8;4;0;1;0;0;0
2020-08-28 00:15:00;5;3;4;8;9;3;5;0;0;0
2020-08-28 00:30:00;5;4;0;6;2;5;2;0;0;0
2020-08-28 00:45:00;3;1;1;7;6;2;0;0;0;0
2020-08-28 01:00:00;4;8;2;7;1;2;2;0;0;0
2020-08-28 01:15:00;2;3;4;4;4;2;3;0;0;0
2020-08-28 01:30:00;2;1;0;4;7;2;0;0;0;0
2020-08-28 01:45:00;4;2;0;3;1;1;0;0;0;0
2020-08-28 02:00:00;2;3;1;2;0;3;1;0;0;0
2020-08-28 02:15:00;2;4;1;3;1;2;0;0;0;0
2020-08-28 02:30:00;3;3;0;1;1;1;0;0;0;0
2020-08-28 02:45:00;3;4;3;3;3;0;1;0;0;0
2020-08-28 03:00:00;1;1;1;2;3;2;0;0;0;0
2020-08-28 03:15:00;2;1;0;2;5;2;5;0;0;0
2020-08-28 03:30:00;3;1;1;4;2;3;0;0;0;0
2020-08-28 03:45:00;1;3;1;3;3;3;2;0;0;0
2020-08-28 04:00:00;2;6;1;1;2;2;3;0;0;0
2020-08-28 04:15:00;2;4;0;1;1;5;0;0;0;0
2020-08-28 04:30:00;1;4;1;5;1;5;3;0;0;0
2020-08-28 04:45:00;11;15;7;23;6;4;6;0;0;0
2020-08-28 05:00:00;7;23;44;20;6;4;5;0;0;0
2020-08-28 05:15:00;33;64;119;46;6;15;11;0;0;0
2020-08-28 05:30:00;38;72;88;68;6;12;12;0;0;0
2020-08-28 05:45:00;41;57;46;128;8;14;22;0;0;0
2020-08-28 06:00:00;36;21;38;85;7;10;14;0;0;0
2020-08-28 06:15:00;28;49;43;55;7;12;25;0;0;0
2020-08-28 06:30:00;24;50;56;77;5;12;42;0;0;0
2020-08-28 06:45:00;30;46;58;70;4;10;43;0;0;0
2020-08-28 07:00:00;17;29;40;65;7;10;22;0;0;0
2020-08-28 07:15:00;39;33;45;80;12;8;12;0;0;0
2020-08-28 07:30:00;32;34;36;102;8;18;24;0;0;0
2020-08-28 07:45:00;36;35;49;70;16;12;35;0;0;0
2020-08-28 08:00:00;38;30;37;57;11;13;20;0;0;0
2020-08-28 08:15:00;32;25;40;58;8;13;16;2;0;0
2020-08-28 08:30:00;38;28;36;56;10;10;22;0;0;0
2020-08-28 08:45:00;39;37;33;58;8;10;28;0;0;0
2020-08-28 09:00:00;40;31;29;60;15;19;21;0;0;0
2020-08-28 09:15:00;41;44;28;48;15;14;28;0;0;0
2020-08-28 09:30:00;40;39;31;46;13;14;16;1;0;0
2020-08-28 09:45:00;40;30;27;45;10;12;42;0;0;0
2020-08-28 10:00:00;52;33;31;50;10;10;23;0;0;0
2020-08-28 10:15:00;45;32;31;67;14;9;26;11;0;0
2020-08-28 10:30:00;45;37;29;54;8;13;6;0;0;0
2020-08-28 10:45:00;52;33;26;57;11;13;21;0;0;0
2020-08-28 11:00:00;40;36;17;63;19;14;62;0;0;0
2020-08-28 11:15:00;24;35;39;68;7;8;16;0;0;0
2020-08-28 11:30:00;36;37;24;70;11;12;28;0;0;0
2020-08-28 11:45:00;34;27;25;71;7;12;25;0;0;0
2020-08-28 12:00:00;55;36;43;79;13;13;26;0;0;0
2020-08-28 12:15:00;61;38;36;70;11;7;15;0;0;0
2020-08-28 12:30:00;49;44;37;78;12;21;25;1;0;0
2020-08-28 12:45:00;47;35;24;78;9;9;21;0;0;0
2020-08-28 13:00:00;44;39;35;64;8;9;14;0;1;0
2020-08-28 13:15:00;33;58;61;103;20;18;20;0;0;0
2020-08-28 13:30:00;64;66;72;121;17;12;27;0;0;0
2020-08-28 13:45:00;68;59;76;128;14;14;26;0;1;0
2020-08-28 14:00:00;53;53;51;147;7;34;35;0;0;0
2020-08-28 14:15:00;65;63;59;207;15;22;38;0;0;0
2020-08-28 14:30:00;61;45;34;190;16;15;21;2;0;0
2020-08-28 14:45:00;56;40;32;142;15;16;31;0;1;0
2020-08-28 15:00:00;53;47;30;100;8;13;28;0;0;0
2020-08-28 15:15:00;52;49;44;104;17;9;18;0;0;0
2020-08-28 15:30:00;55;39;33;89;10;9;17;0;0;0
2020-08-28 15:45:00;46;47;34;72;11;9;47;0;0;0
2020-08-28 16:00:00;52;51;35;91;15;9;20;0;0;0
2020-08-28 16:15:00;42;37;28;78;9;6;17;0;0;0
2020-08-28 16:30:00;36;38;26;81;11;8;12;0;0;0
2020-08-28 16:45:00;36;39;31;72;9;9;24;0;0;0
2020-08-28 17:00:00;44;31;19;66;9;6;19;0;0;0
2020-08-28 17:15:00;50;34;23;59;5;10;14;0;0;0
2020-08-28 17:30:00;41;25;19;46;5;10;27;0;0;0
2020-08-28 17:45:00;38;43;34;72;10;12;31;0;0;0
2020-08-28 18:00:00;27;32;25;55;10;2;10;0;0;0
2020-08-28 18:15:00;33;23;24;62;9;8;9;0;0;0
