DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-01-21 00:00:00;7;4;1;1;8;2;7;14;7;21;14;7;21;0
2020-01-21 00:15:00;9;4;5;2;11;1;2;20;10;30;20;10;30;0
2020-01-21 00:30:00;12;1;0;1;10;2;3;20;10;30;20;10;30;0
2020-01-21 00:45:00;7;4;3;0;3;3;4;20;10;30;20;10;30;0
2020-01-21 01:00:00;2;1;1;0;9;4;1;24;12;35;24;12;35;0
2020-01-21 01:15:00;0;2;2;0;4;1;3;26;13;39;26;13;39;0
2020-01-21 01:30:00;1;0;2;0;10;4;1;26;13;39;26;13;39;0
2020-01-21 01:45:00;2;2;0;0;8;2;0;26;13;39;26;13;39;0
2020-01-21 02:00:00;0;0;0;0;7;1;2;24;12;36;24;12;36;0
2020-01-21 02:15:00;4;1;2;1;7;0;0;26;13;39;26;13;39;0
2020-01-21 02:30:00;2;0;1;0;5;2;0;26;13;39;26;13;39;0
2020-01-21 02:45:00;3;1;0;0;4;1;0;26;13;39;26;13;39;0
2020-01-21 03:00:00;1;3;2;0;6;0;1;26;13;39;26;13;39;0
2020-01-21 03:15:00;1;3;1;2;4;2;2;26;13;39;26;13;39;0
2020-01-21 03:30:00;3;3;5;1;11;4;1;26;13;39;26;13;39;0
2020-01-21 03:45:00;2;3;4;0;6;4;2;24;12;36;24;12;36;0
2020-01-21 04:00:00;5;5;0;0;14;4;0;26;13;39;26;13;39;0
2020-01-21 04:15:00;4;2;3;1;13;3;2;26;13;39;26;13;39;0
2020-01-21 04:30:00;6;7;3;4;13;3;3;26;13;39;26;13;39;0
2020-01-21 04:45:00;12;13;13;8;32;8;2;26;13;39;26;13;39;0
2020-01-21 05:00:00;31;30;39;31;48;9;2;20;10;31;20;10;31;0
2020-01-21 05:15:00;59;56;61;51;51;12;5;20;10;30;20;10;30;0
2020-01-21 05:30:00;44;64;62;57;69;26;8;20;10;30;20;10;30;0
2020-01-21 05:45:00;59;62;68;66;90;39;43;20;10;29;20;10;29;0
2020-01-21 06:00:00;70;69;61;60;117;49;53;20;10;31;20;10;31;0
