DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-11-02 00:00:00;0;2;1;11;14;21;6;11;12;1;2
2019-11-02 00:15:00;1;0;0;18;13;10;7;13;9;1;1
2019-11-02 00:30:00;0;5;0;6;13;7;3;11;10;1;0
2019-11-02 00:45:00;1;1;0;7;5;4;8;5;6;2;2
2019-11-02 01:00:00;2;1;0;5;11;15;5;10;12;4;5
2019-11-02 01:15:00;3;1;1;14;12;8;8;7;6;3;3
2019-11-02 01:30:00;0;1;0;10;10;0;4;7;3;0;0
2019-11-02 01:45:00;0;1;0;11;7;14;9;7;6;2;2
2019-11-02 02:00:00;1;1;1;3;6;60;2;5;1;0;1
2019-11-02 02:15:00;1;0;0;7;7;58;1;9;10;3;2
2019-11-02 02:30:00;0;1;0;4;4;140;3;2;4;1;1
2019-11-02 02:45:00;0;0;0;4;4;86;2;2;4;2;2
2019-11-02 03:00:00;3;5;0;5;6;10;1;5;4;1;1
2019-11-02 03:15:00;1;3;0;3;10;6;3;2;6;0;2
2019-11-02 03:30:00;0;1;0;4;6;26;1;1;2;1;1
2019-11-02 03:45:00;0;0;0;5;5;12;0;2;2;0;1
2019-11-02 04:00:00;0;0;0;4;2;3;1;3;4;0;0
2019-11-02 04:15:00;0;2;1;3;3;1;1;2;3;2;2
2019-11-02 04:30:00;0;2;0;2;1;21;1;5;0;0;0
2019-11-02 04:45:00;0;0;0;5;6;6;2;5;3;1;1
2019-11-02 05:00:00;0;0;0;7;10;9;1;2;2;1;1
2019-11-02 05:15:00;0;3;1;11;11;12;4;14;7;0;0
2019-11-02 05:30:00;1;8;0;14;13;7;3;12;21;6;4
2019-11-02 05:45:00;1;5;1;14;9;5;4;17;13;4;3
2019-11-02 06:00:00;0;5;0;11;9;4;4;6;3;0;0
2019-11-02 06:15:00;0;0;0;22;10;30;7;13;15;6;6
2019-11-02 06:30:00;2;6;1;9;10;2;6;10;11;2;2
2019-11-02 06:45:00;1;3;3;14;8;26;5;13;18;4;4
2019-11-02 07:00:00;2;4;1;10;13;51;6;15;16;2;1
2019-11-02 07:15:00;1;7;2;24;17;8;9;14;12;3;4
2019-11-02 07:30:00;0;8;2;27;19;3;7;24;14;4;4
2019-11-02 07:45:00;3;7;1;29;19;6;12;30;20;3;1
2019-11-02 08:00:00;4;9;4;30;17;10;10;24;17;8;7
2019-11-02 08:15:00;2;5;5;41;23;74;14;30;27;4;2
2019-11-02 08:30:00;3;11;2;41;24;47;16;45;35;10;3
2019-11-02 08:45:00;6;13;3;40;22;54;12;45;31;9;7
2019-11-02 09:00:00;7;26;2;48;31;41;17;50;39;7;6
2019-11-02 09:15:00;4;10;2;64;39;19;19;51;45;4;6
2019-11-02 09:30:00;7;16;2;64;32;16;21;64;61;10;4
2019-11-02 09:45:00;12;17;3;65;34;17;22;69;64;12;9
2019-11-02 10:00:00;10;26;2;75;47;64;22;59;59;10;11
2019-11-02 10:15:00;12;20;3;82;50;84;26;65;57;7;5
2019-11-02 10:30:00;4;23;3;73;46;70;26;68;63;14;11
2019-11-02 10:45:00;12;23;4;83;56;71;37;68;65;10;10
2019-11-02 11:00:00;17;27;5;88;60;37;28;98;61;8;7
2019-11-02 11:15:00;9;28;2;90;46;10;25;85;75;20;18
2019-11-02 11:30:00;6;31;4;102;56;45;21;89;59;12;11
2019-11-02 11:45:00;14;28;5;88;54;27;30;94;76;14;15
2019-11-02 12:00:00;15;21;1;95;66;35;38;91;79;11;9
2019-11-02 12:15:00;12;23;5;98;56;26;41;84;68;10;9
2019-11-02 12:30:00;13;27;1;102;70;16;35;68;68;16;12
2019-11-02 12:45:00;15;28;2;90;67;20;27;91;71;12;13
2019-11-02 13:00:00;7;24;5;111;65;133;22;92;70;7;7
2019-11-02 13:15:00;16;55;2;91;63;42;32;82;57;10;10
2019-11-02 13:30:00;9;34;2;117;81;28;34;83;67;11;7
2019-11-02 13:45:00;20;22;5;110;65;18;36;71;59;10;5
2019-11-02 14:00:00;11;18;5;118;73;16;36;73;71;13;13
2019-11-02 14:15:00;8;21;2;95;70;8;38;67;62;11;12
2019-11-02 14:30:00;11;24;3;94;61;18;43;77;66;9;8
2019-11-02 14:45:00;10;23;4;114;71;18;37;73;64;10;9
2019-11-02 15:00:00;15;26;2;106;65;16;23;73;44;7;6
2019-11-02 15:15:00;9;29;5;90;56;13;31;74;60;8;7
2019-11-02 15:30:00;6;27;2;92;62;13;30;75;34;5;3
2019-11-02 15:45:00;7;10;3;85;62;10;38;76;55;4;3
2019-11-02 16:00:00;14;49;2;95;87;23;31;65;59;8;8
2019-11-02 16:15:00;7;17;4;87;65;18;30;71;60;8;7
2019-11-02 16:30:00;12;13;2;113;64;13;37;75;51;10;9
2019-11-02 16:45:00;7;24;1;94;64;16;35;65;45;11;6
2019-11-02 17:00:00;7;19;9;90;63;12;37;61;64;5;5
2019-11-02 17:15:00;11;25;2;97;76;16;32;78;65;11;8
2019-11-02 17:30:00;8;28;4;112;69;10;36;79;80;10;9
2019-11-02 17:45:00;14;24;5;95;67;6;34;86;62;9;11
2019-11-02 18:00:00;14;25;4;81;51;23;25;62;50;4;4
2019-11-02 18:15:00;12;17;15;76;66;10;40;71;61;12;14
2019-11-02 18:30:00;8;16;1;68;48;14;34;56;48;9;8
2019-11-02 18:45:00;9;17;4;58;47;8;36;62;41;4;2
2019-11-02 19:00:00;7;14;4;63;40;8;30;63;52;6;4
2019-11-02 19:15:00;8;13;1;62;59;17;28;54;49;5;6
2019-11-02 19:30:00;10;14;3;48;47;17;34;45;41;5;3
2019-11-02 19:45:00;7;11;4;64;38;13;23;57;54;5;6
2019-11-02 20:00:00;7;24;1;57;37;9;36;46;46;8;8
2019-11-02 20:15:00;6;11;5;57;41;10;26;41;40;8;7
2019-11-02 20:30:00;9;10;4;46;34;13;25;31;28;4;5
2019-11-02 20:45:00;5;9;4;45;35;12;16;31;35;3;3
2019-11-02 21:00:00;4;13;0;43;32;4;14;24;18;4;2
2019-11-02 21:15:00;2;6;2;26;33;12;16;22;22;6;5
2019-11-02 21:30:00;2;7;0;39;29;8;17;19;31;6;6
2019-11-02 21:45:00;5;9;2;42;27;10;19;34;19;5;5
2019-11-02 22:00:00;5;7;1;43;33;7;19;32;25;3;3
2019-11-02 22:15:00;8;8;1;34;19;6;12;33;31;1;2
2019-11-02 22:30:00;12;7;3;36;27;8;18;26;23;7;7
2019-11-02 22:45:00;4;10;1;51;28;4;15;21;21;2;3
2019-11-02 23:00:00;4;5;1;38;28;10;11;26;25;8;7
2019-11-02 23:15:00;6;8;0;27;23;8;14;25;19;7;7
2019-11-02 23:30:00;1;11;0;26;30;18;16;25;23;8;3
2019-11-02 23:45:00;4;1;3;24;22;8;11;16;9;1;2
