DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-04-07 00:00:00;0;2;0;0;2;2;3;3;1;0;2;3;1
2020-04-07 00:15:00;0;2;0;1;0;5;0;3;2;2;2;3;1
2020-04-07 00:30:00;0;2;1;0;0;2;0;3;2;1;0;4;4
2020-04-07 00:45:00;0;3;0;1;1;1;0;2;2;0;0;2;2
2020-04-07 01:00:00;0;0;1;0;0;0;0;2;1;1;1;2;0
2020-04-07 01:15:00;0;3;2;0;2;1;0;1;0;0;1;2;0
2020-04-07 01:30:00;0;1;0;0;0;4;1;4;0;0;2;3;2
2020-04-07 01:45:00;0;0;3;0;0;2;1;2;0;0;1;0;0
2020-04-07 02:00:00;0;2;0;0;1;0;1;1;0;0;3;1;1
2020-04-07 02:15:00;0;5;4;0;0;1;0;1;1;1;4;2;1
2020-04-07 02:30:00;0;2;0;0;2;1;0;4;0;0;1;3;3
2020-04-07 02:45:00;0;1;0;1;3;4;0;4;0;0;1;1;1
2020-04-07 03:00:00;0;3;2;0;0;1;0;2;0;1;1;1;1
2020-04-07 03:15:00;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-04-07 03:30:00;0;1;0;0;2;2;0;4;0;0;1;1;0
2020-04-07 03:45:00;0;1;0;0;1;3;2;1;2;0;1;2;0
2020-04-07 04:00:00;0;2;0;0;0;2;1;2;0;0;2;3;1
2020-04-07 04:15:00;0;3;1;0;1;2;1;3;1;0;3;2;2
2020-04-07 04:30:00;0;0;3;0;1;9;1;4;1;1;9;3;0
2020-04-07 04:45:00;0;2;0;0;1;6;5;6;2;1;5;3;1
2020-04-07 05:00:00;0;8;3;0;1;5;2;6;4;1;14;6;2
2020-04-07 05:15:00;0;9;10;0;5;16;5;18;7;2;21;17;6
2020-04-07 05:30:00;0;15;12;2;13;23;13;33;23;2;25;23;8
2020-04-07 05:45:00;0;18;5;1;7;25;7;49;31;1;35;35;21
2020-04-07 06:00:00;0;15;13;1;12;30;9;27;22;1;25;26;16
2020-04-07 06:15:00;0;18;15;0;18;36;14;48;37;6;36;30;13
2020-04-07 06:30:00;0;22;14;4;21;42;15;60;59;1;42;39;18
2020-04-07 06:45:00;0;29;30;2;22;36;11;52;60;2;53;41;25
2020-04-07 07:00:00;0;28;24;2;19;40;8;56;61;5;38;24;29
2020-04-07 07:15:00;0;19;19;4;21;37;14;59;50;6;34;36;20
2020-04-07 07:30:00;0;30;12;3;24;47;11;68;51;5;38;39;40
2020-04-07 07:45:00;0;24;18;0;28;45;21;39;54;4;42;40;33
2020-04-07 08:00:00;0;26;18;6;21;38;9;41;39;5;44;39;34
2020-04-07 08:15:00;0;30;18;6;26;37;14;49;30;4;24;24;30
2020-04-07 08:30:00;0;29;20;4;26;44;16;53;29;9;31;40;22
2020-04-07 08:45:00;0;30;22;5;27;33;17;54;40;12;26;40;26
2020-04-07 09:00:00;0;22;22;7;24;26;9;54;26;6;26;30;15
2020-04-07 09:15:00;0;30;22;6;27;34;15;38;21;6;31;30;27
2020-04-07 09:30:00;0;32;21;10;34;41;13;37;19;9;37;36;22
2020-04-07 09:45:00;0;42;33;10;32;49;18;54;27;7;50;32;25
2020-04-07 10:00:00;0;35;21;2;30;50;18;42;28;6;45;34;20
2020-04-07 10:15:00;0;36;27;5;25;42;13;41;38;16;43;35;19
2020-04-07 10:30:00;0;43;32;11;27;47;20;53;31;8;42;33;28
2020-04-07 10:45:00;0;47;36;8;30;34;17;43;24;7;47;32;29
2020-04-07 11:00:00;0;41;27;6;34;45;19;49;18;16;40;32;25
