DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-07-09 00:00:00;10;5;1;0;0;6;13;6
2020-07-09 00:15:00;6;2;4;1;3;7;11;5
2020-07-09 00:30:00;7;9;3;0;0;6;14;10
2020-07-09 00:45:00;9;6;3;1;1;4;11;6
2020-07-09 01:00:00;6;6;2;2;0;7;11;8
2020-07-09 01:15:00;3;3;1;1;0;3;13;5
2020-07-09 01:30:00;11;5;0;0;0;1;4;3
2020-07-09 01:45:00;8;3;1;1;1;3;7;4
2020-07-09 02:00:00;5;4;1;0;0;1;5;2
2020-07-09 02:15:00;10;4;1;3;2;3;4;3
2020-07-09 02:30:00;6;6;3;0;0;1;5;2
2020-07-09 02:45:00;6;4;1;1;1;4;10;7
2020-07-09 03:00:00;6;1;0;1;1;2;9;6
2020-07-09 03:15:00;4;3;1;1;2;5;13;4
2020-07-09 03:30:00;8;6;2;1;1;3;5;5
2020-07-09 03:45:00;8;4;2;0;0;4;12;8
2020-07-09 04:00:00;10;8;3;0;3;1;10;6
2020-07-09 04:15:00;19;5;1;0;151;2;15;8
2020-07-09 04:30:00;15;9;4;5;173;9;11;6
2020-07-09 04:45:00;29;14;7;0;187;5;29;16
2020-07-09 05:00:00;27;22;10;2;142;11;37;27
2020-07-09 05:15:00;38;18;8;4;5;19;42;13
2020-07-09 05:30:00;60;40;18;5;4;23;53;21
2020-07-09 05:45:00;70;69;31;7;6;35;65;37
2020-07-09 06:00:00;68;44;22;7;13;45;67;50
2020-07-09 06:15:00;74;64;20;8;21;53;72;50
2020-07-09 06:30:00;98;102;28;11;178;84;84;57
2020-07-09 06:45:00;151;159;21;22;143;102;104;63
2020-07-09 07:00:00;114;125;31;12;67;86;108;86
2020-07-09 07:15:00;124;123;22;24;26;120;102;69
2020-07-09 07:30:00;134;146;35;18;21;98;90;71
2020-07-09 07:45:00;156;185;40;23;36;115;98;58
2020-07-09 08:00:00;127;156;28;23;27;104;97;74
2020-07-09 08:15:00;112;123;22;21;25;82;101;79
2020-07-09 08:30:00;115;122;29;19;26;88;87;59
2020-07-09 08:45:00;130;146;27;27;32;93;97;57
2020-07-09 09:00:00;116;113;25;22;27;78;106;71
2020-07-09 09:15:00;127;108;26;18;15;66;98;65
2020-07-09 09:30:00;97;104;17;15;17;70;101;73
2020-07-09 09:45:00;105;117;21;20;16;65;103;71
2020-07-09 10:00:00;108;124;20;14;20;70;114;71
2020-07-09 10:15:00;135;112;29;14;16;56;124;90
2020-07-09 10:30:00;126;109;35;14;22;71;122;86
2020-07-09 10:45:00;124;112;27;11;10;54;128;78
2020-07-09 11:00:00;111;106;32;10;19;59;128;85
2020-07-09 11:15:00;116;117;30;15;18;69;115;93
2020-07-09 11:30:00;133;118;28;14;11;60;119;88
2020-07-09 11:45:00;121;103;29;10;16;50;130;102
2020-07-09 12:00:00;114;117;36;18;17;53;138;92
2020-07-09 12:15:00;120;102;30;15;17;65;130;105
2020-07-09 12:30:00;122;111;39;18;23;59;132;87
2020-07-09 12:45:00;131;122;49;20;13;58;141;91
2020-07-09 13:00:00;114;115;41;11;17;58;129;83
2020-07-09 13:15:00;118;102;25;16;14;49;113;86
2020-07-09 13:30:00;115;107;44;12;15;60;143;94
2020-07-09 13:45:00;122;131;29;10;19;66;138;79
2020-07-09 14:00:00;119;122;27;15;19;59;134;102
2020-07-09 14:15:00;125;127;30;12;19;77;134;99
2020-07-09 14:30:00;127;119;44;16;17;62;130;92
2020-07-09 14:45:00;147;129;42;14;21;71;137;97
2020-07-09 15:00:00;153;124;41;12;10;57;148;101
2020-07-09 15:15:00;137;125;47;12;10;69;138;107
2020-07-09 15:30:00;147;120;50;20;21;85;152;86
2020-07-09 15:45:00;139;140;52;20;19;96;147;108
2020-07-09 16:00:00;160;133;74;18;19;79;173;115
2020-07-09 16:15:00;146;125;68;14;15;85;179;115
2020-07-09 16:30:00;132;116;58;13;13;85;172;123
