DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-11-01 00:00:00;5;21;17;13;9;0;0;0;0;0;0;0
2019-11-01 00:15:00;4;24;26;10;6;0;0;0;0;0;0;0
2019-11-01 00:30:00;4;15;11;8;6;0;0;0;0;0;0;0
2019-11-01 00:45:00;3;6;4;11;6;0;0;0;0;0;0;0
2019-11-01 01:00:00;5;9;11;19;9;0;0;0;0;0;0;0
2019-11-01 01:15:00;1;15;9;9;6;0;0;0;0;0;0;0
2019-11-01 01:30:00;3;17;13;9;6;0;0;0;0;0;0;0
2019-11-01 01:45:00;2;17;9;7;5;0;0;0;0;0;0;0
2019-11-01 02:00:00;4;8;9;11;6;0;0;0;0;0;0;0
2019-11-01 02:15:00;1;8;13;5;8;0;0;0;0;0;0;0
2019-11-01 02:30:00;3;7;9;11;2;0;0;0;0;0;0;0
2019-11-01 02:45:00;2;3;6;9;8;0;0;0;0;0;0;0
2019-11-01 03:00:00;1;11;5;5;4;0;0;0;0;0;0;0
2019-11-01 03:15:00;2;8;11;5;2;0;0;0;0;0;0;0
2019-11-01 03:30:00;2;6;6;10;6;0;0;0;0;0;0;0
2019-11-01 03:45:00;2;7;8;3;4;0;0;0;0;0;0;0
2019-11-01 04:00:00;2;12;11;10;6;0;0;0;0;0;0;0
2019-11-01 04:15:00;1;11;9;9;2;0;0;0;0;0;0;0
2019-11-01 04:30:00;3;5;9;5;5;0;0;0;0;0;0;0
2019-11-01 04:45:00;1;4;5;3;3;0;0;0;0;0;0;0
2019-11-01 05:00:00;3;6;7;2;1;0;0;0;0;0;0;0
2019-11-01 05:15:00;0;9;7;7;3;0;0;0;0;0;0;0
2019-11-01 05:30:00;5;9;6;10;5;0;0;0;0;0;0;0
2019-11-01 05:45:00;1;12;13;9;8;0;0;0;0;0;0;0
2019-11-01 06:00:00;0;16;10;10;6;0;0;0;0;0;0;0
2019-11-01 06:15:00;2;9;13;19;9;0;0;0;0;0;0;0
2019-11-01 06:30:00;1;8;5;9;8;0;0;0;0;0;0;0
2019-11-01 06:45:00;1;12;8;8;6;0;0;0;0;0;0;0
2019-11-01 07:00:00;3;14;13;10;7;0;0;0;0;0;0;0
2019-11-01 07:15:00;6;12;8;6;0;0;0;0;0;0;0;0
2019-11-01 07:30:00;6;18;25;20;5;0;0;0;0;0;0;0
2019-11-01 07:45:00;3;14;10;9;5;0;0;0;0;0;0;0
2019-11-01 08:00:00;14;25;13;9;2;0;0;0;0;0;0;0
2019-11-01 08:15:00;8;21;16;12;7;0;0;0;0;0;0;0
2019-11-01 08:30:00;6;31;18;22;8;0;0;0;0;0;0;0
2019-11-01 08:45:00;7;24;32;11;7;0;0;0;0;0;0;0
2019-11-01 09:00:00;9;36;33;16;18;2;3;0;0;0;1;14
2019-11-01 09:15:00;15;30;39;24;16;1;2;0;0;7;2;0
2019-11-01 09:30:00;7;33;18;28;15;1;1;0;0;3;0;0
2019-11-01 09:45:00;9;39;24;20;16;0;0;0;0;0;0;2
2019-11-01 10:00:00;24;38;31;27;17;0;2;0;0;0;0;1
2019-11-01 10:15:00;10;29;40;29;13;3;2;0;0;2;0;0
2019-11-01 10:30:00;21;42;30;31;24;0;5;0;0;0;0;0
2019-11-01 10:45:00;13;42;56;24;30;0;3;0;0;9;0;0
2019-11-01 11:00:00;11;37;69;41;30;0;1;0;0;5;0;0
