DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-05-12 00:00:00;0;4;6;5;4;0;0
2020-05-12 00:15:00;0;6;6;6;4;3;3
2020-05-12 00:30:00;0;6;9;8;4;0;0
2020-05-12 00:45:00;0;2;3;7;7;0;0
2020-05-12 01:00:00;0;8;5;2;3;0;0
2020-05-12 01:15:00;0;5;1;5;3;0;0
2020-05-12 01:30:00;0;4;1;4;3;0;0
2020-05-12 01:45:00;0;4;1;3;3;0;0
2020-05-12 02:00:00;0;2;3;3;4;0;0
2020-05-12 02:15:00;0;5;0;2;2;0;0
2020-05-12 02:30:00;0;3;2;2;0;0;0
2020-05-12 02:45:00;0;4;0;5;2;0;0
2020-05-12 03:00:00;0;4;2;7;3;0;0
2020-05-12 03:15:00;0;2;0;9;4;0;0
2020-05-12 03:30:00;0;4;0;4;1;0;0
2020-05-12 03:45:00;0;5;0;6;3;0;0
2020-05-12 04:00:00;0;5;1;9;8;0;0
2020-05-12 04:15:00;0;9;5;19;3;0;0
2020-05-12 04:30:00;0;8;6;9;7;0;0
2020-05-12 04:45:00;0;18;7;15;4;0;0
2020-05-12 05:00:00;0;34;18;43;19;0;0
2020-05-12 05:15:00;0;72;59;54;47;0;0
2020-05-12 05:30:00;0;56;50;45;21;2;2
2020-05-12 05:45:00;4;48;47;28;27;2;2
2020-05-12 06:00:00;2;43;34;34;31;3;4
2020-05-12 06:15:00;6;71;75;36;37;4;4
2020-05-12 06:30:00;0;99;98;58;46;6;6
2020-05-12 06:45:00;4;85;104;63;54;2;2
2020-05-12 07:00:00;5;111;90;52;46;6;6
2020-05-12 07:15:00;18;119;131;67;68;6;6
2020-05-12 07:30:00;2;132;145;60;64;5;5
2020-05-12 07:45:00;9;105;124;90;74;5;5
2020-05-12 08:00:00;4;88;3;85;66;4;4
2020-05-12 08:15:00;9;87;58;75;64;4;3
2020-05-12 08:30:00;6;88;82;76;82;4;5
2020-05-12 08:45:00;5;66;83;104;81;3;3
2020-05-12 09:00:00;28;72;102;75;78;4;4
2020-05-12 09:15:00;36;87;74;90;59;2;2
2020-05-12 09:30:00;17;100;88;91;72;5;5
2020-05-12 09:45:00;7;92;86;106;89;3;3
2020-05-12 10:00:00;3;98;84;98;71;3;3
2020-05-12 10:15:00;7;88;91;102;92;4;3
2020-05-12 10:30:00;8;78;48;77;68;4;4
2020-05-12 10:45:00;8;104;24;116;105;3;3
2020-05-12 11:00:00;10;96;36;110;75;4;4
2020-05-12 11:15:00;3;79;58;106;94;2;2
2020-05-12 11:30:00;10;99;87;89;132;7;7
2020-05-12 11:45:00;16;85;97;120;131;3;3
2020-05-12 12:00:00;9;78;88;96;120;3;3
2020-05-12 12:15:00;11;102;86;113;129;2;2
2020-05-12 12:30:00;29;97;107;100;107;5;5
2020-05-12 12:45:00;14;94;89;117;105;3;3
2020-05-12 13:00:00;9;89;88;92;100;3;3
2020-05-12 13:15:00;5;116;113;104;93;9;9
2020-05-12 13:30:00;3;110;105;93;106;6;6
2020-05-12 13:45:00;4;110;110;126;134;2;2
2020-05-12 14:00:00;0;87;94;111;102;4;3
2020-05-12 14:15:00;12;105;107;111;123;4;5
2020-05-12 14:30:00;31;100;91;117;138;8;8
2020-05-12 14:45:00;16;107;100;119;110;2;2
2020-05-12 15:00:00;30;82;95;102;123;4;4
2020-05-12 15:15:00;14;110;100;117;125;2;2
2020-05-12 15:30:00;8;92;74;123;124;5;5
2020-05-12 15:45:00;38;106;102;111;144;4;4
2020-05-12 16:00:00;11;92;86;119;117;4;4
2020-05-12 16:15:00;22;122;105;128;152;2;2
2020-05-12 16:30:00;10;96;99;133;140;6;6
2020-05-12 16:45:00;28;108;104;127;143;4;4
2020-05-12 17:00:00;34;124;101;125;135;3;3
2020-05-12 17:15:00;9;96;87;123;119;3;3
2020-05-12 17:30:00;8;105;105;130;139;5;6
2020-05-12 17:45:00;22;101;99;127;122;3;3
2020-05-12 18:00:00;5;105;98;112;131;2;2
2020-05-12 18:15:00;79;75;77;107;108;4;4
2020-05-12 18:30:00;9;81;73;108;111;6;6
2020-05-12 18:45:00;9;73;75;93;101;4;4
2020-05-12 19:00:00;27;79;69;104;87;3;3
2020-05-12 19:15:00;4;59;48;83;74;4;4
2020-05-12 19:30:00;12;55;57;58;52;4;4
2020-05-12 19:45:00;1;57;63;54;50;2;2
2020-05-12 20:00:00;2;51;52;53;46;3;3
2020-05-12 20:15:00;0;55;48;56;37;2;2
2020-05-12 20:30:00;3;34;29;49;42;3;3
2020-05-12 20:45:00;3;38;35;40;33;1;1
2020-05-12 21:00:00;0;41;35;30;32;3;3
2020-05-12 21:15:00;0;47;47;62;51;1;1
2020-05-12 21:30:00;0;33;39;35;33;1;1
2020-05-12 21:45:00;1;19;24;26;23;2;2
2020-05-12 22:00:00;0;23;21;34;26;2;2
2020-05-12 22:15:00;5;17;24;32;21;2;2
2020-05-12 22:30:00;0;13;17;22;13;1;1
2020-05-12 22:45:00;0;10;11;21;14;0;0
2020-05-12 23:00:00;0;16;7;12;11;2;2
2020-05-12 23:15:00;0;12;2;20;6;0;0
2020-05-12 23:30:00;3;11;7;15;6;1;1
