DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-06-05 00:00:00;9;7;6;6;0;0
2020-06-05 00:15:00;6;8;12;12;0;0
2020-06-05 00:30:00;8;6;10;7;0;0
2020-06-05 00:45:00;4;2;6;7;0;0
2020-06-05 01:00:00;6;8;9;6;0;0
2020-06-05 01:15:00;8;6;11;8;0;0
2020-06-05 01:30:00;10;6;9;6;0;0
2020-06-05 01:45:00;9;7;8;6;0;0
2020-06-05 02:00:00;5;3;6;3;0;0
2020-06-05 02:15:00;4;4;5;5;0;0
2020-06-05 02:30:00;5;3;7;4;0;0
2020-06-05 02:45:00;4;1;8;5;0;0
2020-06-05 03:00:00;5;3;5;5;0;0
2020-06-05 03:15:00;8;2;8;4;0;0
2020-06-05 03:30:00;2;0;4;2;0;0
2020-06-05 03:45:00;14;9;12;9;0;0
2020-06-05 04:00:00;7;7;10;8;0;0
2020-06-05 04:15:00;11;11;10;6;0;0
2020-06-05 04:30:00;15;10;21;9;0;0
2020-06-05 04:45:00;23;16;46;18;0;0
2020-06-05 05:00:00;36;18;89;67;0;0
2020-06-05 05:15:00;42;26;141;126;0;0
2020-06-05 05:30:00;59;60;145;135;0;0
2020-06-05 05:45:00;108;116;105;92;0;0
2020-06-05 06:00:00;120;142;80;77;2;0
2020-06-05 06:15:00;81;84;99;76;0;0
2020-06-05 06:30:00;73;89;112;126;1;0
2020-06-05 06:45:00;61;79;106;115;3;0
2020-06-05 07:00:00;69;74;109;105;1;0
2020-06-05 07:15:00;77;66;93;98;1;0
2020-06-05 07:30:00;71;68;97;106;8;0
2020-06-05 07:45:00;78;57;99;91;5;0
2020-06-05 08:00:00;75;76;80;68;1;0
2020-06-05 08:15:00;79;71;81;69;9;0
2020-06-05 08:30:00;72;71;82;76;15;0
2020-06-05 08:45:00;76;87;98;95;10;0
2020-06-05 09:00:00;74;84;80;74;2;0
2020-06-05 09:15:00;72;77;90;93;12;0
2020-06-05 09:30:00;84;82;80;77;7;0
2020-06-05 09:45:00;75;93;103;79;6;1
2020-06-05 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 10:15:00;101;84;89;78;7;0
2020-06-05 10:30:00;106;108;104;85;17;0
2020-06-05 10:45:00;112;111;95;83;7;0
2020-06-05 11:00:00;107;103;96;78;8;0
2020-06-05 11:15:00;94;124;101;71;9;0
2020-06-05 11:45:00;111;113;110;92;6;0
2020-06-05 12:00:00;138;157;102;88;4;0
2020-06-05 12:15:00;115;150;92;85;8;0
2020-06-05 12:30:00;117;144;131;103;41;0
2020-06-05 12:45:00;122;142;88;74;4;1
2020-06-05 13:00:00;120;150;104;94;9;0
2020-06-05 13:15:00;134;135;141;138;12;0
2020-06-05 13:30:00;110;126;155;142;19;0
2020-06-05 13:45:00;123;158;139;141;5;0
2020-06-05 14:00:00;140;173;133;112;10;0
2020-06-05 14:15:00;184;234;122;120;14;7
2020-06-05 14:30:00;170;211;102;97;7;0
2020-06-05 14:45:00;184;213;132;113;14;0
2020-06-05 15:00:00;123;152;97;89;4;0
2020-06-05 15:15:00;192;194;142;107;34;0
2020-06-05 15:30:00;123;156;111;102;10;0
2020-06-05 15:45:00;137;168;96;92;16;6
2020-06-05 16:00:00;151;168;111;108;13;0
2020-06-05 16:15:00;130;168;120;105;4;2
2020-06-05 16:30:00;147;161;112;94;24;0
2020-06-05 16:45:00;134;139;114;113;33;0
2020-06-05 17:00:00;126;134;114;101;11;7
2020-06-05 17:15:00;108;127;100;73;3;0
2020-06-05 17:30:00;115;94;101;83;13;2
2020-06-05 17:45:00;123;110;93;78;8;0
2020-06-05 18:00:00;98;119;107;92;2;0
2020-06-05 18:15:00;81;82;76;59;5;0
2020-06-05 18:30:00;104;89;74;64;7;0
2020-06-05 18:45:00;97;94;84;59;9;0
2020-06-05 19:00:00;89;73;88;59;9;0
2020-06-05 19:15:00;89;69;64;47;1;2
2020-06-05 19:30:00;62;55;61;52;9;4
2020-06-05 19:45:00;65;51;46;42;11;0
2020-06-05 20:00:00;55;66;58;51;20;0
2020-06-05 20:15:00;50;48;41;37;10;0
2020-06-05 20:30:00;41;32;63;50;5;0
2020-06-05 20:45:00;51;52;82;47;2;0
2020-06-05 21:00:00;33;35;105;97;3;0
2020-06-05 21:15:00;39;34;93;101;0;0
2020-06-05 21:30:00;47;56;69;65;0;0
2020-06-05 21:45:00;95;93;38;33;0;0
2020-06-05 22:00:00;102;128;37;28;2;0
2020-06-05 22:15:00;59;48;35;27;1;0
2020-06-05 22:30:00;36;29;35;25;28;0
2020-06-05 22:45:00;35;19;28;5;0;0
2020-06-05 23:00:00;28;24;27;20;0;0
2020-06-05 23:15:00;26;14;22;16;0;0
2020-06-05 23:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
