DATUM;1(TAFGA);2(TAFBA)
2019-10-07 00:00:00;0;0
2019-10-07 00:15:00;0;0
2019-10-07 00:30:00;0;0
2019-10-07 00:45:00;0;0
2019-10-07 01:00:00;0;0
2019-10-07 01:15:00;0;0
2019-10-07 01:30:00;0;0
2019-10-07 01:45:00;0;0
2019-10-07 02:00:00;0;0
2019-10-07 02:15:00;0;0
2019-10-07 02:30:00;0;0
2019-10-07 02:45:00;0;0
2019-10-07 03:00:00;0;0
2019-10-07 03:15:00;0;0
2019-10-07 03:30:00;0;0
2019-10-07 03:45:00;0;0
2019-10-07 04:00:00;0;0
2019-10-07 04:15:00;0;0
2019-10-07 04:30:00;0;0
2019-10-07 04:45:00;0;0
2019-10-07 05:00:00;0;0
2019-10-07 05:15:00;0;0
2019-10-07 05:30:00;0;0
2019-10-07 05:45:00;0;0
2019-10-07 06:00:00;0;0
2019-10-07 06:15:00;0;0
2019-10-07 06:30:00;0;0
2019-10-07 06:45:00;17;2
2019-10-07 07:00:00;32;0
2019-10-07 07:15:00;149;1
2019-10-07 07:30:00;197;24
2019-10-07 07:45:00;30;0
2019-10-07 08:00:00;27;1
2019-10-07 08:15:00;9;8
2019-10-07 08:30:00;14;0
2019-10-07 08:45:00;33;9
2019-10-07 09:00:00;7;0
2019-10-07 09:15:00;5;0
2019-10-07 09:30:00;0;0
2019-10-07 09:45:00;0;0
2019-10-07 10:00:00;0;0
2019-10-07 10:15:00;18;0
2019-10-07 10:30:00;11;0
2019-10-07 10:45:00;20;0
2019-10-07 11:00:00;11;0
2019-10-07 11:15:00;0;0
2019-10-07 11:30:00;18;0
2019-10-07 11:45:00;4;0
2019-10-07 12:00:00;17;12
2019-10-07 12:15:00;5;0
2019-10-07 12:30:00;2;0
2019-10-07 12:45:00;4;0
2019-10-07 13:00:00;93;0
2019-10-07 13:15:00;146;55
2019-10-07 13:30:00;17;2
2019-10-07 13:45:00;57;0
2019-10-07 14:00:00;54;6
2019-10-07 14:15:00;45;4
2019-10-07 14:30:00;57;2
2019-10-07 14:45:00;13;0
2019-10-07 15:00:00;46;0
2019-10-07 15:15:00;117;0
2019-10-07 15:30:00;56;2
2019-10-07 15:45:00;48;0
2019-10-07 16:00:00;40;0
2019-10-07 16:15:00;229;21
2019-10-07 16:30:00;28;0
2019-10-07 16:45:00;64;0
2019-10-07 17:00:00;13;0
2019-10-07 17:15:00;30;13
2019-10-07 17:30:00;59;0
2019-10-07 17:45:00;32;0
2019-10-07 18:00:00;21;2
2019-10-07 18:15:00;16;4
2019-10-07 18:30:00;8;0
2019-10-07 18:45:00;4;0
2019-10-07 19:00:00;13;0
2019-10-07 19:15:00;6;0
2019-10-07 19:30:00;5;3
2019-10-07 19:45:00;0;0
2019-10-07 20:00:00;1;0
2019-10-07 20:15:00;0;0
2019-10-07 20:30:00;0;0
2019-10-07 20:45:00;0;0
2019-10-07 21:00:00;0;0
2019-10-07 21:15:00;0;0
2019-10-07 21:30:00;1;0
2019-10-07 21:45:00;0;0
2019-10-07 22:00:00;0;0
2019-10-07 22:15:00;0;0
2019-10-07 22:30:00;0;0
2019-10-07 22:45:00;0;0
2019-10-07 23:00:00;0;0
2019-10-07 23:15:00;0;0
2019-10-07 23:30:00;0;0
2019-10-07 23:45:00;0;0
