DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-04-06 00:00:00;3;2;2;3;2;1;2;4;4;0;0;0;0;0;0;0;0
2020-04-06 00:15:00;1;2;1;1;1;0;2;1;2;0;0;0;0;0;0;0;0
2020-04-06 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 00:45:00;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-04-06 01:00:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-04-06 01:15:00;2;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-06 01:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-06 01:45:00;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0
2020-04-06 02:00:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-04-06 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 02:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-06 02:45:00;0;0;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0
2020-04-06 03:00:00;1;3;0;0;0;0;2;2;2;1;1;0;0;0;0;0;0
2020-04-06 03:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 03:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-06 03:45:00;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 04:15:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-06 04:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
