DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-01-11 00:00:00;18;0;1;10;0;10;1;0;0
2020-01-11 00:15:00;17;2;0;7;0;13;1;0;0
2020-01-11 00:30:00;13;0;1;12;0;12;1;0;0
2020-01-11 00:45:00;20;2;0;17;0;13;1;0;0
2020-01-11 01:00:00;14;1;0;6;0;12;0;0;0
2020-01-11 01:15:00;12;0;1;5;0;14;1;0;0
2020-01-11 01:30:00;16;0;0;6;0;12;1;0;0
2020-01-11 01:45:00;14;1;0;9;0;14;1;0;0
2020-01-11 02:00:00;6;1;0;3;0;12;1;0;0
2020-01-11 02:15:00;8;0;0;6;0;14;0;0;0
2020-01-11 02:30:00;7;1;0;3;0;12;1;0;0
2020-01-11 02:45:00;6;1;0;8;0;13;1;0;0
2020-01-11 03:00:00;5;0;0;1;0;12;1;0;0
2020-01-11 03:15:00;4;0;0;4;0;14;1;0;0
2020-01-11 03:30:00;8;2;0;4;0;12;0;0;0
2020-01-11 03:45:00;2;0;0;4;0;14;1;0;0
2020-01-11 04:00:00;7;2;0;2;0;12;1;0;0
2020-01-11 04:15:00;7;0;0;6;0;12;1;0;0
2020-01-11 04:30:00;8;1;1;4;0;12;1;0;0
2020-01-11 04:45:00;10;5;1;9;0;14;0;0;0
2020-01-11 05:00:00;10;2;1;11;0;9;1;0;0
2020-01-11 05:15:00;17;3;0;15;0;11;1;0;0
2020-01-11 05:30:00;15;4;2;28;0;9;0;0;0
2020-01-11 05:45:00;20;6;0;38;0;14;1;0;0
2020-01-11 06:00:00;25;3;0;26;0;12;1;0;0
2020-01-11 06:15:00;15;6;0;17;0;13;1;0;0
2020-01-11 06:30:00;27;4;0;20;0;12;0;0;0
2020-01-11 06:45:00;20;5;1;19;0;14;1;0;0
2020-01-11 07:00:00;10;3;1;23;0;12;1;0;0
2020-01-11 07:15:00;11;1;2;27;0;13;1;0;0
2020-01-11 07:30:00;21;5;0;36;0;13;0;0;0
2020-01-11 07:45:00;26;8;5;40;0;13;1;0;0
2020-01-11 08:00:00;17;2;4;50;0;13;1;0;0
2020-01-11 08:15:00;24;6;3;47;0;13;0;0;0
2020-01-11 08:30:00;26;1;2;49;0;9;1;0;0
2020-01-11 08:45:00;38;4;1;70;0;10;1;0;0
2020-01-11 09:00:00;42;2;6;73;0;10;0;0;0
2020-01-11 09:15:00;46;5;10;87;0;10;1;0;0
2020-01-11 09:30:00;44;11;8;87;0;10;1;0;0
2020-01-11 09:45:00;59;9;9;96;2;10;0;0;0
2020-01-11 10:00:00;59;10;14;95;0;10;1;0;0
2020-01-11 10:15:00;66;9;15;107;2;10;0;0;0
2020-01-11 10:30:00;67;14;12;98;0;10;1;0;0
2020-01-11 10:45:00;86;13;16;109;4;10;1;0;0
2020-01-11 11:00:00;84;12;13;106;11;10;0;0;0
2020-01-11 11:15:00;87;11;15;93;0;10;1;0;0
2020-01-11 11:30:00;73;10;20;116;0;10;1;0;0
2020-01-11 11:45:00;98;9;18;96;0;10;0;0;0
2020-01-11 12:00:00;99;6;11;87;12;10;1;0;0
2020-01-11 12:15:00;93;8;14;100;4;10;0;0;0
2020-01-11 12:30:00;91;7;23;102;1;10;1;0;0
2020-01-11 12:45:00;94;5;13;87;14;10;1;0;0
2020-01-11 13:00:00;94;9;18;87;2;10;0;0;0
2020-01-11 13:15:00;94;11;17;86;0;10;1;0;0
2020-01-11 13:30:00;94;17;15;102;2;10;1;0;0
2020-01-11 13:45:00;91;10;11;120;0;10;0;0;0
2020-01-11 14:00:00;118;8;9;108;0;10;1;0;0
2020-01-11 14:15:00;82;12;12;122;0;10;0;0;0
2020-01-11 14:30:00;102;16;12;116;12;10;1;0;0
2020-01-11 14:45:00;94;27;7;111;0;10;1;0;0
2020-01-11 15:00:00;81;14;7;102;1;10;0;0;0
2020-01-11 15:15:00;101;13;9;75;0;10;1;0;0
2020-01-11 15:30:00;89;16;14;119;4;10;1;0;0
2020-01-11 15:45:00;87;18;12;97;13;10;0;0;0
2020-01-11 16:00:00;97;13;17;92;2;10;1;0;0
2020-01-11 16:15:00;81;12;12;87;0;10;0;0;0
2020-01-11 16:30:00;69;11;12;79;1;10;1;0;0
2020-01-11 16:45:00;78;15;14;86;0;10;1;0;0
2020-01-11 17:00:00;72;8;14;85;0;10;0;0;0
2020-01-11 17:15:00;80;8;9;68;4;10;1;0;0
2020-01-11 17:30:00;94;5;14;80;0;10;1;0;0
2020-01-11 17:45:00;90;9;12;82;8;10;0;0;0
2020-01-11 18:00:00;71;3;3;68;6;9;1;0;0
2020-01-11 18:15:00;88;9;8;69;0;11;0;0;0
2020-01-11 18:30:00;62;9;3;57;0;9;1;0;0
2020-01-11 18:45:00;81;5;5;77;0;11;1;0;0
2020-01-11 19:00:00;66;9;2;79;0;9;0;0;0
2020-01-11 19:15:00;65;4;8;87;0;11;1;0;0
2020-01-11 19:30:00;54;5;1;58;0;9;0;0;0
2020-01-11 19:45:00;62;8;0;60;0;11;1;0;0
2020-01-11 20:00:00;59;9;4;57;0;11;1;0;0
2020-01-11 20:15:00;48;9;1;53;0;14;1;0;0
2020-01-11 20:30:00;35;4;1;42;0;12;0;0;0
2020-01-11 20:45:00;41;2;0;51;0;13;1;0;0
2020-01-11 21:00:00;40;5;0;39;0;12;1;0;0
2020-01-11 21:15:00;39;1;0;31;0;14;1;0;0
2020-01-11 21:30:00;31;3;0;29;0;12;1;0;0
2020-01-11 21:45:00;37;3;0;41;0;14;0;0;0
2020-01-11 22:00:00;43;4;1;26;0;12;1;0;0
2020-01-11 22:15:00;51;3;1;26;0;13;1;0;0
2020-01-11 22:30:00;35;9;2;28;0;12;1;0;0
2020-01-11 22:45:00;46;5;2;29;0;14;1;0;0
2020-01-11 23:00:00;25;3;0;22;0;12;0;0;0
2020-01-11 23:15:00;28;2;0;21;0;14;1;0;0
2020-01-11 23:30:00;20;2;0;17;0;12;1;0;0
2020-01-11 23:45:00;34;3;0;13;0;14;1;0;0
