DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-01-02 00:00:00;1;2;2;2;7;4;0
2020-01-02 00:15:00;2;1;0;1;5;3;0
2020-01-02 00:30:00;7;3;0;2;4;2;0
2020-01-02 00:45:00;4;3;2;0;4;0;0
2020-01-02 01:00:00;1;0;0;1;6;2;0
2020-01-02 01:15:00;7;6;5;1;2;2;0
2020-01-02 01:30:00;2;3;2;0;4;3;0
2020-01-02 01:45:00;3;2;0;0;5;4;0
2020-01-02 02:00:00;3;3;2;1;6;0;0
2020-01-02 02:15:00;3;4;2;1;4;3;0
2020-01-02 02:30:00;2;2;2;0;6;8;0
2020-01-02 02:45:00;3;5;2;0;4;2;0
2020-01-02 03:00:00;4;4;3;1;3;2;0
2020-01-02 03:15:00;6;5;4;2;4;1;0
2020-01-02 03:30:00;1;3;3;1;2;1;0
2020-01-02 03:45:00;5;6;3;0;6;2;0
2020-01-02 04:00:00;4;2;1;0;2;0;0
2020-01-02 04:15:00;1;2;2;0;1;0;0
2020-01-02 04:30:00;2;4;3;2;6;0;0
2020-01-02 04:45:00;10;8;3;0;8;3;0
2020-01-02 05:00:00;6;6;5;6;8;5;0
2020-01-02 05:15:00;17;9;6;7;13;3;0
2020-01-02 05:30:00;15;7;5;2;15;9;0
2020-01-02 05:45:00;22;14;12;3;21;4;0
2020-01-02 06:00:00;21;14;12;6;18;1;0
2020-01-02 06:15:00;28;21;17;9;32;12;0
2020-01-02 06:30:00;24;25;21;4;30;6;0
2020-01-02 06:45:00;32;25;26;8;53;17;0
2020-01-02 07:00:00;32;23;19;7;22;11;0
2020-01-02 07:15:00;30;18;17;13;51;17;0
2020-01-02 07:30:00;46;25;23;13;39;4;0
2020-01-02 07:45:00;47;37;33;26;41;13;1
2020-01-02 08:00:00;42;34;35;24;39;11;0
2020-01-02 08:15:00;37;17;15;18;36;12;1
2020-01-02 08:30:00;39;30;28;19;41;9;0
2020-01-02 08:45:00;42;34;27;13;45;22;0
2020-01-02 09:00:00;50;34;30;17;38;22;0
2020-01-02 09:15:00;51;38;35;22;49;21;3
2020-01-02 09:30:00;63;35;32;21;47;21;0
2020-01-02 09:45:00;61;34;28;20;36;19;0
2020-01-02 10:00:00;75;46;40;22;78;33;0
2020-01-02 10:15:00;68;39;33;30;67;40;0
2020-01-02 10:30:00;63;33;28;29;50;28;3
2020-01-02 10:45:00;56;37;38;26;65;49;0
2020-01-02 11:00:00;70;42;37;28;65;21;0
2020-01-02 11:15:00;71;39;39;29;71;30;0
2020-01-02 11:30:00;80;42;37;32;79;31;0
2020-01-02 11:45:00;72;49;46;19;67;40;0
2020-01-02 12:00:00;78;38;34;33;74;50;0
2020-01-02 12:15:00;67;37;34;23;72;43;0
2020-01-02 12:30:00;86;60;47;44;84;32;0
2020-01-02 12:45:00;79;44;39;20;58;27;0
2020-01-02 13:00:00;76;45;36;29;68;40;0
2020-01-02 13:15:00;76;35;31;26;73;35;0
2020-01-02 13:30:00;77;47;43;15;74;38;2
2020-01-02 13:45:00;75;52;41;33;74;49;2
2020-01-02 14:00:00;77;53;42;24;82;37;0
2020-01-02 14:15:00;83;46;39;38;84;54;2
2020-01-02 14:30:00;88;44;42;31;74;44;1
2020-01-02 14:45:00;91;51;43;22;85;34;0
2020-01-02 15:00:00;86;45;40;25;73;45;0
2020-01-02 15:15:00;80;45;41;25;101;52;0
2020-01-02 15:30:00;80;45;39;40;83;46;3
2020-01-02 15:45:00;68;48;40;32;75;47;0
2020-01-02 16:00:00;61;39;37;38;79;51;1
2020-01-02 16:15:00;69;40;40;28;79;48;0
2020-01-02 16:30:00;79;44;37;156;78;30;1
2020-01-02 16:45:00;56;29;26;32;80;37;2
2020-01-02 17:00:00;75;30;28;50;93;27;0
2020-01-02 17:15:00;46;24;20;23;81;41;0
2020-01-02 17:30:00;51;40;35;17;75;47;0
2020-01-02 17:45:00;54;37;31;25;71;18;0
2020-01-02 18:00:00;42;22;18;13;62;25;0
2020-01-02 18:15:00;50;30;25;7;57;18;0
2020-01-02 18:30:00;30;16;16;18;53;30;0
2020-01-02 18:45:00;41;24;16;7;59;11;0
2020-01-02 19:00:00;38;28;20;7;51;17;0
2020-01-02 19:15:00;35;19;11;10;58;11;1
2020-01-02 19:30:00;23;11;10;10;36;7;0
2020-01-02 19:45:00;23;15;12;8;35;7;0
2020-01-02 20:00:00;19;11;10;9;34;11;0
2020-01-02 20:15:00;16;9;9;6;36;10;0
2020-01-02 20:30:00;18;8;4;6;31;7;0
2020-01-02 20:45:00;16;12;11;5;19;5;0
2020-01-02 21:00:00;12;9;8;5;19;9;0
2020-01-02 21:15:00;21;6;2;9;19;7;0
2020-01-02 21:30:00;15;5;3;4;18;5;0
2020-01-02 21:45:00;16;10;5;4;19;7;0
2020-01-02 22:00:00;4;3;2;7;17;8;0
2020-01-02 22:15:00;13;8;8;8;22;5;0
2020-01-02 22:30:00;12;4;1;1;20;4;0
2020-01-02 22:45:00;16;9;6;3;15;5;0
2020-01-02 23:00:00;9;4;2;4;20;6;0
2020-01-02 23:15:00;5;2;2;7;16;2;0
2020-01-02 23:30:00;7;5;4;1;14;5;0
2020-01-02 23:45:00;9;2;2;7;10;3;0
