DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-08-31 00:00:00;10;0;0;1;22;0;0;0;0;0;0;0;0
2020-08-31 00:15:00;14;0;0;0;26;0;0;0;0;0;0;0;0
2020-08-31 00:30:00;8;1;1;0;18;0;0;0;0;0;0;0;0
2020-08-31 00:45:00;7;0;0;0;9;0;0;0;0;0;0;0;0
2020-08-31 01:00:00;11;0;0;0;12;0;0;0;0;0;0;0;0
2020-08-31 01:15:00;3;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-31 01:30:00;3;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-31 01:45:00;13;0;0;0;8;1;0;0;0;0;0;0;0
2020-08-31 02:00:00;5;0;0;0;4;0;0;0;0;0;0;0;0
2020-08-31 02:15:00;8;0;0;0;3;0;0;0;0;0;0;0;0
2020-08-31 02:30:00;12;0;0;0;11;0;0;0;0;0;0;0;0
2020-08-31 02:45:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-31 03:00:00;5;1;0;0;10;0;0;0;0;0;0;0;0
2020-08-31 03:15:00;5;0;0;0;9;0;0;0;0;0;0;0;0
2020-08-31 03:30:00;6;0;0;0;3;2;0;0;0;0;0;0;0
2020-08-31 03:45:00;3;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-31 04:00:00;4;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-31 04:15:00;4;2;0;1;7;0;0;0;0;0;0;0;0
2020-08-31 04:30:00;15;0;0;0;10;0;0;0;0;0;0;0;0
2020-08-31 04:45:00;18;1;1;0;15;0;0;0;0;0;0;0;0
2020-08-31 05:00:00;22;0;0;0;22;0;0;0;0;0;0;0;0
2020-08-31 05:15:00;39;1;1;3;29;1;0;0;0;0;0;0;0
2020-08-31 05:30:00;60;0;0;3;37;0;0;0;0;0;0;0;0
2020-08-31 05:45:00;87;2;0;1;61;0;0;0;0;0;0;0;0
2020-08-31 06:00:00;76;1;3;3;68;1;0;0;0;0;0;0;0
2020-08-31 06:15:00;82;1;2;7;68;0;0;0;0;0;0;0;0
2020-08-31 06:30:00;99;3;1;2;99;0;0;17;0;0;0;0;0
