DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-01-10 00:00:00;4;1;2;2;0;0;0;0
2020-01-10 00:15:00;8;4;0;1;0;0;0;0
2020-01-10 00:30:00;4;3;0;0;0;0;0;0
2020-01-10 00:45:00;1;4;0;0;0;0;0;0
2020-01-10 01:00:00;3;5;0;0;0;0;0;0
2020-01-10 01:15:00;3;3;0;0;0;0;0;0
2020-01-10 01:30:00;5;7;4;1;0;0;0;0
2020-01-10 01:45:00;7;1;2;0;0;0;0;0
2020-01-10 02:00:00;1;3;0;0;0;0;0;0
2020-01-10 02:15:00;2;1;1;0;0;0;0;0
2020-01-10 02:30:00;3;3;0;0;0;0;0;0
2020-01-10 02:45:00;2;2;1;1;0;0;0;0
2020-01-10 03:00:00;3;1;0;0;0;0;0;0
2020-01-10 03:15:00;2;1;0;0;0;0;0;0
2020-01-10 03:30:00;2;2;2;2;0;0;0;0
2020-01-10 03:45:00;1;1;0;0;0;0;0;0
2020-01-10 04:00:00;3;2;1;2;0;0;0;0
2020-01-10 04:15:00;5;2;0;2;0;0;0;0
2020-01-10 04:30:00;8;1;0;0;0;0;0;0
2020-01-10 04:45:00;13;7;1;1;0;0;0;0
2020-01-10 05:00:00;10;13;1;1;0;0;0;0
2020-01-10 05:15:00;18;12;3;1;0;0;0;0
2020-01-10 05:30:00;22;12;3;1;0;0;0;0
2020-01-10 05:45:00;31;23;1;1;0;0;0;0
2020-01-10 06:00:00;34;27;1;2;0;0;0;0
2020-01-10 06:15:00;51;37;2;3;0;0;0;0
2020-01-10 06:30:00;75;33;3;3;0;0;0;0
2020-01-10 06:45:00;48;51;3;2;0;0;0;0
2020-01-10 07:00:00;69;43;4;4;0;0;0;0
2020-01-10 07:15:00;69;76;4;8;0;0;0;0
2020-01-10 07:30:00;93;85;4;3;0;0;1;11
2020-01-10 07:45:00;104;62;2;1;0;0;1;0
2020-01-10 08:00:00;88;62;1;2;0;0;0;16
2020-01-10 08:15:00;65;40;5;8;0;0;5;0
2020-01-10 08:30:00;43;42;3;2;0;0;0;0
2020-01-10 08:45:00;58;61;7;5;0;0;0;0
2020-01-10 09:00:00;35;42;2;2;0;0;0;0
2020-01-10 09:15:00;45;57;1;1;0;0;0;0
2020-01-10 09:30:00;52;51;3;0;0;0;0;0
2020-01-10 09:45:00;55;49;1;0;0;0;0;0
2020-01-10 10:00:00;42;41;1;2;0;0;3;0
2020-01-10 10:15:00;37;51;0;0;0;0;0;0
2020-01-10 10:30:00;56;40;0;0;0;0;2;0
2020-01-10 10:45:00;63;47;1;1;0;0;5;1
2020-01-10 11:00:00;51;48;1;1;0;0;2;0
2020-01-10 11:15:00;66;52;3;6;0;0;0;0
2020-01-10 11:30:00;66;51;3;2;0;0;0;0
2020-01-10 11:45:00;74;44;0;0;0;0;0;0
2020-01-10 12:00:00;106;60;2;3;0;0;1;0
2020-01-10 12:15:00;94;75;2;4;0;0;3;0
2020-01-10 12:30:00;68;62;3;2;0;0;4;0
2020-01-10 12:45:00;67;59;3;4;0;0;8;1
2020-01-10 13:00:00;106;88;6;3;0;0;0;0
2020-01-10 13:15:00;94;44;4;4;0;0;2;7
2020-01-10 13:30:00;65;67;2;1;0;0;0;0
2020-01-10 13:45:00;84;76;4;2;0;0;0;0
2020-01-10 14:00:00;71;66;4;8;0;0;2;1
2020-01-10 14:15:00;69;65;1;3;0;0;1;0
2020-01-10 14:30:00;64;72;3;3;0;0;0;0
2020-01-10 14:45:00;48;72;1;1;0;0;0;0
2020-01-10 15:00:00;66;54;2;1;0;0;9;0
2020-01-10 15:15:00;61;75;2;5;0;0;0;0
2020-01-10 15:30:00;70;69;2;1;0;0;0;0
2020-01-10 15:45:00;49;59;5;4;0;0;0;0
2020-01-10 16:00:00;75;73;3;3;0;0;1;11
2020-01-10 16:15:00;54;58;4;2;0;0;0;0
2020-01-10 16:30:00;56;66;4;4;0;0;0;0
2020-01-10 16:45:00;68;53;4;3;0;0;1;28
2020-01-10 17:00:00;70;66;3;2;0;0;0;0
2020-01-10 17:15:00;50;52;5;8;0;0;0;0
2020-01-10 17:30:00;59;54;3;4;0;0;1;0
2020-01-10 17:45:00;65;63;0;1;0;0;2;1
2020-01-10 18:00:00;40;48;2;2;0;0;1;0
2020-01-10 18:15:00;62;57;6;6;0;0;0;0
2020-01-10 18:30:00;52;37;0;0;0;0;0;0
2020-01-10 18:45:00;43;60;3;3;0;0;0;0
2020-01-10 19:00:00;44;22;0;0;0;0;1;0
2020-01-10 19:15:00;40;39;1;1;0;0;0;0
2020-01-10 19:30:00;42;37;0;0;0;0;0;0
2020-01-10 19:45:00;25;41;2;0;0;0;0;0
2020-01-10 20:00:00;34;33;2;0;0;0;0;0
2020-01-10 20:15:00;30;26;2;3;0;0;0;0
2020-01-10 20:30:00;21;15;0;0;0;0;0;0
2020-01-10 20:45:00;21;32;3;2;0;0;0;0
2020-01-10 21:00:00;17;23;1;1;0;0;0;0
2020-01-10 21:15:00;15;26;4;2;0;0;0;0
2020-01-10 21:30:00;26;17;0;0;0;0;0;0
2020-01-10 21:45:00;15;22;2;1;0;0;0;0
2020-01-10 22:00:00;19;16;4;3;0;0;0;0
2020-01-10 22:15:00;16;11;1;1;0;0;0;0
2020-01-10 22:30:00;14;11;2;1;0;0;0;0
2020-01-10 22:45:00;16;11;0;0;0;0;0;0
2020-01-10 23:00:00;21;11;3;1;0;0;0;0
2020-01-10 23:15:00;12;12;2;1;0;0;0;0
2020-01-10 23:30:00;12;13;3;1;0;0;0;0
2020-01-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
