DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-05-09 00:00:00;19;14;0;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 00:15:00;18;15;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 00:30:00;24;23;0;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 00:45:00;18;13;1;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:00:00;9;10;1;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:15:00;7;9;0;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:30:00;14;9;0;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:45:00;12;15;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:00:00;9;6;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:15:00;9;7;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:30:00;7;7;1;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:45:00;8;5;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:00:00;9;5;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:15:00;3;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:30:00;4;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:45:00;4;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:00:00;3;2;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:15:00;10;4;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:30:00;8;6;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:45:00;10;7;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 05:00:00;11;2;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 05:15:00;16;13;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 05:30:00;23;13;0;11;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 05:45:00;23;18;0;13;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
