DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-07-02 00:00:00;2;1;0;0;0;0;0;0;0;0;4
2020-07-02 00:15:00;4;0;0;0;0;0;0;0;0;0;3
2020-07-02 00:30:00;3;0;0;0;0;0;0;0;1;1;7
2020-07-02 00:45:00;3;0;0;0;0;0;0;0;0;1;8
2020-07-02 01:00:00;2;1;0;0;0;0;0;0;2;1;5
2020-07-02 01:15:00;4;0;0;0;0;2;0;2;0;0;1
2020-07-02 01:30:00;5;2;0;0;0;0;0;0;0;0;2
2020-07-02 01:45:00;4;2;0;0;0;0;0;0;0;0;1
2020-07-02 02:00:00;1;1;0;0;0;0;0;0;0;0;0
2020-07-02 02:15:00;4;1;0;0;0;0;0;1;0;0;1
2020-07-02 02:30:00;1;2;1;1;0;0;0;0;0;1;6
2020-07-02 02:45:00;3;0;0;0;0;0;0;0;0;2;7
2020-07-02 03:00:00;3;0;0;0;0;0;0;0;0;0;5
2020-07-02 03:15:00;4;1;0;0;0;0;0;0;0;1;7
2020-07-02 03:30:00;4;1;0;0;0;0;0;0;0;1;3
2020-07-02 03:45:00;2;2;1;1;0;0;0;0;0;0;4
2020-07-02 04:00:00;2;1;0;0;0;0;0;0;0;0;3
2020-07-02 04:15:00;4;1;0;0;0;0;0;0;0;0;7
2020-07-02 04:30:00;4;1;0;0;1;1;1;1;0;1;15
2020-07-02 04:45:00;9;5;5;5;0;0;0;0;0;4;18
2020-07-02 05:00:00;30;17;9;9;0;0;0;0;0;4;51
2020-07-02 05:15:00;57;50;35;36;3;4;4;3;3;16;103
2020-07-02 05:30:00;62;31;43;44;5;9;6;6;4;39;62
2020-07-02 05:45:00;104;36;75;77;13;5;14;4;17;76;65
2020-07-02 06:00:00;77;21;36;32;12;5;13;5;9;38;71
2020-07-02 06:15:00;45;10;47;47;4;4;5;4;3;23;33
2020-07-02 06:30:00;52;29;28;27;8;2;10;4;3;26;57
2020-07-02 06:45:00;58;20;42;41;7;5;8;2;4;28;41
2020-07-02 07:00:00;68;27;51;49;5;5;5;1;3;32;39
2020-07-02 07:15:00;62;23;23;23;8;3;10;5;4;20;31
2020-07-02 07:30:00;73;26;32;32;11;5;11;5;3;30;45
2020-07-02 07:45:00;61;18;22;22;8;5;11;4;7;33;46
2020-07-02 08:00:00;79;29;25;23;9;7;10;6;10;24;47
2020-07-02 08:15:00;44;13;18;18;9;2;9;2;7;20;44
2020-07-02 08:30:00;51;17;15;15;5;3;7;2;6;15;28
2020-07-02 08:45:00;44;15;7;7;6;5;7;4;6;12;37
2020-07-02 09:00:00;57;10;9;9;8;2;8;1;3;9;34
2020-07-02 09:15:00;66;8;5;6;6;4;6;3;6;3;27
2020-07-02 09:30:00;41;4;2;2;4;2;4;2;1;7;40
2020-07-02 09:45:00;69;6;4;4;5;3;5;3;7;3;33
2020-07-02 10:00:00;45;11;5;6;9;4;10;4;6;9;33
2020-07-02 10:15:00;31;11;10;9;13;2;12;2;12;7;39
2020-07-02 10:30:00;51;5;6;9;8;4;8;6;9;7;39
2020-07-02 10:45:00;53;8;9;8;9;6;9;6;3;7;42
2020-07-02 11:00:00;42;4;4;4;13;7;13;7;4;7;43
2020-07-02 11:15:00;37;3;3;3;14;3;15;3;4;7;40
2020-07-02 11:30:00;41;9;3;4;19;4;19;4;12;8;43
2020-07-02 11:45:00;45;6;6;6;14;3;14;2;10;11;43
2020-07-02 12:00:00;39;6;7;7;13;6;13;6;24;6;44
2020-07-02 12:15:00;48;9;7;7;25;7;26;7;12;7;51
2020-07-02 12:30:00;46;9;9;9;21;10;21;8;10;6;36
2020-07-02 12:45:00;38;9;2;2;17;8;18;9;14;3;54
2020-07-02 13:00:00;47;13;3;3;18;8;18;6;5;8;30
2020-07-02 13:15:00;52;19;9;9;12;9;17;9;16;7;54
2020-07-02 13:30:00;52;18;7;7;14;7;16;7;18;8;70
2020-07-02 13:45:00;89;23;8;8;40;28;41;29;55;10;87
2020-07-02 14:00:00;95;29;10;10;41;33;41;33;53;9;74
2020-07-02 14:15:00;151;37;10;10;33;34;34;32;37;4;73
2020-07-02 14:30:00;120;49;4;4;41;35;42;34;35;5;103
2020-07-02 14:45:00;63;13;3;3;42;28;43;27;40;4;60
2020-07-02 15:00:00;76;20;5;5;46;34;45;37;42;5;62
2020-07-02 15:15:00;79;15;6;7;49;28;53;31;46;7;64
2020-07-02 15:30:00;62;12;2;3;40;29;40;28;35;13;66
2020-07-02 15:45:00;61;12;7;6;34;20;35;21;28;11;73
2020-07-02 16:00:00;58;20;1;1;33;21;35;21;25;4;75
2020-07-02 16:15:00;60;14;4;4;37;23;37;23;31;7;73
2020-07-02 16:30:00;73;20;6;7;47;24;50;24;28;6;75
2020-07-02 16:45:00;73;19;3;2;35;20;37;21;32;4;63
2020-07-02 17:00:00;58;15;4;4;31;18;30;19;21;8;64
2020-07-02 17:15:00;55;18;3;3;31;18;30;18;21;2;62
2020-07-02 17:30:00;63;14;4;4;32;21;34;20;18;6;68
2020-07-02 17:45:00;45;21;2;2;22;12;20;11;20;4;46
2020-07-02 18:00:00;39;10;3;3;25;16;23;16;13;2;43
2020-07-02 18:15:00;39;11;2;2;20;11;20;8;11;4;65
2020-07-02 18:30:00;46;6;1;1;15;10;17;10;7;5;39
2020-07-02 18:45:00;33;6;3;3;9;2;9;2;2;2;42
2020-07-02 19:00:00;26;7;0;0;12;5;13;6;10;2;44
2020-07-02 19:15:00;35;7;2;2;26;11;27;10;12;3;37
2020-07-02 19:30:00;27;5;2;2;17;5;17;4;9;1;38
2020-07-02 19:45:00;31;4;0;0;11;4;11;4;5;2;35
2020-07-02 20:00:00;17;2;0;0;3;1;3;1;1;3;47
2020-07-02 20:15:00;15;0;0;0;4;0;4;0;4;1;22
2020-07-02 20:30:00;23;0;4;5;4;0;4;0;0;1;22
2020-07-02 20:45:00;25;7;2;2;1;4;1;3;2;6;32
2020-07-02 21:00:00;44;20;8;8;3;3;3;1;5;5;62
2020-07-02 21:15:00;46;20;7;9;2;3;2;2;3;8;76
2020-07-02 21:30:00;56;21;6;7;7;1;7;1;5;1;42
2020-07-02 21:45:00;88;35;2;2;8;5;8;5;11;3;53
