DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-04-24 00:00:00;7;5;5;0;2;6;1;0;2;2;2;2;0;0;0;0
2020-04-24 00:15:00;7;1;2;2;4;2;1;1;2;2;1;2;0;0;0;0
2020-04-24 00:30:00;3;17;16;0;1;17;0;3;1;2;1;2;0;0;0;0
2020-04-24 00:45:00;2;9;9;1;3;5;0;4;2;3;2;2;0;0;0;0
2020-04-24 01:00:00;4;4;4;1;0;5;0;1;1;1;0;0;0;0;0;0
2020-04-24 01:15:00;7;6;5;0;1;7;1;1;4;2;1;3;0;0;0;0
2020-04-24 01:30:00;9;3;3;1;0;4;0;0;1;1;1;1;0;0;0;0
2020-04-24 01:45:00;8;8;9;0;0;10;1;0;0;0;0;0;0;0;0;0
2020-04-24 02:00:00;6;2;3;0;2;2;0;1;0;0;0;0;0;0;0;0
2020-04-24 02:15:00;4;3;3;0;2;2;0;2;0;0;0;0;0;0;0;0
2020-04-24 02:30:00;4;14;13;2;1;12;1;5;1;1;2;2;0;0;0;0
2020-04-24 02:45:00;4;8;3;0;5;6;0;1;2;2;2;1;0;0;0;0
2020-04-24 03:00:00;6;7;3;0;1;5;0;0;0;0;0;0;0;0;0;0
2020-04-24 03:15:00;0;3;3;0;4;4;0;0;0;0;0;0;0;0;0;0
2020-04-24 03:30:00;5;4;4;0;2;4;0;1;0;0;0;0;0;0;0;0
2020-04-24 03:45:00;4;6;5;0;3;6;0;1;2;2;2;2;0;0;0;0
2020-04-24 04:00:00;6;7;7;0;4;7;0;0;3;2;3;3;0;0;0;0
2020-04-24 04:15:00;6;7;7;1;5;7;0;1;1;1;1;1;0;0;0;0
2020-04-24 04:30:00;5;6;6;0;5;4;2;1;1;2;1;1;0;0;0;0
2020-04-24 04:45:00;12;12;11;1;3;12;1;0;2;2;1;1;0;0;0;0
2020-04-24 05:00:00;13;12;12;0;5;13;0;2;2;2;2;2;0;0;0;0
2020-04-24 05:15:00;30;24;19;6;11;23;0;6;3;3;3;3;0;0;0;0
2020-04-24 05:30:00;46;39;33;0;14;47;0;7;17;16;14;15;0;0;0;0
2020-04-24 05:45:00;38;61;36;5;10;55;0;7;21;22;20;20;0;0;0;0
2020-04-24 06:00:00;55;47;35;5;12;44;0;9;16;18;18;17;1;0;0;0
2020-04-24 06:15:00;58;58;40;3;18;57;0;8;24;25;25;25;0;0;0;0
2020-04-24 06:30:00;76;76;44;265;293;82;2;13;30;32;29;31;0;0;0;0
2020-04-24 06:45:00;64;91;58;12;14;99;4;21;31;32;29;31;0;0;0;0
2020-04-24 07:00:00;88;108;73;12;28;95;3;31;32;34;32;31;0;0;0;0
2020-04-24 07:15:00;85;94;65;13;34;93;0;27;25;26;26;25;0;0;0;0
2020-04-24 07:30:00;88;116;84;14;27;103;10;36;42;42;43;42;1;0;1;2
2020-04-24 07:45:00;108;143;94;24;37;127;5;45;40;38;36;38;0;0;0;0
2020-04-24 08:00:00;89;99;80;18;27;84;3;27;38;38;31;32;0;0;6;0
2020-04-24 08:15:00;85;83;63;22;26;72;16;27;32;38;33;34;0;0;0;2
2020-04-24 08:30:00;88;107;77;33;41;92;11;30;25;25;28;27;0;2;0;2
2020-04-24 08:45:00;132;104;74;43;38;100;14;48;27;26;23;27;0;0;0;0
2020-04-24 09:00:00;119;101;78;39;31;81;19;42;29;25;21;21;0;0;0;0
2020-04-24 09:15:00;133;100;78;39;36;106;13;64;38;36;31;33;0;0;0;0
2020-04-24 09:30:00;110;113;81;53;33;89;16;61;37;44;38;38;0;0;0;0
2020-04-24 09:45:00;125;143;89;41;36;113;25;77;40;40;36;39;0;0;0;0
2020-04-24 10:00:00;131;130;96;41;37;105;17;74;36;38;35;35;0;0;0;0
2020-04-24 10:15:00;143;135;96;51;46;120;12;58;51;47;45;49;0;0;0;0
2020-04-24 10:30:00;137;136;108;47;35;113;14;79;36;41;39;40;0;0;1;1
2020-04-24 10:45:00;147;117;89;298;49;98;16;59;43;42;37;37;0;0;0;1
2020-04-24 11:00:00;151;131;97;44;53;113;17;79;48;51;48;49;2;0;0;0
2020-04-24 11:15:00;130;134;104;51;45;116;12;71;51;52;48;50;0;2;0;0
2020-04-24 11:30:00;128;146;113;44;45;114;20;80;59;59;56;61;0;1;2;0
2020-04-24 11:45:00;129;132;97;41;39;99;16;72;49;46;46;46;5;0;1;2
2020-04-24 12:00:00;134;138;101;55;34;115;13;50;57;60;55;55;1;0;4;7
2020-04-24 12:15:00;151;141;111;48;53;131;16;62;50;47;49;50;0;0;2;0
2020-04-24 12:30:00;148;147;109;49;47;137;9;53;50;46;46;49;0;0;0;1
2020-04-24 12:45:00;134;158;95;63;37;138;12;59;46;49;47;52;0;0;0;1
2020-04-24 13:00:00;111;124;85;30;29;127;15;65;42;45;34;38;1;0;0;0
2020-04-24 13:15:00;136;130;99;46;41;110;16;61;56;65;57;62;0;0;0;0
2020-04-24 13:30:00;135;162;110;44;46;138;17;56;77;64;60;66;0;0;1;0
2020-04-24 13:45:00;135;144;94;46;37;119;16;55;47;52;46;49;0;1;0;0
2020-04-24 14:00:00;136;157;85;56;41;135;14;54;42;39;34;39;2;0;0;0
2020-04-24 14:15:00;116;131;81;61;50;119;10;59;48;47;45;47;0;0;3;1
