DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-11-13 00:00:00;2;2;4;1;1;0;0;0;4;0;0;0;0;0;0
2020-11-13 00:15:00;1;1;1;2;1;2;2;0;0;0;0;0;0;0;0
2020-11-13 00:30:00;1;0;1;2;2;1;1;0;8;0;0;0;0;0;0
2020-11-13 00:45:00;7;0;2;3;2;1;1;1;8;0;0;0;0;0;0
2020-11-13 01:00:00;3;1;4;3;3;2;2;0;4;0;0;0;0;0;0
2020-11-13 01:15:00;3;1;6;5;5;3;2;0;7;0;0;0;0;0;0
2020-11-13 01:30:00;5;2;4;2;2;0;0;0;4;0;0;0;0;0;0
2020-11-13 01:45:00;3;2;2;1;1;0;0;0;2;0;0;0;0;0;0
2020-11-13 02:00:00;4;0;1;3;2;2;2;0;2;0;0;0;0;0;0
2020-11-13 02:15:00;1;0;2;2;2;0;0;0;3;0;0;0;0;0;0
2020-11-13 02:30:00;3;1;2;1;1;2;2;1;3;0;0;0;0;0;0
2020-11-13 02:45:00;2;0;1;2;2;1;0;0;4;0;0;0;0;0;0
2020-11-13 03:00:00;4;0;2;2;2;1;1;0;4;0;0;0;0;0;0
2020-11-13 03:15:00;3;5;6;1;1;0;0;0;2;0;0;0;0;0;0
2020-11-13 03:30:00;1;0;1;1;1;0;0;0;3;0;0;0;0;0;0
2020-11-13 03:45:00;1;0;1;3;3;1;1;0;7;0;0;0;0;0;0
2020-11-13 04:00:00;5;2;4;2;2;0;0;0;6;0;0;0;0;0;0
2020-11-13 04:15:00;5;4;7;2;2;1;1;0;2;0;0;0;0;0;0
2020-11-13 04:30:00;8;5;9;4;4;0;0;1;9;0;0;0;0;0;0
2020-11-13 04:45:00;4;11;13;3;2;5;4;3;8;0;0;0;0;0;0
2020-11-13 05:00:00;14;39;41;5;5;2;1;2;11;0;0;0;0;0;0
2020-11-13 05:15:00;14;117;108;7;8;3;2;9;21;0;0;0;0;0;0
2020-11-13 05:30:00;27;73;72;24;24;4;4;14;55;0;0;0;0;0;0
2020-11-13 05:45:00;44;48;45;61;71;21;23;6;78;0;0;1;0;0;0
2020-11-13 06:00:00;54;45;46;79;91;27;32;1;44;0;0;0;0;0;0
2020-11-13 06:15:00;54;54;55;39;43;18;17;6;49;0;0;1;0;0;0
2020-11-13 06:30:00;69;53;56;30;31;5;5;5;80;0;0;0;0;0;0
2020-11-13 06:45:00;57;44;47;16;16;11;10;10;101;0;0;0;0;0;0
2020-11-13 07:00:00;85;39;39;16;18;7;6;5;77;0;0;0;0;0;0
2020-11-13 07:15:00;126;41;40;12;16;8;7;6;92;0;0;0;0;0;0
2020-11-13 07:30:00;114;54;53;35;42;10;12;9;83;0;0;1;1;0;0
2020-11-13 07:45:00;110;42;45;23;26;18;21;13;109;0;0;1;0;0;0
2020-11-13 08:00:00;92;33;36;22;25;16;16;10;106;0;0;1;0;0;0
2020-11-13 08:15:00;104;39;39;23;29;21;24;18;63;0;0;1;2;0;0
