DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-12-14 00:00:00;0;0;1;0;0;0;0;0;0;1;0
2020-12-14 00:15:00;0;2;2;0;0;0;3;0;0;1;0
2020-12-14 00:30:00;0;1;5;0;0;0;0;0;0;1;0
2020-12-14 00:45:00;0;0;3;0;0;0;3;0;0;0;2
2020-12-14 01:00:00;0;0;0;0;0;3;2;0;0;1;2
2020-12-14 01:15:00;0;0;3;0;0;0;2;1;0;1;0
2020-12-14 01:30:00;0;0;0;0;0;0;0;0;0;1;1
2020-12-14 01:45:00;0;0;3;0;0;0;1;1;0;0;0
2020-12-14 02:00:00;0;2;1;0;0;0;1;1;0;0;1
2020-12-14 02:15:00;0;1;1;0;0;0;1;0;0;0;0
2020-12-14 02:30:00;0;0;1;0;0;0;0;0;1;2;1
2020-12-14 02:45:00;0;0;1;0;0;1;1;0;0;0;1
2020-12-14 03:00:00;0;1;0;0;0;0;0;1;0;0;0
2020-12-14 03:15:00;1;0;0;0;0;0;0;0;0;0;1
2020-12-14 03:30:00;0;1;1;0;0;0;0;0;0;0;0
2020-12-14 03:45:00;1;1;1;0;0;0;0;0;0;0;2
2020-12-14 04:00:00;0;0;2;1;1;0;1;0;0;1;0
2020-12-14 04:15:00;0;0;3;0;0;0;1;0;0;0;1
2020-12-14 04:30:00;0;3;3;0;0;0;0;0;0;1;2
2020-12-14 04:45:00;0;10;2;2;3;2;3;1;1;3;3
2020-12-14 05:00:00;3;20;6;0;0;2;1;1;1;2;10
2020-12-14 05:15:00;1;39;12;0;0;2;4;1;1;6;4
2020-12-14 05:30:00;4;55;24;3;5;2;8;1;4;11;9
2020-12-14 05:45:00;1;29;20;5;6;3;10;1;6;28;20
2020-12-14 06:00:00;2;19;16;1;1;4;12;0;8;11;10
2020-12-14 06:15:00;3;19;7;5;8;3;10;1;9;15;12
2020-12-14 06:30:00;1;37;32;10;11;8;23;4;12;18;22
2020-12-14 06:45:00;6;39;30;6;7;4;14;5;14;22;26
2020-12-14 07:00:00;4;25;23;17;16;9;26;7;15;18;21
2020-12-14 07:15:00;10;31;37;40;44;7;26;6;49;40;23
2020-12-14 07:30:00;15;49;49;41;53;31;42;28;65;66;30
2020-12-14 07:45:00;5;50;48;17;24;36;46;34;38;50;26
2020-12-14 08:00:00;6;33;35;17;20;11;19;11;31;33;25
2020-12-14 08:15:00;5;51;51;18;19;13;33;10;25;28;26
2020-12-14 08:30:00;11;42;34;24;32;19;25;15;24;24;23
2020-12-14 08:45:00;9;37;55;15;22;13;30;15;35;35;23
2020-12-14 09:00:00;11;34;49;14;21;13;31;18;36;34;22
2020-12-14 09:15:00;7;38;41;13;18;11;26;16;30;37;17
2020-12-14 09:30:00;13;37;40;14;18;7;31;18;28;33;18
2020-12-14 09:45:00;6;39;31;18;26;19;26;18;32;32;22
2020-12-14 10:00:00;6;42;41;13;16;22;37;27;28;36;24
2020-12-14 10:15:00;3;41;51;11;15;12;32;31;33;38;17
2020-12-14 10:30:00;7;39;43;8;12;17;30;20;28;33;27
2020-12-14 10:45:00;3;48;54;21;25;20;34;30;30;40;21
2020-12-14 11:00:00;9;33;39;21;28;23;29;18;30;33;22
2020-12-14 11:15:00;6;49;57;12;16;26;32;33;23;23;32
2020-12-14 11:30:00;6;49;46;16;20;25;39;26;24;28;29
2020-12-14 11:45:00;11;39;34;11;19;28;39;29;29;35;21
2020-12-14 12:00:00;10;35;57;9;20;17;39;27;24;36;19
2020-12-14 12:15:00;4;41;53;10;15;24;42;38;30;30;22
2020-12-14 12:30:00;4;25;70;12;15;16;39;19;33;29;20
2020-12-14 12:45:00;5;19;83;23;23;16;34;25;34;26;22
2020-12-14 13:00:00;1;44;58;18;19;30;41;35;34;32;34
2020-12-14 13:15:00;6;56;52;9;10;14;52;39;23;29;30
2020-12-14 13:30:00;8;51;47;13;18;15;39;26;30;35;22
2020-12-14 13:45:00;8;51;53;26;28;15;43;23;32;41;26
2020-12-14 14:00:00;9;44;47;12;19;17;47;31;28;31;33
2020-12-14 14:15:00;10;50;57;14;20;12;32;14;36;42;41
2020-12-14 14:30:00;15;46;42;24;31;14;27;21;33;38;44
2020-12-14 14:45:00;11;42;67;13;25;24;35;29;34;41;44
2020-12-14 15:00:00;11;46;64;23;26;18;42;29;25;36;32
2020-12-14 15:15:00;10;49;48;6;12;29;36;29;42;41;38
2020-12-14 15:30:00;11;56;48;20;29;22;40;32;33;42;44
2020-12-14 15:45:00;9;44;54;25;33;23;38;29;43;38;41
2020-12-14 16:00:00;6;59;71;16;23;36;58;30;32;38;48
2020-12-14 16:15:00;10;56;52;13;20;17;52;36;33;32;36
2020-12-14 16:30:00;6;66;70;10;12;21;48;44;40;36;43
2020-12-14 16:45:00;9;49;59;11;18;22;40;26;34;38;34
2020-12-14 17:00:00;5;51;52;13;12;26;42;36;36;37;33
2020-12-14 17:15:00;8;51;47;12;16;26;48;39;32;38;43
2020-12-14 17:30:00;8;46;55;11;16;27;37;27;25;26;30
2020-12-14 17:45:00;4;39;59;8;11;14;38;28;26;36;27
2020-12-14 18:00:00;9;40;40;10;13;15;33;15;19;21;29
2020-12-14 18:15:00;8;34;30;8;12;15;38;19;20;19;21
2020-12-14 18:30:00;5;41;24;7;8;19;20;17;20;22;23
2020-12-14 18:45:00;1;26;18;2;4;13;27;14;15;13;22
2020-12-14 19:00:00;3;23;19;4;4;12;25;12;14;15;18
2020-12-14 19:15:00;2;20;21;1;3;8;22;8;16;16;16
2020-12-14 19:30:00;2;24;20;3;5;8;14;13;6;9;14
2020-12-14 19:45:00;3;19;20;3;6;5;22;8;18;15;12
2020-12-14 20:00:00;4;24;21;0;2;9;22;5;11;15;14
2020-12-14 20:15:00;5;23;20;3;6;7;18;14;13;14;9
2020-12-14 20:30:00;4;17;10;2;5;8;13;10;9;4;3
2020-12-14 20:45:00;1;9;6;0;0;4;7;6;6;12;3
2020-12-14 21:00:00;1;20;10;0;0;4;10;3;3;5;10
2020-12-14 21:15:00;1;14;16;2;3;1;7;3;7;5;5
2020-12-14 21:30:00;1;12;11;4;5;5;5;1;4;3;8
2020-12-14 21:45:00;2;10;9;3;4;7;11;6;5;5;3
2020-12-14 22:00:00;4;5;6;0;2;0;8;1;3;3;14
2020-12-14 22:15:00;1;11;7;1;1;2;7;4;5;1;2
2020-12-14 22:30:00;0;7;4;0;0;5;4;0;3;2;2
