DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-08-08 00:00:00;5;0;5;2;0;0;0;0;0;0;0;0
2019-08-08 00:15:00;6;0;2;2;0;0;0;0;0;0;0;0
2019-08-08 00:30:00;4;0;11;3;0;0;0;0;0;0;0;0
2019-08-08 00:45:00;2;0;2;2;0;0;0;0;0;0;0;0
2019-08-08 01:00:00;6;0;6;5;0;0;0;0;0;0;0;0
2019-08-08 01:15:00;2;0;1;1;0;0;0;0;0;0;0;0
2019-08-08 01:30:00;5;0;3;2;0;0;0;0;0;0;0;0
2019-08-08 01:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2019-08-08 02:00:00;2;0;4;0;0;0;0;0;0;0;0;0
2019-08-08 02:15:00;3;0;3;0;0;0;0;0;0;0;0;0
2019-08-08 02:30:00;2;0;2;2;0;0;0;0;0;0;0;0
2019-08-08 02:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2019-08-08 03:00:00;2;0;1;0;0;0;0;0;0;0;0;0
2019-08-08 03:15:00;4;0;1;2;0;0;0;0;0;0;0;0
2019-08-08 03:30:00;4;0;4;0;0;0;0;0;0;0;0;0
2019-08-08 03:45:00;2;0;0;1;0;0;0;0;0;0;0;0
2019-08-08 04:00:00;2;0;7;3;0;0;0;0;0;0;0;0
2019-08-08 04:15:00;6;0;1;0;0;0;0;0;0;0;0;0
2019-08-08 04:30:00;8;0;5;3;0;0;0;0;0;0;0;0
2019-08-08 04:45:00;8;0;10;3;0;0;0;0;0;0;0;0
2019-08-08 05:00:00;9;0;29;7;0;0;0;0;0;0;0;0
2019-08-08 05:15:00;15;0;27;6;0;0;0;0;0;0;0;0
2019-08-08 05:30:00;34;0;48;8;0;0;2;1;0;0;0;0
2019-08-08 05:45:00;35;0;35;6;0;0;1;0;0;0;0;0
2019-08-08 06:00:00;47;0;34;5;0;0;1;0;0;0;0;0
2019-08-08 06:15:00;36;0;57;11;2;0;0;0;0;0;0;0
2019-08-08 06:30:00;66;0;62;10;0;2;0;4;0;0;0;0
2019-08-08 06:45:00;51;0;77;20;2;0;0;1;0;0;0;0
2019-08-08 07:00:00;40;0;82;13;4;2;0;0;0;0;0;0
2019-08-08 07:15:00;67;0;102;18;8;0;2;0;0;0;0;0
2019-08-08 07:30:00;59;0;122;15;5;5;2;0;0;0;0;0
2019-08-08 07:45:00;66;0;103;15;3;1;1;1;0;0;0;0
2019-08-08 08:00:00;47;0;92;21;6;0;1;0;0;0;0;0
2019-08-08 08:15:00;41;0;91;19;3;1;0;0;0;0;0;0
2019-08-08 08:30:00;58;0;86;20;4;0;0;0;0;0;0;0
2019-08-08 08:45:00;45;0;85;20;6;2;1;1;0;0;0;0
2019-08-08 09:00:00;47;0;68;20;2;0;2;4;0;0;0;0
