DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-01-20 00:00:00;6;0;0;3;0;10;1;0;0
2020-01-20 00:15:00;6;0;0;5;0;14;1;0;0
2020-01-20 00:30:00;8;0;0;5;0;12;0;0;0
2020-01-20 00:45:00;5;0;0;5;0;13;1;0;0
2020-01-20 01:00:00;4;0;0;2;0;12;1;0;0
2020-01-20 01:15:00;3;1;0;4;0;14;1;0;0
2020-01-20 01:30:00;4;1;0;5;0;12;0;0;0
2020-01-20 01:45:00;7;2;0;1;0;14;1;0;0
2020-01-20 02:00:00;1;0;0;0;0;12;1;0;0
2020-01-20 02:15:00;2;0;0;1;0;13;1;0;0
2020-01-20 02:30:00;3;1;0;3;0;12;1;0;0
2020-01-20 02:45:00;4;0;0;1;0;14;1;0;0
2020-01-20 03:00:00;3;1;0;0;0;12;0;0;0
2020-01-20 03:15:00;4;0;0;1;0;14;1;0;0
2020-01-20 03:30:00;11;2;0;1;0;12;1;0;0
2020-01-20 03:45:00;2;1;0;6;0;14;1;0;0
2020-01-20 04:00:00;2;0;0;9;0;12;1;0;0
2020-01-20 04:15:00;4;1;1;7;0;13;0;0;0
2020-01-20 04:30:00;15;5;0;21;0;12;1;0;0
2020-01-20 04:45:00;39;6;0;10;0;14;1;0;0
2020-01-20 05:00:00;82;8;2;22;0;9;1;0;0
2020-01-20 05:15:00;124;9;2;59;0;10;0;0;0
2020-01-20 05:30:00;153;6;1;83;0;10;1;0;0
2020-01-20 05:45:00;128;15;2;126;0;10;0;0;0
2020-01-20 06:00:00;109;19;1;115;0;10;1;0;0
2020-01-20 06:15:00;125;11;2;133;0;10;1;0;0
2020-01-20 06:30:00;96;15;5;180;1;10;0;0;0
2020-01-20 06:45:00;95;15;8;137;0;10;1;0;0
2020-01-20 07:00:00;85;17;14;182;0;10;1;0;0
2020-01-20 07:15:00;96;18;3;188;0;10;0;0;0
2020-01-20 07:30:00;74;13;9;194;0;10;1;0;0
2020-01-20 07:45:00;94;11;10;204;1;10;0;0;0
2020-01-20 08:00:00;99;20;13;190;1;10;1;0;0
2020-01-20 08:15:00;127;15;8;152;0;10;1;0;0
2020-01-20 08:30:00;96;24;7;123;2;9;0;0;0
2020-01-20 08:45:00;85;12;12;148;3;10;1;0;0
2020-01-20 09:00:00;103;17;9;114;1;13;1;0;0
2020-01-20 09:15:00;102;20;13;126;1;13;0;0;0
2020-01-20 09:30:00;93;14;10;129;0;13;1;0;0
2020-01-20 09:45:00;65;12;15;113;2;12;0;0;0
2020-01-20 10:00:00;86;12;17;98;0;13;1;0;0
2020-01-20 10:15:00;107;13;18;117;0;13;1;0;0
2020-01-20 10:30:00;99;14;13;105;0;13;1;0;0
2020-01-20 10:45:00;88;14;16;106;2;13;0;0;0
2020-01-20 11:00:00;87;11;19;97;0;13;1;0;0
2020-01-20 11:15:00;90;13;18;103;2;13;1;0;0
2020-01-20 11:30:00;96;17;17;92;4;12;0;0;0
2020-01-20 11:45:00;107;17;19;114;3;13;1;0;0
2020-01-20 12:00:00;98;15;14;89;0;13;1;0;0
2020-01-20 12:15:00;118;15;18;118;3;13;1;0;0
2020-01-20 12:30:00;121;10;10;88;2;13;0;0;0
2020-01-20 12:45:00;112;8;19;96;50;13;1;0;0
2020-01-20 13:00:00;113;18;10;103;1;13;1;0;0
2020-01-20 13:15:00;135;23;15;106;0;9;0;0;0
2020-01-20 13:30:00;134;18;16;135;0;10;1;0;0
2020-01-20 13:45:00;147;25;17;156;0;10;0;0;0
2020-01-20 14:00:00;130;25;15;146;0;10;1;0;0
2020-01-20 14:15:00;130;7;10;139;2;10;1;0;0
2020-01-20 14:30:00;125;14;12;155;1;9;0;0;0
2020-01-20 14:45:00;126;22;11;168;0;10;1;0;0
2020-01-20 15:00:00;129;22;18;128;4;10;1;0;0
2020-01-20 15:15:00;162;20;10;140;12;10;0;0;0
2020-01-20 15:30:00;137;20;18;183;6;10;1;0;0
2020-01-20 15:45:00;125;21;20;175;0;10;0;0;0
2020-01-20 16:00:00;165;25;19;160;4;10;1;0;0
2020-01-20 16:15:00;150;20;20;179;12;10;1;0;0
2020-01-20 16:30:00;146;22;17;157;3;10;0;0;0
