DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-04-16 00:00:00;6;8;0;0;0;0;0
2020-04-16 00:15:00;10;4;1;1;0;0;0
2020-04-16 00:30:00;6;4;0;0;0;0;0
2020-04-16 00:45:00;7;3;0;0;0;0;0
2020-04-16 01:00:00;6;5;0;0;0;0;0
2020-04-16 01:15:00;6;7;1;1;0;0;0
2020-04-16 01:30:00;2;8;1;1;0;0;0
2020-04-16 01:45:00;1;5;1;1;0;0;0
2020-04-16 02:00:00;3;3;0;0;0;0;0
2020-04-16 02:15:00;6;3;1;1;0;0;0
2020-04-16 02:30:00;4;6;0;0;0;0;0
2020-04-16 02:45:00;6;7;0;0;0;0;0
2020-04-16 03:00:00;3;3;0;0;0;0;0
2020-04-16 03:15:00;6;4;0;0;0;0;0
2020-04-16 03:30:00;5;2;0;0;0;0;0
2020-04-16 03:45:00;4;7;0;0;0;0;0
2020-04-16 04:00:00;7;6;0;0;0;0;0
2020-04-16 04:15:00;3;16;0;0;0;0;0
2020-04-16 04:30:00;3;11;0;0;0;0;0
2020-04-16 04:45:00;12;7;0;0;0;0;0
2020-04-16 05:00:00;19;14;0;0;0;0;0
2020-04-16 05:15:00;34;29;0;0;0;0;0
2020-04-16 05:30:00;58;41;0;0;0;0;0
2020-04-16 05:45:00;63;51;2;2;0;0;0
2020-04-16 06:00:00;51;49;3;3;0;0;0
2020-04-16 06:15:00;71;73;0;0;0;0;0
2020-04-16 06:30:00;111;84;2;2;0;0;0
2020-04-16 06:45:00;134;79;7;7;0;0;0
2020-04-16 07:00:00;117;100;7;7;0;0;0
2020-04-16 07:15:00;137;105;4;4;0;0;0
2020-04-16 07:30:00;128;114;10;10;3;0;0
2020-04-16 07:45:00;125;110;7;7;1;0;0
2020-04-16 08:00:00;109;110;11;11;0;0;0
2020-04-16 08:15:00;96;106;7;7;0;0;0
2020-04-16 08:30:00;91;107;7;7;4;0;0
2020-04-16 08:45:00;129;90;4;4;2;0;0
2020-04-16 09:00:00;91;83;0;0;32;0;0
2020-04-16 09:15:00;112;97;5;5;12;0;0
2020-04-16 09:30:00;124;101;5;5;1;0;0
2020-04-16 09:45:00;127;116;9;9;0;0;0
2020-04-16 10:00:00;118;93;7;7;15;0;0
2020-04-16 10:15:00;127;113;6;6;15;0;0
2020-04-16 10:30:00;111;123;12;12;6;0;0
2020-04-16 10:45:00;134;105;6;6;3;0;0
2020-04-16 11:00:00;122;101;10;10;12;0;0
2020-04-16 11:15:00;143;109;3;3;13;0;0
2020-04-16 11:30:00;138;114;3;3;6;0;0
2020-04-16 11:45:00;120;109;10;10;7;0;0
2020-04-16 12:00:00;123;118;10;10;3;0;0
2020-04-16 12:15:00;128;120;7;7;0;0;0
2020-04-16 12:30:00;133;100;5;5;3;0;0
2020-04-16 12:45:00;122;102;5;5;2;0;0
2020-04-16 13:00:00;100;97;8;8;2;0;0
2020-04-16 13:15:00;110;124;5;5;2;0;0
2020-04-16 13:30:00;123;121;9;9;1;0;0
2020-04-16 13:45:00;131;125;6;6;13;0;0
2020-04-16 14:00:00;106;136;7;7;4;0;0
2020-04-16 14:15:00;130;130;9;9;4;0;0
2020-04-16 14:30:00;140;116;6;6;11;0;0
2020-04-16 14:45:00;121;143;3;3;6;0;0
2020-04-16 15:00:00;110;110;2;2;6;0;0
2020-04-16 15:15:00;105;114;3;3;12;0;0
2020-04-16 15:30:00;130;119;6;6;0;0;0
2020-04-16 15:45:00;138;120;5;5;6;0;0
2020-04-16 16:00:00;145;154;15;15;8;0;0
2020-04-16 16:15:00;137;142;1;1;2;0;0
2020-04-16 16:30:00;130;156;10;10;5;0;0
2020-04-16 16:45:00;131;129;11;11;32;0;0
2020-04-16 17:00:00;135;151;10;10;4;0;0
2020-04-16 17:15:00;152;139;5;5;15;0;0
2020-04-16 17:30:00;134;120;9;9;14;0;0
2020-04-16 17:45:00;128;90;5;5;0;0;0
2020-04-16 18:00:00;114;109;8;8;4;0;0
2020-04-16 18:15:00;83;106;6;6;15;0;0
2020-04-16 18:30:00;91;81;8;8;0;0;0
2020-04-16 18:45:00;95;71;8;8;3;0;0
2020-04-16 19:00:00;54;77;3;3;6;0;0
2020-04-16 19:15:00;54;61;0;0;2;0;0
2020-04-16 19:30:00;62;59;5;5;0;0;0
2020-04-16 19:45:00;57;58;4;4;13;0;0
2020-04-16 20:00:00;63;54;2;2;0;0;0
2020-04-16 20:15:00;45;53;2;2;0;0;0
2020-04-16 20:30:00;54;52;1;1;0;0;0
2020-04-16 20:45:00;40;39;1;1;0;0;0
2020-04-16 21:00:00;26;40;0;0;0;0;0
2020-04-16 21:15:00;27;32;1;1;0;0;0
2020-04-16 21:30:00;35;17;1;1;0;0;0
2020-04-16 21:45:00;27;32;1;1;0;0;0
2020-04-16 22:00:00;24;25;2;2;0;0;0
2020-04-16 22:15:00;13;17;0;0;0;0;0
2020-04-16 22:30:00;20;21;4;4;0;0;0
2020-04-16 22:45:00;12;18;0;0;0;0;0
2020-04-16 23:00:00;8;14;0;0;0;0;0
2020-04-16 23:15:00;16;8;1;1;0;0;0
2020-04-16 23:30:00;12;8;0;0;0;0;0
2020-04-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
