DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-09-10 00:00:00;7;10;7;0;11;12;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 00:15:00;11;11;5;1;13;13;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 00:30:00;10;11;6;0;12;13;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 00:45:00;4;11;6;0;4;2;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 01:00:00;5;6;4;1;9;8;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 01:15:00;6;9;7;0;5;9;4;7;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 01:30:00;6;7;3;0;6;6;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 01:45:00;3;5;3;0;9;8;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 02:00:00;9;10;2;0;7;8;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 02:15:00;1;2;1;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 02:30:00;2;2;2;0;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 02:45:00;7;8;5;0;4;7;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 03:00:00;2;3;2;0;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 03:15:00;5;3;2;1;5;6;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 03:30:00;6;8;5;0;4;5;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 03:45:00;4;5;1;1;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 04:00:00;8;6;4;1;6;7;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 04:15:00;8;10;4;0;9;8;3;7;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 04:30:00;8;5;3;1;16;19;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 04:45:00;23;23;7;2;15;14;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 05:00:00;54;62;23;5;38;35;14;29;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 05:15:00;54;72;29;10;36;30;16;35;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 05:30:00;63;72;36;10;46;39;20;47;0;0;0;0;0;0;0;1;0;0;0
2020-09-10 05:45:00;48;71;41;8;46;42;20;40;0;0;0;0;0;0;0;1;0;0;0
2020-09-10 06:00:00;51;61;43;10;72;74;20;54;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 06:15:00;63;77;62;14;93;78;25;63;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 06:30:00;80;102;64;17;72;64;36;64;0;0;0;0;0;0;0;1;0;0;0
2020-09-10 06:45:00;92;97;69;11;72;63;37;73;0;0;0;0;0;0;0;2;0;0;0
2020-09-10 07:00:00;89;121;68;23;74;68;38;82;0;0;0;0;0;0;0;3;1;0;0
2020-09-10 07:15:00;103;149;78;33;74;62;47;104;0;0;0;0;0;0;0;10;0;0;0
2020-09-10 07:30:00;120;160;81;31;95;96;39;86;0;0;0;0;0;0;0;11;2;0;0
2020-09-10 07:45:00;111;146;95;14;111;123;59;110;0;0;0;0;0;0;0;11;1;0;0
2020-09-10 08:00:00;77;84;57;20;84;92;41;69;0;0;0;0;0;0;0;6;0;0;0
2020-09-10 08:15:00;72;91;58;26;75;73;35;72;0;0;0;0;0;0;0;8;2;0;0
2020-09-10 08:30:00;106;108;57;19;80;65;36;57;0;0;0;0;0;0;0;8;6;0;0
2020-09-10 08:45:00;85;95;60;16;106;100;44;76;0;0;0;0;0;0;0;5;0;0;0
2020-09-10 09:00:00;88;81;48;11;76;70;38;66;0;0;0;0;0;0;0;9;0;0;0
2020-09-10 09:15:00;96;88;53;21;85;79;36;47;0;0;0;0;0;0;0;13;2;0;0
2020-09-10 09:30:00;75;79;54;21;81;107;40;60;0;0;0;0;0;0;0;9;0;0;0
2020-09-10 09:45:00;91;101;73;15;91;89;36;75;0;0;0;0;0;0;0;8;0;0;0
2020-09-10 10:00:00;88;109;63;22;86;82;40;64;0;0;0;0;0;0;0;9;0;0;0
2020-09-10 10:15:00;91;106;71;17;81;120;47;67;0;0;0;0;0;0;0;10;0;0;0
2020-09-10 10:30:00;90;111;74;18;93;91;58;87;0;0;0;0;0;0;0;11;0;0;0
2020-09-10 10:45:00;83;114;56;19;103;96;37;41;0;0;0;0;0;0;0;8;0;0;0
2020-09-10 11:00:00;71;74;48;17;87;102;34;51;0;0;0;0;0;0;0;6;0;0;0
2020-09-10 11:15:00;80;102;63;12;88;93;33;71;0;0;0;0;0;0;0;11;1;0;2
2020-09-10 11:30:00;76;81;59;17;122;126;42;67;0;0;0;0;0;0;0;12;0;0;0
2020-09-10 11:45:00;85;100;62;19;99;112;37;81;0;0;0;0;0;0;0;9;0;0;41
2020-09-10 12:00:00;85;95;69;14;106;125;44;80;0;0;0;0;0;0;0;11;18;0;0
2020-09-10 12:15:00;78;89;65;19;104;96;42;66;0;0;0;0;0;0;0;9;5;0;1
2020-09-10 12:30:00;91;97;80;11;113;110;47;73;0;0;0;0;0;0;0;9;0;0;0
2020-09-10 12:45:00;107;135;76;20;95;108;42;73;0;0;0;0;0;0;0;6;1;0;0
2020-09-10 13:00:00;95;114;86;22;135;133;51;92;0;0;0;0;0;0;0;8;0;0;0
2020-09-10 13:15:00;87;95;57;8;89;85;43;71;0;0;0;0;0;0;0;7;2;0;0
2020-09-10 13:30:00;107;133;104;23;141;142;44;78;0;0;0;0;0;0;0;9;3;0;0
2020-09-10 13:45:00;107;103;77;27;116;131;52;96;0;0;0;0;0;0;0;10;3;0;0
2020-09-10 14:00:00;89;107;77;20;103;108;47;74;0;0;0;0;0;0;0;9;0;0;0
2020-09-10 14:15:00;89;109;59;11;117;105;36;77;0;0;0;0;0;0;0;7;3;0;0
2020-09-10 14:30:00;116;135;83;13;138;147;51;75;0;0;0;0;0;0;0;10;0;0;0
2020-09-10 14:45:00;92;106;91;29;139;133;50;78;0;0;0;0;0;0;0;12;6;0;0
2020-09-10 15:00:00;96;122;79;15;123;114;44;77;0;0;0;0;0;0;0;7;1;0;0
2020-09-10 15:15:00;100;120;91;18;119;116;38;88;0;0;0;0;0;0;0;7;2;0;0
2020-09-10 15:30:00;104;144;89;24;132;131;49;113;0;0;0;0;0;0;0;6;1;0;0
2020-09-10 15:45:00;104;126;71;20;128;121;55;89;0;0;0;0;0;0;0;5;0;0;0
2020-09-10 16:00:00;94;105;78;12;122;124;46;119;0;0;0;0;0;0;0;22;4;2;1
2020-09-10 16:15:00;121;145;79;26;143;116;42;80;0;0;0;0;0;0;0;7;0;0;0
2020-09-10 16:30:00;108;122;66;20;141;119;47;80;0;0;0;0;0;0;0;8;5;0;0
2020-09-10 16:45:00;97;132;75;18;138;131;50;80;0;0;0;0;0;0;0;10;1;1;0
2020-09-10 17:00:00;111;152;77;18;153;146;54;97;0;0;0;0;0;0;0;6;7;0;0
2020-09-10 17:15:00;103;129;70;19;136;120;54;79;0;0;0;0;0;0;0;13;0;1;0
2020-09-10 17:30:00;108;138;84;16;144;142;45;99;0;0;0;0;0;0;0;12;2;0;0
2020-09-10 17:45:00;117;128;60;18;121;126;43;68;0;0;0;0;0;0;0;34;2;0;0
2020-09-10 18:00:00;89;133;70;15;132;140;43;65;0;0;0;0;0;0;0;5;8;0;6
2020-09-10 18:15:00;108;129;81;8;129;133;47;80;0;0;0;0;0;0;0;8;0;0;1
2020-09-10 18:30:00;101;115;79;11;127;132;48;95;0;0;0;0;0;0;0;5;0;0;0
2020-09-10 18:45:00;92;116;71;14;100;108;40;88;0;0;0;0;0;0;0;6;0;0;0
2020-09-10 19:00:00;80;94;70;11;92;104;37;122;0;0;0;0;0;0;0;5;2;0;0
2020-09-10 19:15:00;57;78;56;14;89;77;27;59;0;0;0;0;0;0;0;8;0;0;0
2020-09-10 19:30:00;67;79;47;8;75;85;26;65;0;0;0;0;0;0;0;5;0;0;1
2020-09-10 19:45:00;69;81;63;15;76;79;30;63;0;0;0;0;0;0;0;4;0;0;0
2020-09-10 20:00:00;50;81;39;10;67;71;13;58;0;0;0;0;0;0;0;2;0;0;0
2020-09-10 20:15:00;49;48;32;4;61;64;12;31;0;0;0;0;0;0;0;1;0;0;0
2020-09-10 20:30:00;52;63;48;4;76;69;17;59;0;0;0;0;0;0;0;3;2;0;0
2020-09-10 20:45:00;51;69;46;3;48;46;17;44;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 21:00:00;59;69;44;1;67;66;15;41;0;0;0;0;0;0;0;0;0;0;0
2020-09-10 21:15:00;56;52;39;4;60;53;18;40;0;0;0;0;0;0;0;0;0;1;0
