DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-01-28 00:00:00;5;3;1;3;3;3;4;2;2
2020-01-28 00:15:00;5;4;1;2;1;7;3;6;6
2020-01-28 00:30:00;6;1;2;1;2;6;2;0;0
2020-01-28 00:45:00;4;1;1;4;0;3;3;0;0
2020-01-28 01:00:00;6;0;0;2;0;7;3;0;0
2020-01-28 01:15:00;0;0;0;4;1;1;1;3;3
2020-01-28 01:30:00;2;3;0;2;3;2;3;1;1
2020-01-28 01:45:00;0;1;0;7;0;4;2;1;1
2020-01-28 02:00:00;3;1;0;2;1;3;1;0;0
2020-01-28 02:15:00;3;2;2;1;0;3;0;3;3
2020-01-28 02:30:00;1;0;0;2;0;3;4;1;1
2020-01-28 02:45:00;3;1;0;2;1;1;1;1;1
2020-01-28 03:00:00;0;0;1;4;0;7;1;5;5
2020-01-28 03:15:00;4;0;0;4;2;5;1;7;7
2020-01-28 03:30:00;0;1;0;1;2;1;0;3;3
2020-01-28 03:45:00;0;2;1;1;1;1;2;3;3
2020-01-28 04:00:00;7;3;0;5;2;4;2;4;4
2020-01-28 04:15:00;6;4;1;8;3;5;7;4;4
2020-01-28 04:30:00;5;2;4;6;3;10;2;3;3
2020-01-28 04:45:00;13;2;0;19;4;7;12;7;7
2020-01-28 05:00:00;17;11;2;12;12;21;23;5;5
2020-01-28 05:15:00;26;15;5;18;9;32;33;7;7
2020-01-28 05:30:00;43;37;2;26;19;42;51;7;7
2020-01-28 05:45:00;44;31;9;51;44;52;50;12;12
2020-01-28 06:00:00;45;23;5;67;69;52;66;11;11
2020-01-28 06:15:00;41;31;9;55;58;91;111;22;23
2020-01-28 06:30:00;54;40;11;42;36;119;136;22;21
2020-01-28 06:45:00;53;48;15;39;36;123;131;15;15
2020-01-28 07:00:00;59;45;12;39;25;183;168;21;21
2020-01-28 07:15:00;57;42;16;34;41;204;182;20;21
2020-01-28 07:30:00;65;58;20;27;32;160;140;33;32
2020-01-28 07:45:00;60;51;21;35;33;125;117;27;27
2020-01-28 08:00:00;63;39;16;32;17;123;129;12;12
2020-01-28 08:15:00;54;40;18;30;22;108;109;22;22
2020-01-28 08:30:00;51;41;24;35;26;105;119;18;18
2020-01-28 08:45:00;51;41;23;33;31;79;80;18;18
2020-01-28 09:00:00;52;38;13;34;28;61;71;18;18
2020-01-28 09:15:00;57;25;22;23;18;62;73;22;22
2020-01-28 09:30:00;65;36;14;37;32;62;83;23;23
2020-01-28 09:45:00;57;44;14;27;29;77;79;13;13
2020-01-28 10:00:00;50;40;24;35;34;58;65;21;21
2020-01-28 10:15:00;51;29;11;39;32;49;61;21;21
2020-01-28 10:30:00;66;33;15;30;38;52;61;14;14
2020-01-28 10:45:00;64;42;18;34;33;44;40;19;19
2020-01-28 11:00:00;60;39;21;43;31;56;50;22;22
2020-01-28 11:15:00;69;44;20;47;33;57;57;22;23
2020-01-28 11:30:00;62;38;19;37;29;43;45;8;7
2020-01-28 11:45:00;62;52;18;43;35;51;51;5;5
2020-01-28 12:00:00;80;55;22;51;49;47;53;6;8
2020-01-28 12:15:00;70;46;16;54;50;44;66;11;9
2020-01-28 12:30:00;76;58;15;55;49;46;63;15;15
2020-01-28 12:45:00;72;65;15;47;38;46;52;10;10
2020-01-28 13:00:00;88;66;25;47;47;55;46;6;6
2020-01-28 13:15:00;100;77;9;53;48;51;76;15;15
2020-01-28 13:30:00;86;59;20;54;54;69;76;14;14
2020-01-28 13:45:00;68;70;12;53;67;59;56;18;18
2020-01-28 14:00:00;83;67;19;41;64;70;75;17;17
2020-01-28 14:15:00;77;64;13;91;106;63;68;15;15
2020-01-28 14:30:00;87;83;13;93;90;68;79;13;13
2020-01-28 14:45:00;84;72;22;84;87;68;67;2;2
2020-01-28 15:00:00;88;71;20;82;88;58;69;13;13
2020-01-28 15:15:00;115;98;23;80;94;66;74;16;17
2020-01-28 15:30:00;94;96;17;82;91;80;65;23;22
2020-01-28 15:45:00;107;104;17;108;107;78;77;11;11
2020-01-28 16:00:00;125;115;23;88;92;84;76;20;20
2020-01-28 16:15:00;131;113;27;91;89;84;68;17;17
2020-01-28 16:30:00;135;129;21;80;81;74;66;10;10
2020-01-28 16:45:00;124;112;15;92;81;104;90;12;12
2020-01-28 17:00:00;108;117;17;92;107;83;74;21;21
2020-01-28 17:15:00;130;119;28;99;103;97;82;20;20
2020-01-28 17:30:00;101;86;22;74;69;76;73;17;17
2020-01-28 17:45:00;89;98;21;77;66;70;79;11;12
2020-01-28 18:00:00;109;75;14;74;64;62;46;17;17
2020-01-28 18:15:00;87;66;14;62;58;66;70;8;7
2020-01-28 18:30:00;74;51;17;45;48;57;60;9;9
2020-01-28 18:45:00;71;38;14;53;42;48;56;16;16
2020-01-28 19:00:00;52;35;12;45;38;40;46;20;20
2020-01-28 19:15:00;70;37;14;42;33;41;34;4;4
2020-01-28 19:30:00;48;29;12;31;21;39;34;4;4
2020-01-28 19:45:00;56;26;8;31;20;41;40;9;9
2020-01-28 20:00:00;55;30;19;30;22;39;53;3;3
2020-01-28 20:15:00;50;26;8;28;17;40;51;4;4
2020-01-28 20:30:00;57;17;6;25;12;38;27;4;4
2020-01-28 20:45:00;36;23;8;30;19;37;35;8;9
2020-01-28 21:00:00;52;15;8;23;17;22;18;4;3
2020-01-28 21:15:00;68;19;11;29;23;32;32;5;5
2020-01-28 21:30:00;36;16;11;21;13;19;19;5;5
2020-01-28 21:45:00;38;23;6;55;48;18;11;6;6
2020-01-28 22:00:00;32;17;8;62;64;28;32;4;4
2020-01-28 22:15:00;36;16;7;66;51;30;23;5;5
2020-01-28 22:30:00;26;8;8;23;15;16;13;3;3
2020-01-28 22:45:00;19;10;3;14;4;10;11;3;3
2020-01-28 23:00:00;11;5;4;12;7;13;5;2;2
2020-01-28 23:15:00;6;5;2;6;4;14;7;2;2
2020-01-28 23:30:00;8;6;5;5;1;7;2;1;1
