DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-08-21 00:00:00;4;1;0;0;5;0;0;0
2019-08-21 00:15:00;2;3;0;0;1;2;0;0
2019-08-21 00:30:00;0;0;0;0;1;1;0;0
2019-08-21 00:45:00;0;2;0;0;0;0;0;0
2019-08-21 01:00:00;0;0;0;0;1;0;0;0
2019-08-21 01:15:00;0;2;0;0;3;4;0;0
2019-08-21 01:30:00;1;0;0;0;1;4;0;0
2019-08-21 01:45:00;0;0;0;0;1;2;0;0
2019-08-21 02:00:00;1;1;0;0;1;0;0;0
2019-08-21 02:15:00;0;0;0;0;0;1;0;0
2019-08-21 02:30:00;2;1;0;0;2;3;0;0
2019-08-21 02:45:00;0;3;0;0;1;2;0;0
2019-08-21 03:00:00;0;2;0;0;3;1;0;0
2019-08-21 03:15:00;1;0;0;0;1;0;0;0
2019-08-21 03:30:00;0;2;0;0;2;0;0;0
2019-08-21 03:45:00;3;3;0;0;1;0;0;0
2019-08-21 04:00:00;0;0;0;0;1;1;0;0
2019-08-21 04:15:00;1;0;0;0;4;4;0;0
2019-08-21 04:30:00;1;4;0;0;1;1;0;0
2019-08-21 04:45:00;5;5;0;0;4;5;0;0
2019-08-21 05:00:00;3;8;0;0;9;7;2;0
2019-08-21 05:15:00;0;14;0;0;13;18;3;0
2019-08-21 05:30:00;7;27;0;0;33;33;13;3
2019-08-21 05:45:00;14;29;1;0;44;28;9;0
2019-08-21 06:00:00;5;25;0;0;32;27;8;0
2019-08-21 06:15:00;13;34;3;0;43;31;9;0
2019-08-21 06:30:00;17;62;2;0;58;46;11;0
2019-08-21 06:45:00;22;59;1;0;62;49;18;2
2019-08-21 07:00:00;19;35;3;0;60;51;20;0
2019-08-21 07:15:00;25;45;5;0;65;61;21;0
2019-08-21 07:30:00;23;47;4;0;55;54;15;1
2019-08-21 07:45:00;30;40;6;0;63;56;25;0
2019-08-21 08:00:00;29;49;7;0;40;58;14;0
2019-08-21 08:15:00;27;55;6;0;47;40;12;0
2019-08-21 08:30:00;23;32;12;0;43;33;17;0
