DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-04-12 00:00:00;1;2;2;1;3;6;3;0;1
2020-04-12 00:15:00;3;5;2;1;1;2;3;0;2
2020-04-12 00:30:00;3;0;1;0;1;4;1;2;1
2020-04-12 00:45:00;4;3;1;1;0;1;0;0;0
2020-04-12 01:00:00;4;1;2;0;0;2;2;0;0
2020-04-12 01:15:00;2;0;1;1;0;1;0;1;1
2020-04-12 01:30:00;1;1;2;1;1;2;2;0;1
2020-04-12 01:45:00;2;2;1;1;1;1;0;1;1
2020-04-12 02:00:00;0;1;0;0;0;3;1;1;1
2020-04-12 02:15:00;0;1;2;2;1;2;1;0;1
2020-04-12 02:30:00;2;0;1;0;1;1;1;0;0
2020-04-12 02:45:00;0;0;0;0;0;0;0;0;0
2020-04-12 03:00:00;0;0;0;0;0;0;0;0;0
2020-04-12 03:15:00;1;2;2;3;0;0;0;0;0
2020-04-12 03:30:00;0;0;0;0;0;0;0;0;0
2020-04-12 03:45:00;1;1;1;1;0;1;2;0;1
2020-04-12 04:00:00;0;1;1;0;0;0;1;0;0
2020-04-12 04:15:00;0;1;1;0;0;0;1;0;0
2020-04-12 04:30:00;0;0;0;0;0;0;0;0;0
2020-04-12 04:45:00;1;1;1;1;2;1;1;0;0
2020-04-12 05:00:00;0;0;1;0;0;1;1;0;0
2020-04-12 05:15:00;5;3;2;1;1;3;1;0;2
2020-04-12 05:30:00;8;4;2;0;0;2;1;4;4
2020-04-12 05:45:00;3;1;2;0;0;3;3;0;0
2020-04-12 06:00:00;2;0;2;1;0;5;4;0;0
2020-04-12 06:15:00;5;5;4;2;4;12;1;0;0
2020-04-12 06:30:00;0;2;6;1;2;0;5;0;1
2020-04-12 06:45:00;6;2;2;0;0;3;2;0;0
2020-04-12 07:00:00;1;4;6;2;2;6;2;0;1
2020-04-12 07:15:00;3;4;1;0;0;1;1;1;2
2020-04-12 07:30:00;5;4;2;1;1;4;3;1;0
2020-04-12 07:45:00;8;3;1;1;0;8;0;1;0
2020-04-12 08:00:00;7;0;3;0;1;6;2;1;3
2020-04-12 08:15:00;5;2;1;1;2;4;1;2;3
2020-04-12 08:30:00;6;6;4;0;1;12;2;1;2
2020-04-12 08:45:00;7;2;5;0;2;6;5;1;3
2020-04-12 09:00:00;8;5;4;2;5;9;4;6;3
2020-04-12 09:15:00;7;6;5;3;7;12;10;2;7
2020-04-12 09:30:00;8;12;7;2;6;11;7;2;4
2020-04-12 09:45:00;2;7;12;7;8;19;13;6;4
2020-04-12 10:00:00;6;12;13;7;5;14;4;4;4
2020-04-12 10:15:00;16;8;10;6;5;18;11;7;7
2020-04-12 10:30:00;11;11;9;2;7;17;8;11;5
2020-04-12 10:45:00;12;21;20;10;5;15;12;3;7
2020-04-12 11:00:00;11;6;11;5;6;23;9;1;4
2020-04-12 11:15:00;17;16;13;1;6;22;4;3;5
2020-04-12 11:30:00;16;16;17;8;11;23;13;9;5
2020-04-12 11:45:00;12;15;22;5;11;21;16;3;4
2020-04-12 12:00:00;19;18;12;5;7;14;11;7;62
2020-04-12 12:15:00;13;14;17;5;10;16;16;5;6
2020-04-12 12:30:00;10;10;11;6;9;26;13;7;5
2020-04-12 12:45:00;16;11;14;3;10;25;11;6;5
2020-04-12 13:00:00;16;17;15;5;8;21;11;7;18
2020-04-12 13:15:00;17;16;18;8;9;27;17;8;8
2020-04-12 13:30:00;16;13;16;4;7;22;12;10;5
2020-04-12 13:45:00;19;17;14;9;8;29;22;3;3
2020-04-12 14:00:00;13;16;14;4;8;23;13;6;5
2020-04-12 14:15:00;12;18;13;6;10;22;11;4;4
