DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-06-15 00:00:00;0;0;0;1;1
2020-06-15 00:15:00;4;2;2;5;4
2020-06-15 00:30:00;5;0;0;1;7
2020-06-15 00:45:00;0;0;0;0;1
2020-06-15 01:00:00;3;0;0;0;0
2020-06-15 01:15:00;0;0;0;0;3
2020-06-15 01:30:00;0;0;0;2;1
2020-06-15 01:45:00;0;1;0;1;4
2020-06-15 02:00:00;1;0;0;2;1
2020-06-15 02:15:00;0;0;0;1;0
2020-06-15 02:30:00;0;0;0;0;0
2020-06-15 03:00:00;0;0;0;0;2
2020-06-15 03:15:00;0;0;0;0;0
2020-06-15 03:30:00;0;0;0;0;0
2020-06-15 03:45:00;2;1;0;0;0
2020-06-15 04:00:00;4;1;0;0;1
2020-06-15 04:15:00;2;0;0;0;0
2020-06-15 04:30:00;0;0;0;0;1
2020-06-15 04:45:00;1;0;0;1;3
2020-06-15 05:00:00;4;0;0;0;5
2020-06-15 05:15:00;1;0;0;6;7
2020-06-15 05:30:00;12;1;1;9;20
2020-06-15 05:45:00;8;2;6;15;11
2020-06-15 06:00:00;17;5;6;12;15
2020-06-15 06:15:00;22;3;3;26;42
2020-06-15 06:30:00;24;3;7;21;43
2020-06-15 06:45:00;44;5;4;27;61
2020-06-15 07:00:00;43;3;13;27;76
2020-06-15 07:15:00;43;15;10;19;129
2020-06-15 07:30:00;64;13;23;54;95
2020-06-15 07:45:00;61;14;30;58;86
2020-06-15 08:00:00;47;16;15;38;81
2020-06-15 08:15:00;37;10;16;42;74
2020-06-15 08:30:00;42;13;20;42;70
2020-06-15 08:45:00;39;13;26;31;66
2020-06-15 09:00:00;32;12;15;33;50
2020-06-15 09:15:00;26;8;9;34;47
2020-06-15 09:30:00;32;13;19;31;49
2020-06-15 09:45:00;38;19;20;46;70
2020-06-15 10:00:00;34;10;14;37;56
2020-06-15 10:15:00;30;8;19;30;64
2020-06-15 10:30:00;41;13;20;32;49
2020-06-15 10:45:00;27;18;24;49;55
2020-06-15 11:00:00;37;16;19;37;78
2020-06-15 11:15:00;44;15;21;29;80
2020-06-15 11:45:00;47;11;21;44;70
2020-06-15 12:00:00;37;10;22;33;70
2020-06-15 12:15:00;36;11;21;30;67
2020-06-15 12:30:00;59;18;14;36;84
2020-06-15 12:45:00;38;6;20;51;100
2020-06-15 13:00:00;84;20;20;41;91
2020-06-15 13:15:00;59;13;32;42;69
2020-06-15 13:30:00;42;12;25;39;70
2020-06-15 13:45:00;42;7;21;47;78
2020-06-15 14:00:00;38;11;29;43;77
2020-06-15 14:30:00;52;14;20;54;83
2020-06-15 14:45:00;58;11;22;46;103
2020-06-15 15:00:00;62;14;23;50;99
2020-06-15 15:15:00;71;7;37;72;77
2020-06-15 15:30:00;65;12;23;60;69
2020-06-15 15:45:00;51;15;31;61;94
2020-06-15 16:00:00;72;9;40;64;101
2020-06-15 16:15:00;79;14;39;70;82
2020-06-15 16:30:00;43;11;35;59;94
2020-06-15 16:45:00;46;4;30;71;101
2020-06-15 17:00:00;64;9;27;63;114
2020-06-15 17:15:00;47;16;36;65;96
2020-06-15 17:30:00;48;13;23;51;89
2020-06-15 17:45:00;39;11;30;61;94
2020-06-15 18:00:00;40;9;26;46;68
2020-06-15 18:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 18:30:00;27;6;13;26;66
2020-06-15 18:45:00;36;9;15;33;59
2020-06-15 19:00:00;27;5;8;27;55
2020-06-15 19:15:00;20;5;12;23;48
2020-06-15 19:30:00;18;3;7;18;50
2020-06-15 19:45:00;23;4;11;15;33
2020-06-15 20:00:00;24;5;7;22;38
2020-06-15 20:15:00;18;4;4;11;36
2020-06-15 20:30:00;17;3;8;18;32
2020-06-15 20:45:00;15;3;6;31;29
2020-06-15 21:00:00;13;3;8;19;30
2020-06-15 21:15:00;19;3;9;11;23
2020-06-15 21:30:00;10;0;4;7;17
2020-06-15 21:45:00;12;1;5;12;25
2020-06-15 22:00:00;10;4;4;6;22
2020-06-15 22:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 22:30:00;4;0;0;5;14
2020-06-15 22:45:00;3;0;3;8;6
2020-06-15 23:00:00;5;2;8;7;9
2020-06-15 23:15:00;5;0;0;3;3
2020-06-15 23:30:00;1;0;1;3;2
2020-06-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
