DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-05-15 00:00:00;11;6;3;4;9;5;0
2020-05-15 00:15:00;2;1;1;5;4;2;0
2020-05-15 00:30:00;1;1;1;1;0;1;0
2020-05-15 00:45:00;5;2;2;3;6;3;0
2020-05-15 01:00:00;2;4;2;1;6;6;0
2020-05-15 01:15:00;3;4;4;1;2;2;0
2020-05-15 01:30:00;3;2;2;3;5;3;0
2020-05-15 01:45:00;2;2;3;6;6;7;0
2020-05-15 02:00:00;4;8;7;1;3;3;0
2020-05-15 02:15:00;5;6;5;4;10;5;0
2020-05-15 02:30:00;0;0;0;2;8;2;0
2020-05-15 02:45:00;4;5;4;2;2;3;0
2020-05-15 03:00:00;1;1;1;6;3;1;0
2020-05-15 03:15:00;3;4;2;3;4;2;0
2020-05-15 03:30:00;6;6;2;2;10;6;0
2020-05-15 03:45:00;1;4;5;3;7;2;0
2020-05-15 04:00:00;3;2;1;3;7;4;0
2020-05-15 04:15:00;7;5;4;7;3;3;0
2020-05-15 04:30:00;8;7;3;2;6;5;0
2020-05-15 04:45:00;10;8;4;4;6;6;0
2020-05-15 05:00:00;19;7;4;8;20;8;0
2020-05-15 05:15:00;30;18;11;9;43;12;0
2020-05-15 05:30:00;29;27;17;9;48;18;0
2020-05-15 05:45:00;38;29;25;14;47;24;0
2020-05-15 06:00:00;36;26;20;6;51;21;0
2020-05-15 06:15:00;72;40;30;14;62;32;0
2020-05-15 06:30:00;67;38;31;16;63;31;0
2020-05-15 06:45:00;74;44;42;24;85;46;0
2020-05-15 07:00:00;77;56;52;36;50;17;1
2020-05-15 07:15:00;104;53;50;42;78;41;0
2020-05-15 07:30:00;72;51;47;29;70;34;1
2020-05-15 07:45:00;106;59;60;43;76;36;0
2020-05-15 08:00:00;70;37;31;30;83;37;1
2020-05-15 08:15:00;56;44;41;21;75;38;0
2020-05-15 08:30:00;69;46;37;31;57;31;0
2020-05-15 08:45:00;62;50;44;42;67;41;0
2020-05-15 09:00:00;64;34;32;91;64;35;0
2020-05-15 09:15:00;81;47;42;26;68;36;0
2020-05-15 09:30:00;83;55;45;45;80;40;0
2020-05-15 09:45:00;77;51;45;46;74;50;0
2020-05-15 10:00:00;90;48;45;37;81;47;0
2020-05-15 10:15:00;98;58;43;36;98;59;0
2020-05-15 10:30:00;105;74;58;74;89;56;1
2020-05-15 10:45:00;89;56;49;45;88;47;1
2020-05-15 11:00:00;99;51;51;57;94;57;2
2020-05-15 11:15:00;84;55;49;43;98;58;3
2020-05-15 11:30:00;75;62;50;42;105;54;0
2020-05-15 11:45:00;69;46;40;49;100;58;0
2020-05-15 12:00:00;90;68;63;46;109;71;3
2020-05-15 12:15:00;99;68;55;68;100;65;4
2020-05-15 12:30:00;86;64;55;41;106;63;1
2020-05-15 12:45:00;112;69;61;41;128;69;0
2020-05-15 13:00:00;104;59;52;51;118;64;0
2020-05-15 13:15:00;101;43;38;44;101;58;2
2020-05-15 13:30:00;111;63;56;35;107;58;3
2020-05-15 13:45:00;94;60;52;63;105;71;3
2020-05-15 14:00:00;84;43;38;39;118;45;0
2020-05-15 14:15:00;73;34;33;34;83;61;1
2020-05-15 14:30:00;103;60;51;51;125;74;1
2020-05-15 14:45:00;109;57;54;55;112;60;1
2020-05-15 15:00:00;84;52;47;61;95;73;2
2020-05-15 15:15:00;92;48;41;60;105;56;2
2020-05-15 15:30:00;96;47;42;118;92;44;0
2020-05-15 15:45:00;88;58;53;58;101;53;0
2020-05-15 16:00:00;79;55;47;39;91;53;2
2020-05-15 16:15:00;70;46;46;35;92;55;0
2020-05-15 16:30:00;81;47;37;41;94;64;0
2020-05-15 16:45:00;96;48;45;31;89;59;3
2020-05-15 17:00:00;75;47;44;46;96;67;0
2020-05-15 17:15:00;53;37;35;39;93;37;0
2020-05-15 17:30:00;19;16;11;6;26;8;0
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;36;21;16;12;42;18;1
2020-05-15 19:00:00;44;26;21;13;61;25;0
2020-05-15 19:15:00;35;19;17;8;46;11;0
2020-05-15 19:30:00;23;18;16;15;36;12;1
2020-05-15 19:45:00;27;13;12;10;40;10;1
2020-05-15 20:00:00;19;8;5;10;34;11;0
2020-05-15 20:15:00;27;7;5;7;30;9;0
2020-05-15 20:30:00;27;15;8;2;19;11;0
2020-05-15 20:45:00;25;17;12;6;28;12;0
2020-05-15 21:00:00;27;15;11;7;24;14;0
2020-05-15 21:15:00;34;15;11;2;23;12;0
2020-05-15 21:30:00;12;4;3;2;20;10;0
2020-05-15 21:45:00;22;16;11;5;19;10;0
2020-05-15 22:00:00;17;4;2;2;16;7;0
2020-05-15 22:15:00;22;17;9;11;18;6;0
2020-05-15 22:30:00;13;8;7;4;11;7;0
2020-05-15 22:45:00;13;8;4;3;21;6;0
2020-05-15 23:00:00;10;6;5;2;7;2;0
2020-05-15 23:15:00;13;4;3;3;7;5;0
2020-05-15 23:30:00;10;6;3;6;9;4;0
2020-05-15 23:45:00;10;9;6;2;8;5;0
