DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-12-24 00:00:00;1;5;0;0;4;2;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0
2020-12-24 00:15:00;6;3;0;0;5;4;0;1;1;3;3;3;3;7;6;0;0;0;0;0;0;0;0
2020-12-24 00:30:00;8;3;0;0;3;2;0;0;1;0;0;0;0;8;4;0;0;0;0;0;0;0;0
2020-12-24 00:45:00;5;3;0;1;4;2;0;0;0;0;0;1;1;5;4;0;0;0;0;0;0;0;0
2020-12-24 01:00:00;3;4;0;1;1;2;0;2;2;0;0;0;0;4;1;0;0;0;0;0;0;0;0
2020-12-24 01:15:00;2;2;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-12-24 01:30:00;5;5;0;1;2;4;0;1;1;0;0;0;0;8;4;0;0;0;0;0;0;0;0
2020-12-24 01:45:00;4;3;1;2;2;3;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0
2020-12-24 02:00:00;2;0;0;0;6;2;1;1;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0
2020-12-24 02:15:00;4;3;1;0;5;6;0;0;0;0;0;1;0;5;5;0;0;0;0;0;0;0;0
2020-12-24 02:30:00;2;4;0;0;4;4;1;0;0;1;0;0;0;4;4;0;0;0;0;0;0;0;0
2020-12-24 02:45:00;3;4;0;0;4;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0
2020-12-24 03:00:00;0;3;0;1;2;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-12-24 03:15:00;0;3;1;0;5;2;0;1;2;0;0;1;2;2;6;0;0;0;0;0;0;0;0
2020-12-24 03:30:00;0;2;1;1;6;5;4;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0
2020-12-24 03:45:00;1;2;0;0;7;2;0;1;0;0;0;1;1;2;7;0;0;0;0;0;0;0;0
2020-12-24 04:00:00;5;4;0;0;3;3;1;1;3;0;0;1;0;5;4;0;0;0;0;0;0;0;0
2020-12-24 04:15:00;10;11;1;4;3;4;1;2;3;0;0;0;0;11;3;0;0;0;0;0;0;0;0
