DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-10-09 00:00:00;9;8;15;8;0;0
2019-10-09 00:15:00;9;15;22;12;0;0
2019-10-09 00:30:00;7;7;7;8;0;0
2019-10-09 00:45:00;8;10;16;7;0;0
2019-10-09 01:00:00;9;11;9;11;0;0
2019-10-09 01:15:00;6;6;14;15;0;0
2019-10-09 01:30:00;7;8;11;4;0;0
2019-10-09 01:45:00;5;4;9;12;0;0
2019-10-09 02:00:00;5;7;8;7;0;0
2019-10-09 02:15:00;7;6;14;13;0;0
2019-10-09 02:30:00;5;3;6;6;0;0
2019-10-09 02:45:00;7;5;8;8;0;0
2019-10-09 03:00:00;6;8;9;13;0;0
2019-10-09 03:15:00;4;4;12;11;0;0
2019-10-09 03:30:00;8;8;17;10;0;0
2019-10-09 03:45:00;3;1;16;11;0;0
2019-10-09 04:00:00;10;10;16;12;0;0
2019-10-09 04:15:00;12;13;16;10;0;0
2019-10-09 04:30:00;23;21;33;14;0;0
2019-10-09 04:45:00;25;19;65;38;0;0
2019-10-09 05:00:00;27;26;96;79;0;0
2019-10-09 05:15:00;30;52;157;143;0;0
2019-10-09 05:30:00;49;54;150;164;0;0
2019-10-09 05:45:00;87;118;128;109;0;0
2019-10-09 06:00:00;95;157;158;178;0;0
2019-10-09 06:15:00;65;117;142;141;0;0
2019-10-09 06:30:00;71;111;180;190;1;0
2019-10-09 06:45:00;77;107;154;164;3;0
2019-10-09 07:00:00;50;79;157;164;1;0
2019-10-09 07:15:00;77;104;147;177;0;0
2019-10-09 07:30:00;85;119;136;137;14;0
2019-10-09 07:45:00;85;118;136;127;34;3
2019-10-09 08:00:00;87;79;105;112;22;0
2019-10-09 08:15:00;64;92;120;139;2;0
2019-10-09 08:30:00;80;99;139;146;5;0
2019-10-09 08:45:00;95;103;116;126;0;0
2019-10-09 09:00:00;86;101;118;120;16;1
2019-10-09 09:15:00;95;98;110;131;6;0
2019-10-09 09:30:00;75;78;111;133;10;0
2019-10-09 09:45:00;89;78;107;145;18;5
2019-10-09 10:00:00;94;87;101;112;3;0
2019-10-09 10:15:00;89;76;97;94;13;0
2019-10-09 10:30:00;88;90;106;108;20;0
2019-10-09 10:45:00;69;103;125;107;6;0
2019-10-09 11:00:00;94;86;99;100;4;0
2019-10-09 11:15:00;112;101;104;100;2;1
2019-10-09 11:30:00;93;104;91;75;18;0
2019-10-09 11:45:00;116;114;115;105;2;0
2019-10-09 12:00:00;97;142;114;103;5;2
2019-10-09 12:15:00;102;102;100;87;22;5
2019-10-09 12:30:00;104;107;91;92;42;2
2019-10-09 12:45:00;117;123;102;112;35;0
2019-10-09 13:00:00;111;144;118;119;13;0
2019-10-09 13:15:00;104;135;134;134;17;0
2019-10-09 13:30:00;109;148;156;156;6;0
2019-10-09 13:45:00;114;164;157;134;8;0
2019-10-09 14:00:00;110;149;124;140;9;1
2019-10-09 14:15:00;152;227;106;111;4;0
2019-10-09 14:30:00;149;182;121;112;11;0
2019-10-09 14:45:00;144;175;104;105;15;57
2019-10-09 15:00:00;143;174;85;90;9;1
2019-10-09 15:15:00;152;194;125;83;15;1
2019-10-09 15:30:00;142;208;109;121;13;0
2019-10-09 15:45:00;148;184;103;112;22;0
2019-10-09 16:00:00;117;183;98;96;9;0
2019-10-09 16:15:00;149;200;106;111;26;40
2019-10-09 16:30:00;170;224;121;131;25;5
2019-10-09 16:45:00;129;189;115;100;6;0
2019-10-09 17:00:00;158;215;108;111;4;0
2019-10-09 17:15:00;143;171;104;122;2;0
2019-10-09 17:30:00;162;220;144;125;10;11
2019-10-09 17:45:00;133;217;124;122;8;2
2019-10-09 18:00:00;140;176;114;102;2;1
2019-10-09 18:15:00;109;162;105;87;2;0
2019-10-09 18:30:00;103;146;85;88;25;27
2019-10-09 18:45:00;84;109;85;64;7;0
2019-10-09 19:00:00;83;96;74;88;12;0
2019-10-09 19:15:00;89;93;70;62;6;0
2019-10-09 19:30:00;55;71;68;64;11;0
2019-10-09 19:45:00;48;61;55;45;7;0
2019-10-09 20:00:00;75;88;58;51;1;0
2019-10-09 20:15:00;59;51;65;44;4;0
2019-10-09 20:30:00;47;38;49;35;1;0
2019-10-09 20:45:00;38;28;79;52;4;0
2019-10-09 21:00:00;35;48;98;106;1;4
2019-10-09 21:15:00;42;44;125;127;0;0
2019-10-09 21:30:00;53;54;72;52;2;0
2019-10-09 21:45:00;89;126;43;32;3;0
2019-10-09 22:00:00;87;134;28;20;0;0
2019-10-09 22:15:00;77;94;45;29;0;0
2019-10-09 22:30:00;33;32;25;20;0;0
2019-10-09 22:45:00;27;21;24;9;0;0
2019-10-09 23:00:00;29;20;18;13;0;0
2019-10-09 23:15:00;13;10;22;13;0;0
2019-10-09 23:30:00;9;13;15;14;0;0
2019-10-09 23:45:00;12;7;20;11;0;0
