DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-02-13 00:00:00;7;0;7;0;0;0
2020-02-13 00:15:00;8;0;2;0;0;0
2020-02-13 00:30:00;8;0;6;0;0;0
2020-02-13 00:45:00;6;0;5;0;0;0
2020-02-13 01:00:00;7;1;4;0;0;0
2020-02-13 01:15:00;2;0;2;0;0;0
2020-02-13 01:30:00;5;0;4;0;0;0
2020-02-13 01:45:00;3;0;3;0;0;0
2020-02-13 02:00:00;2;0;4;1;0;0
2020-02-13 02:15:00;1;0;5;0;0;0
2020-02-13 02:30:00;1;0;4;0;0;0
2020-02-13 02:45:00;9;0;6;0;0;0
2020-02-13 03:00:00;9;0;7;0;0;0
2020-02-13 03:15:00;5;0;4;0;0;0
2020-02-13 03:30:00;3;0;7;0;0;0
2020-02-13 03:45:00;4;0;8;0;0;0
2020-02-13 04:00:00;7;0;7;0;0;0
2020-02-13 04:15:00;6;2;9;0;0;0
2020-02-13 04:30:00;11;0;18;0;0;0
2020-02-13 04:45:00;10;8;35;1;0;0
2020-02-13 05:00:00;27;15;76;0;6;2
2020-02-13 05:15:00;59;39;196;2;10;7
2020-02-13 05:30:00;63;42;187;9;7;11
2020-02-13 05:45:00;127;32;138;80;16;2
2020-02-13 06:00:00;112;15;129;92;7;9
2020-02-13 06:15:00;90;14;125;32;9;2
2020-02-13 06:30:00;98;34;166;11;11;3
2020-02-13 06:45:00;108;15;161;9;7;3
2020-02-13 07:00:00;101;11;165;4;4;11
2020-02-13 07:15:00;100;9;151;4;10;7
2020-02-13 07:30:00;109;12;139;2;6;8
2020-02-13 07:45:00;125;10;111;1;1;11
2020-02-13 08:00:00;105;9;141;1;3;5
2020-02-13 08:15:00;109;9;143;4;3;11
2020-02-13 08:30:00;79;0;118;0;4;1
2020-02-13 08:45:00;60;3;75;2;5;4
2020-02-13 09:00:00;44;5;52;3;1;0
2020-02-13 09:15:00;65;2;68;3;5;0
2020-02-13 09:30:00;60;1;54;4;1;0
2020-02-13 09:45:00;45;6;65;2;1;0
2020-02-13 10:00:00;45;1;51;2;2;2
2020-02-13 10:15:00;56;3;66;3;3;2
2020-02-13 10:30:00;56;1;76;4;0;0
2020-02-13 10:45:00;56;2;53;3;0;0
2020-02-13 11:00:00;59;2;53;2;1;4
2020-02-13 11:15:00;62;1;64;2;3;0
2020-02-13 11:30:00;58;4;50;2;5;0
2020-02-13 11:45:00;62;3;62;2;0;0
2020-02-13 12:00:00;76;2;47;14;3;3
2020-02-13 12:15:00;74;3;53;3;0;0
2020-02-13 12:30:00;73;3;59;1;2;1
2020-02-13 12:45:00;80;8;70;9;12;28
2020-02-13 13:00:00;88;21;104;10;0;38
2020-02-13 13:15:00;94;54;140;10;10;11
2020-02-13 13:30:00;94;53;179;5;2;21
2020-02-13 13:45:00;109;35;164;23;12;20
2020-02-13 14:00:00;136;14;83;80;33;51
2020-02-13 14:15:00;125;4;117;147;11;8
2020-02-13 14:30:00;147;1;78;49;1;9
2020-02-13 14:45:00;93;1;61;34;11;5
2020-02-13 15:00:00;122;1;92;49;25;6
2020-02-13 15:15:00;180;3;94;53;12;10
2020-02-13 15:30:00;124;5;58;29;6;6
2020-02-13 15:45:00;141;0;93;18;5;6
2020-02-13 16:00:00;137;3;79;20;4;7
2020-02-13 16:15:00;126;1;76;20;8;4
2020-02-13 16:30:00;119;3;81;26;7;6
2020-02-13 16:45:00;134;6;91;17;3;3
2020-02-13 17:00:00;122;3;80;13;4;0
2020-02-13 17:15:00;139;1;80;17;1;3
2020-02-13 17:30:00;98;1;70;9;0;3
2020-02-13 17:45:00;89;2;91;14;2;5
2020-02-13 18:00:00;78;1;62;13;0;1
2020-02-13 18:15:00;90;2;82;9;1;1
2020-02-13 18:30:00;69;0;52;7;0;5
2020-02-13 18:45:00;48;2;66;8;1;4
2020-02-13 19:00:00;42;0;44;4;0;1
2020-02-13 19:15:00;45;3;35;1;0;0
2020-02-13 19:30:00;39;2;37;1;1;0
2020-02-13 19:45:00;35;0;34;0;0;0
2020-02-13 20:00:00;48;0;23;2;0;0
2020-02-13 20:15:00;35;1;24;1;0;6
2020-02-13 20:30:00;37;4;33;1;4;0
2020-02-13 20:45:00;39;1;52;2;4;2
2020-02-13 21:00:00;41;11;109;4;15;7
2020-02-13 21:15:00;32;29;182;5;12;3
2020-02-13 21:30:00;46;13;92;25;4;54
2020-02-13 21:45:00;79;4;75;131;12;7
2020-02-13 22:00:00;107;1;30;139;4;16
2020-02-13 22:15:00;43;1;11;38;1;19
2020-02-13 22:30:00;23;0;12;10;1;1
2020-02-13 22:45:00;20;1;15;6;1;0
2020-02-13 23:00:00;14;0;12;1;0;0
2020-02-13 23:15:00;9;0;5;0;0;0
2020-02-13 23:30:00;6;0;8;0;0;0
2020-02-13 23:45:00;4;0;15;2;0;0
