DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-06-14 00:00:00;7;8;22;5;16;10;9;2;6;6;0;0;0;0
2020-06-14 00:15:00;18;14;22;5;10;10;7;0;11;13;0;0;0;0
2020-06-14 00:30:00;9;8;10;4;16;10;5;1;9;7;0;0;0;0
2020-06-14 00:45:00;6;5;10;2;6;8;6;6;8;6;0;0;0;0
2020-06-14 01:00:00;5;4;16;6;13;8;8;3;7;5;0;0;0;0
2020-06-14 01:15:00;5;8;14;2;7;4;5;0;6;2;0;0;0;0
2020-06-14 01:30:00;4;4;9;1;12;6;3;0;2;4;0;0;0;0
2020-06-14 01:45:00;4;6;7;0;9;6;2;2;2;4;0;0;0;0
2020-06-14 02:00:00;1;2;8;0;10;2;4;0;3;5;0;0;0;0
2020-06-14 02:15:00;2;4;8;0;2;2;1;1;2;3;0;0;0;0
2020-06-14 02:30:00;1;4;7;1;4;3;3;0;3;5;0;0;0;0
2020-06-14 02:45:00;1;2;6;2;5;4;1;0;4;1;0;0;0;0
2020-06-14 03:00:00;0;4;5;2;4;3;2;0;0;3;0;0;0;0
2020-06-14 03:15:00;2;2;5;0;3;4;2;1;3;2;0;0;0;0
2020-06-14 03:30:00;2;3;3;0;3;3;1;1;2;1;0;0;0;0
2020-06-14 03:45:00;1;2;5;0;1;3;1;0;0;1;0;0;0;0
2020-06-14 04:00:00;3;1;3;0;0;0;1;0;1;1;0;0;0;0
2020-06-14 04:15:00;0;2;3;0;0;1;1;0;0;0;0;0;0;0
2020-06-14 04:30:00;0;0;2;0;0;2;1;2;2;1;0;0;0;0
2020-06-14 04:45:00;2;0;3;0;3;1;1;0;2;2;0;0;0;0
2020-06-14 05:00:00;1;1;2;0;2;4;2;0;2;1;0;0;0;0
2020-06-14 05:15:00;2;1;3;0;4;1;3;0;0;1;0;0;0;0
2020-06-14 05:30:00;4;7;11;0;0;1;4;1;2;2;0;0;0;0
2020-06-14 05:45:00;3;6;9;0;0;0;4;1;5;2;0;0;0;0
2020-06-14 06:00:00;3;1;6;0;4;4;5;0;1;4;0;0;0;0
2020-06-14 06:15:00;5;6;4;0;5;0;2;0;6;3;0;0;0;0
2020-06-14 06:30:00;3;3;3;2;3;2;10;2;2;3;0;0;0;0
2020-06-14 06:45:00;2;2;5;2;5;3;5;1;4;3;0;0;0;0
2020-06-14 07:00:00;4;6;10;1;1;5;3;0;5;1;0;0;0;0
2020-06-14 07:15:00;7;6;13;5;9;8;2;1;6;6;0;0;0;0
2020-06-14 07:30:00;5;3;7;1;4;3;5;1;2;5;0;0;0;0
2020-06-14 07:45:00;5;5;12;1;5;12;6;1;5;5;0;0;0;0
2020-06-14 08:00:00;5;3;12;1;5;6;2;2;5;3;0;0;0;0
2020-06-14 08:15:00;3;2;8;2;5;6;6;1;9;4;0;0;0;0
2020-06-14 08:30:00;7;10;21;6;7;4;6;1;4;5;0;0;0;0
2020-06-14 08:45:00;6;6;19;7;12;10;9;5;9;9;0;0;0;0
2020-06-14 09:00:00;12;5;18;5;7;13;5;2;12;7;0;0;0;0
2020-06-14 09:15:00;18;11;18;7;10;17;7;2;17;16;0;0;0;0
2020-06-14 09:30:00;18;9;29;3;20;14;11;2;12;12;0;0;0;0
2020-06-14 09:45:00;18;9;26;10;20;19;15;4;11;15;0;0;0;0
2020-06-14 10:00:00;13;5;18;5;26;17;11;1;17;7;0;0;0;0
2020-06-14 10:15:00;19;12;34;13;19;15;17;4;15;9;0;0;0;0
2020-06-14 10:30:00;25;14;38;17;21;16;13;3;22;17;0;0;0;0
2020-06-14 10:45:00;29;17;32;10;27;32;18;6;25;29;0;0;0;0
2020-06-14 11:00:00;28;9;48;19;25;17;9;3;19;16;0;0;0;0
2020-06-14 11:15:00;22;19;33;19;39;19;23;8;31;18;0;0;0;0
2020-06-14 11:30:00;28;15;40;14;34;33;19;7;24;24;0;0;0;0
2020-06-14 11:45:00;29;25;39;18;39;24;24;9;26;20;0;0;0;0
2020-06-14 12:00:00;35;23;43;17;29;23;15;5;21;21;0;0;0;0
2020-06-14 12:15:00;34;28;37;14;28;22;16;4;32;25;0;0;0;0
2020-06-14 12:30:00;29;22;34;16;34;22;15;3;21;31;0;0;0;0
2020-06-14 12:45:00;40;31;46;17;44;32;15;4;29;29;0;0;0;0
2020-06-14 13:00:00;26;25;47;17;33;30;17;11;25;25;0;0;0;0
2020-06-14 13:15:00;53;24;46;21;31;30;23;7;26;23;0;0;0;0
2020-06-14 13:30:00;48;24;52;28;34;30;20;6;25;34;0;0;0;0
2020-06-14 13:45:00;43;29;63;29;40;29;23;6;28;33;0;0;0;0
2020-06-14 14:00:00;41;33;53;29;41;31;16;9;38;29;0;0;0;0
2020-06-14 14:15:00;47;27;46;21;47;32;19;7;33;34;0;0;0;0
2020-06-14 14:30:00;45;27;49;22;47;36;22;9;28;30;0;0;0;0
2020-06-14 14:45:00;49;30;49;23;52;36;26;9;29;26;0;0;0;0
2020-06-14 15:00:00;34;25;55;26;43;40;19;8;36;27;0;0;0;0
2020-06-14 15:15:00;39;27;40;20;54;41;21;9;33;34;0;0;0;0
2020-06-14 15:30:00;30;15;51;21;43;39;19;10;44;33;0;0;0;0
2020-06-14 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 16:00:00;34;20;52;22;44;34;25;9;37;29;0;0;0;0
2020-06-14 16:15:00;35;32;47;21;49;28;15;7;33;29;0;0;0;0
2020-06-14 16:30:00;41;25;47;20;51;32;24;6;30;32;0;0;0;0
2020-06-14 16:45:00;37;29;59;27;53;46;25;12;35;29;0;0;0;0
2020-06-14 17:00:00;47;32;51;17;42;35;22;10;35;41;0;0;0;0
2020-06-14 17:15:00;42;26;50;15;53;33;27;11;43;40;0;0;0;0
2020-06-14 17:30:00;40;29;44;25;55;37;28;6;33;27;0;0;0;0
2020-06-14 17:45:00;57;40;59;28;51;43;33;8;41;41;0;0;0;0
2020-06-14 18:00:00;35;28;43;15;36;35;31;16;21;19;0;0;0;0
2020-06-14 18:15:00;39;36;52;21;38;28;33;12;33;36;0;0;0;0
2020-06-14 18:30:00;44;32;49;20;38;38;30;13;30;36;0;0;0;0
2020-06-14 18:45:00;37;29;46;16;45;42;25;11;24;29;0;0;0;0
2020-06-14 19:00:00;31;28;44;19;35;28;22;8;25;33;0;0;0;0
2020-06-14 19:15:00;31;32;41;16;34;34;21;5;23;21;0;0;0;0
2020-06-14 19:30:00;30;27;45;10;34;24;29;9;21;17;0;0;0;0
2020-06-14 19:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 20:00:00;32;18;43;13;31;27;21;12;24;19;0;0;0;0
2020-06-14 20:15:00;30;19;30;12;18;22;16;5;16;22;0;0;0;0
2020-06-14 20:30:00;28;13;34;15;31;22;14;3;14;14;0;0;0;0
2020-06-14 20:45:00;24;12;26;12;31;22;14;8;11;18;0;0;0;0
2020-06-14 21:00:00;24;15;35;12;31;22;10;4;18;21;0;0;0;0
2020-06-14 21:15:00;22;16;24;8;34;16;14;3;10;10;0;0;0;0
2020-06-14 21:30:00;18;11;27;11;17;17;15;3;9;13;0;0;0;0
2020-06-14 21:45:00;17;14;32;5;21;18;7;3;12;16;0;0;0;0
2020-06-14 22:00:00;22;12;18;4;12;11;10;5;24;21;0;0;0;0
2020-06-14 22:15:00;16;12;26;4;19;12;12;6;23;24;0;0;0;0
2020-06-14 22:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
