DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-09-19 00:00:00;1;8;4;1;2;4;3;1;0;0;0;0;0;0;0;0;0;0
2019-09-19 00:15:00;2;2;8;3;4;5;6;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 00:30:00;4;3;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 00:45:00;5;5;2;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 01:00:00;3;4;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2019-09-19 01:15:00;4;6;1;1;1;4;1;0;0;0;1;0;0;0;0;0;0;0
2019-09-19 01:30:00;3;5;5;2;2;3;2;1;0;0;0;0;0;0;0;0;0;0
2019-09-19 01:45:00;2;5;2;0;0;3;5;1;0;0;0;0;0;0;0;0;0;0
2019-09-19 02:00:00;1;3;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 02:15:00;4;3;0;1;1;4;4;1;0;0;1;0;0;0;0;0;0;0
2019-09-19 02:30:00;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 02:45:00;1;2;2;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 03:00:00;4;2;0;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 03:15:00;2;2;3;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 03:30:00;2;3;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 03:45:00;2;4;3;1;1;3;5;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 04:00:00;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 04:15:00;10;6;1;2;2;5;5;1;0;0;1;0;0;0;0;0;0;0
2019-09-19 04:30:00;9;12;0;1;2;3;2;1;0;0;1;0;0;0;1;0;0;0
2019-09-19 04:45:00;11;23;1;3;3;4;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-19 05:00:00;40;53;3;20;22;11;19;2;2;1;1;5;0;0;15;0;0;0
2019-09-19 05:15:00;78;137;5;26;31;12;25;6;0;0;20;9;0;0;23;2;0;0
2019-09-19 05:30:00;98;109;11;34;43;25;60;1;3;4;5;15;3;0;26;3;0;0
2019-09-19 05:45:00;81;74;15;43;36;65;117;6;4;5;3;30;0;0;29;4;0;0
2019-09-19 06:00:00;41;47;21;25;3;68;131;1;3;4;5;20;0;0;22;0;0;0
2019-09-19 06:15:00;59;60;10;35;11;30;68;2;5;3;6;19;0;0;15;0;0;0
2019-09-19 06:30:00;81;73;6;78;5;30;81;0;3;1;10;12;3;0;15;0;0;0
2019-09-19 06:45:00;64;74;15;67;8;25;67;0;8;5;4;7;0;0;3;0;0;0
2019-09-19 07:00:00;82;66;6;45;7;27;72;1;6;6;18;5;0;0;8;2;0;0
2019-09-19 07:15:00;58;82;7;46;2;41;77;4;5;4;9;6;0;0;37;1;0;0
2019-09-19 07:30:00;74;86;15;57;9;39;99;7;4;5;15;17;0;0;18;0;0;0
2019-09-19 07:45:00;75;83;16;63;7;35;61;11;7;6;15;16;0;0;10;7;0;0
2019-09-19 08:00:00;54;92;15;64;12;39;79;6;3;3;16;9;0;0;31;0;0;0
2019-09-19 08:15:00;67;68;17;39;7;40;93;5;7;6;17;22;0;0;9;0;0;0
2019-09-19 08:30:00;61;68;13;34;6;35;59;5;5;4;21;11;0;0;9;0;0;0
2019-09-19 08:45:00;61;61;16;26;7;32;56;2;3;6;16;9;5;0;10;0;0;0
2019-09-19 09:00:00;36;44;22;23;2;25;39;9;5;4;6;6;0;0;11;0;0;0
2019-09-19 09:15:00;56;34;15;17;9;38;55;12;2;2;16;8;0;0;6;0;0;0
2019-09-19 09:30:00;38;32;17;19;4;35;61;6;1;2;5;20;3;0;11;0;0;0
2019-09-19 09:45:00;48;36;13;19;4;28;39;19;3;8;17;0;0;0;3;0;2;0
2019-09-19 10:00:00;52;36;21;19;11;23;38;12;4;1;12;0;0;0;12;3;0;0
2019-09-19 10:15:00;55;36;15;21;7;30;43;23;5;2;9;0;0;0;2;0;0;0
2019-09-19 10:30:00;48;37;27;17;8;26;41;5;3;3;11;11;0;0;6;0;0;0
2019-09-19 10:45:00;49;44;25;12;6;32;35;20;3;5;18;10;0;0;3;0;0;0
2019-09-19 11:00:00;43;31;18;23;7;23;38;8;8;4;9;2;7;0;14;1;0;0
2019-09-19 11:15:00;40;25;14;16;8;25;53;11;1;1;8;7;0;0;6;1;1;0
2019-09-19 11:30:00;43;23;13;28;7;36;41;11;4;5;8;2;0;0;15;0;0;0
2019-09-19 11:45:00;43;36;20;29;7;35;38;14;3;4;7;6;1;0;19;0;0;0
2019-09-19 12:00:00;53;34;21;14;7;36;55;19;6;4;11;21;0;0;28;6;0;0
2019-09-19 12:15:00;53;30;16;21;3;32;54;15;3;4;13;6;0;0;66;9;0;0
2019-09-19 12:30:00;57;47;18;24;8;30;50;12;12;6;8;74;0;0;6;0;0;0
2019-09-19 12:45:00;54;59;21;18;7;32;64;12;6;5;15;6;0;0;21;0;0;0
