DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-11-13 00:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-13 00:15:00;2;0;0;0;5;0;0;0;0;0;0;0;0;0
2020-11-13 00:30:00;4;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-11-13 00:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-13 01:00:00;3;0;0;0;4;1;0;0;0;0;0;0;0;0
2020-11-13 01:15:00;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-13 01:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-13 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-13 02:00:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-13 02:15:00;0;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-11-13 02:30:00;2;0;0;0;1;2;0;0;0;0;0;0;0;0
2020-11-13 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-13 03:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-13 03:15:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-13 03:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-13 03:45:00;1;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-11-13 04:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-13 04:15:00;1;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-11-13 04:30:00;1;0;0;0;5;3;0;0;0;0;0;0;0;0
2020-11-13 04:45:00;5;0;0;0;5;3;0;0;0;0;0;0;0;0
2020-11-13 05:00:00;4;0;0;0;12;8;0;0;0;0;0;0;0;0
2020-11-13 05:15:00;6;0;0;0;14;9;0;0;0;0;0;0;0;0
2020-11-13 05:30:00;7;0;0;0;25;13;0;0;0;0;0;0;0;0
2020-11-13 05:45:00;11;0;0;0;22;15;0;0;0;0;0;0;0;0
2020-11-13 06:00:00;12;0;0;0;24;10;0;0;0;0;0;0;0;0
2020-11-13 06:15:00;19;0;0;0;49;21;0;0;0;0;0;0;0;0
2020-11-13 06:30:00;15;0;0;0;52;22;0;0;0;0;0;0;0;0
2020-11-13 06:45:00;34;0;0;0;40;18;0;0;0;0;0;0;0;0
2020-11-13 07:00:00;23;254;254;254;64;25;254;254;1;0;2;0;0;0
2020-11-13 07:15:00;37;0;0;0;108;42;0;0;2;0;2;0;0;0
2020-11-13 07:30:00;40;0;0;0;76;29;0;0;0;0;0;0;0;0
2020-11-13 07:45:00;36;0;0;0;85;32;0;0;2;0;0;0;0;0
2020-11-13 08:00:00;36;0;0;0;77;36;0;0;3;0;0;0;0;0
2020-11-13 08:15:00;34;0;0;0;80;44;0;0;0;0;0;0;0;1
2020-11-13 08:30:00;34;0;0;0;56;20;0;0;0;0;0;0;0;0
2020-11-13 08:45:00;36;0;0;0;71;31;0;0;0;1;0;0;0;0
