DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-04-30 00:00:00;10;3;16;2;4;1;0
2020-04-30 00:15:00;14;8;13;3;6;5;2
2020-04-30 00:30:00;15;8;8;2;2;3;3
2020-04-30 00:45:00;8;1;11;6;3;3;5
2020-04-30 01:00:00;6;5;6;2;1;2;4
2020-04-30 01:15:00;5;1;4;0;4;0;4
2020-04-30 01:30:00;7;2;4;2;2;2;1
2020-04-30 01:45:00;9;2;8;2;4;1;2
2020-04-30 02:00:00;4;1;12;0;2;6;5
2020-04-30 02:15:00;6;1;10;3;4;5;1
2020-04-30 02:30:00;7;2;4;1;1;2;1
2020-04-30 02:45:00;7;2;5;3;3;4;2
2020-04-30 03:00:00;5;2;3;0;1;4;1
2020-04-30 03:15:00;8;3;4;0;3;5;5
2020-04-30 03:30:00;7;3;6;3;2;9;5
2020-04-30 03:45:00;12;2;10;1;2;5;2
2020-04-30 04:00:00;11;3;7;2;3;7;7
2020-04-30 04:15:00;10;7;15;2;2;2;1
2020-04-30 04:30:00;9;7;14;4;4;1;4
2020-04-30 04:45:00;16;12;25;5;0;4;1
2020-04-30 05:00:00;21;11;58;16;1;2;1
2020-04-30 05:15:00;41;19;82;24;1;0;1
2020-04-30 05:30:00;48;13;93;50;0;0;1
2020-04-30 05:45:00;36;27;105;56;1;0;0
2020-04-30 06:00:00;50;19;76;34;1;0;0
2020-04-30 06:15:00;73;27;126;54;9;0;0
2020-04-30 06:30:00;96;54;146;75;9;1;0
2020-04-30 06:45:00;108;53;129;81;6;0;4
2020-04-30 07:00:00;110;57;123;71;8;0;0
2020-04-30 07:15:00;139;89;117;64;8;1;2
2020-04-30 07:30:00;150;77;147;97;7;1;0
2020-04-30 07:45:00;137;85;158;74;7;1;0
2020-04-30 08:00:00;98;67;133;72;8;1;1
2020-04-30 08:15:00;114;65;117;60;7;0;0
2020-04-30 08:30:00;123;70;124;76;9;0;0
2020-04-30 08:45:00;130;79;126;63;9;2;0
2020-04-30 09:00:00;109;70;115;61;10;2;3
2020-04-30 09:15:00;118;79;143;68;9;3;1
2020-04-30 09:30:00;125;84;127;76;10;2;0
2020-04-30 09:45:00;121;120;142;64;10;2;0
2020-04-30 10:00:00;102;91;148;94;11;0;2
2020-04-30 10:15:00;125;98;153;73;12;0;1
2020-04-30 10:30:00;118;97;133;67;8;2;2
2020-04-30 10:45:00;131;110;152;84;20;2;2
2020-04-30 11:00:00;134;98;130;73;6;2;1
2020-04-30 11:15:00;131;99;140;74;13;2;2
2020-04-30 11:30:00;140;111;166;94;7;2;1
2020-04-30 11:45:00;141;111;155;76;7;2;1
2020-04-30 12:00:00;137;109;167;81;13;4;5
2020-04-30 12:15:00;159;109;163;89;13;0;0
2020-04-30 12:30:00;137;94;145;60;12;6;0
2020-04-30 12:45:00;161;93;164;84;11;3;1
2020-04-30 13:00:00;158;124;175;86;12;3;4
2020-04-30 13:15:00;140;129;154;91;7;3;0
2020-04-30 13:30:00;146;85;162;96;9;4;0
2020-04-30 13:45:00;153;136;157;107;9;6;1
2020-04-30 14:00:00;167;106;161;101;8;3;5
2020-04-30 14:15:00;181;138;168;97;9;2;3
2020-04-30 14:30:00;176;152;188;99;20;2;3
2020-04-30 14:45:00;118;102;119;56;7;4;2
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;72;46;62;40;5;1;2
2020-04-30 16:30:00;207;145;170;113;17;3;2
2020-04-30 16:45:00;167;150;178;97;14;4;4
2020-04-30 17:00:00;191;127;193;127;14;3;3
2020-04-30 17:15:00;154;123;159;99;14;3;5
2020-04-30 17:30:00;164;131;157;80;12;2;2
2020-04-30 17:45:00;138;112;179;89;11;1;3
2020-04-30 18:00:00;143;106;150;99;9;6;2
2020-04-30 18:15:00;146;104;143;70;10;8;2
2020-04-30 18:30:00;122;88;129;61;6;2;3
2020-04-30 18:45:00;114;87;133;50;17;6;1
2020-04-30 19:00:00;80;68;100;44;7;5;0
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
