DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2019-10-08 00:00:00;11;9;1;0;1;0;17;17;0;0;0;1;0;0;0
2019-10-08 00:15:00;15;9;2;0;0;0;21;16;0;0;0;0;0;0;0
2019-10-08 00:30:00;16;5;0;0;0;0;16;12;0;0;0;0;0;0;0
2019-10-08 00:45:00;6;9;1;1;0;0;13;10;0;0;0;1;0;0;0
2019-10-08 01:00:00;5;7;1;0;0;0;10;11;0;0;0;0;0;0;0
2019-10-08 01:15:00;1;8;0;0;0;0;6;5;0;0;0;0;0;0;0
2019-10-08 01:30:00;4;4;0;0;0;0;10;12;0;0;0;0;0;0;0
2019-10-08 01:45:00;3;5;0;0;0;0;13;10;0;0;0;0;0;0;0
2019-10-08 02:00:00;2;2;0;0;1;0;10;8;0;0;0;1;0;0;0
2019-10-08 02:15:00;3;2;0;0;0;0;11;9;0;0;0;0;0;0;0
2019-10-08 02:30:00;10;8;0;0;0;0;9;6;0;0;0;0;0;0;0
2019-10-08 02:45:00;8;5;0;0;0;0;10;7;0;0;0;0;0;0;0
2019-10-08 03:00:00;6;4;0;0;0;0;7;7;0;0;0;0;0;0;0
2019-10-08 03:15:00;4;1;1;0;0;0;16;14;0;0;0;0;0;0;0
2019-10-08 03:30:00;12;5;0;0;0;0;11;12;0;0;0;0;0;0;0
2019-10-08 03:45:00;7;4;0;0;0;0;9;7;0;0;0;0;0;0;0
2019-10-08 04:00:00;12;6;0;0;0;0;23;19;0;0;0;0;0;0;0
2019-10-08 04:15:00;11;11;0;0;1;0;20;16;0;0;0;1;0;1;0
2019-10-08 04:30:00;20;15;0;0;0;1;23;20;0;0;0;0;0;0;0
2019-10-08 04:45:00;33;17;0;0;0;0;25;27;0;0;0;0;0;0;0
2019-10-08 05:00:00;64;51;0;0;1;0;58;56;0;0;0;1;0;0;0
2019-10-08 05:15:00;122;72;0;0;0;1;53;63;0;0;0;0;0;0;0
2019-10-08 05:30:00;122;75;1;0;1;0;70;70;0;0;0;1;0;0;0
2019-10-08 05:45:00;107;64;0;1;1;0;73;101;0;0;0;1;0;0;0
2019-10-08 06:00:00;110;65;0;0;4;7;47;94;0;0;0;6;2;0;0
2019-10-08 06:15:00;132;71;3;0;1;0;69;132;0;0;0;3;0;0;0
2019-10-08 06:30:00;149;109;0;1;7;3;50;108;0;0;0;6;0;0;0
2019-10-08 06:45:00;153;98;8;2;3;3;32;111;0;0;0;5;1;0;0
2019-10-08 07:00:00;123;98;25;3;3;2;56;152;0;0;0;2;0;0;0
2019-10-08 07:15:00;51;34;16;7;5;5;46;180;0;0;0;9;0;0;1
2019-10-08 07:30:00;5;7;13;10;13;6;21;182;0;0;0;21;0;0;0
2019-10-08 07:45:00;6;19;10;5;13;4;44;195;0;0;0;16;0;0;0
2019-10-08 08:00:00;3;14;11;7;14;4;42;173;0;0;0;12;0;0;0
2019-10-08 08:15:00;60;78;14;5;9;5;46;192;0;0;0;10;0;0;0
2019-10-08 08:30:00;94;130;13;1;12;4;50;193;0;0;0;11;0;0;3
2019-10-08 08:45:00;90;103;13;0;6;5;71;165;0;0;0;6;0;0;0
2019-10-08 09:00:00;96;114;12;0;3;3;68;155;0;0;0;4;0;0;0
2019-10-08 09:15:00;92;117;9;1;9;0;66;178;0;0;0;8;2;0;4
2019-10-08 09:30:00;87;136;8;1;12;2;74;184;0;0;0;12;0;0;0
2019-10-08 09:45:00;97;105;2;1;3;2;56;191;0;0;0;4;0;0;0
2019-10-08 10:00:00;92;106;1;0;5;3;80;189;0;0;0;7;0;0;0
2019-10-08 10:15:00;102;106;0;1;9;2;80;197;0;0;0;10;3;0;0
2019-10-08 10:30:00;98;77;0;0;3;2;79;187;0;0;0;3;0;0;0
2019-10-08 10:45:00;86;115;0;2;9;4;86;198;0;0;0;11;0;0;0
2019-10-08 11:00:00;63;66;2;3;5;0;79;196;0;0;0;9;0;0;2
2019-10-08 11:15:00;70;91;0;0;7;1;87;208;0;0;0;8;0;0;0
2019-10-08 11:30:00;74;80;0;1;6;3;68;192;0;0;0;8;0;0;0
2019-10-08 11:45:00;81;86;2;1;5;2;73;166;0;0;0;6;0;0;5
2019-10-08 12:00:00;78;78;0;1;8;2;72;199;0;0;0;10;0;0;5
2019-10-08 12:15:00;84;93;0;1;6;1;72;212;0;0;0;7;0;0;0
2019-10-08 12:30:00;75;64;0;1;9;3;79;191;0;0;0;10;0;0;0
2019-10-08 12:45:00;86;93;2;4;5;2;67;202;0;0;0;5;6;0;0
2019-10-08 13:00:00;94;86;0;2;8;2;56;185;0;0;0;9;0;0;0
2019-10-08 13:15:00;108;87;0;1;7;3;55;220;0;0;0;8;0;0;2
2019-10-08 13:30:00;96;115;2;1;8;2;62;196;0;0;0;9;0;0;0
2019-10-08 13:45:00;90;93;0;3;15;1;46;213;0;0;0;14;0;0;0
2019-10-08 14:00:00;59;35;0;2;12;3;31;184;0;0;0;11;0;0;5
2019-10-08 14:15:00;59;11;0;1;9;2;41;213;0;0;0;10;3;0;0
2019-10-08 14:30:00;76;32;0;3;8;1;16;147;0;0;0;10;0;0;4
2019-10-08 14:45:00;70;35;0;0;12;6;7;129;0;0;0;12;0;0;0
2019-10-08 15:00:00;75;20;0;0;16;7;24;177;0;0;0;17;0;0;3
2019-10-08 15:15:00;80;21;0;2;18;1;12;151;0;0;0;19;0;0;0
2019-10-08 15:30:00;76;32;0;3;15;2;9;165;0;0;0;15;8;0;3
2019-10-08 15:45:00;71;20;7;2;18;5;11;127;0;0;0;20;0;0;3
2019-10-08 16:00:00;102;91;1;2;23;5;24;200;0;0;0;23;0;0;1
2019-10-08 16:15:00;98;84;14;0;19;6;31;177;0;0;0;19;0;0;1
2019-10-08 16:30:00;113;125;9;3;27;0;13;171;0;0;0;28;0;0;0
2019-10-08 16:45:00;102;126;3;0;25;1;22;209;0;0;0;25;0;0;2
2019-10-08 17:00:00;93;116;8;1;22;4;25;215;0;0;0;23;0;0;1
2019-10-08 17:15:00;107;132;10;2;24;3;13;127;0;0;0;24;0;0;6
2019-10-08 17:30:00;97;125;6;0;21;5;19;229;0;0;0;21;0;0;0
2019-10-08 17:45:00;97;132;2;0;21;4;27;200;0;0;0;21;1;0;0
