DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2019-12-02 00:00:00;10;10;3;2;5;9;5;6;6;1;0;0;0;0
2019-12-02 00:15:00;4;3;0;0;3;16;10;6;2;1;0;0;0;0
2019-12-02 00:30:00;12;8;2;2;2;9;11;4;3;1;0;0;0;0
2019-12-02 00:45:00;5;8;2;3;3;5;9;2;2;3;0;0;0;0
2019-12-02 01:00:00;10;8;4;0;1;5;3;2;4;2;0;0;0;0
2019-12-02 01:15:00;4;1;0;2;2;2;3;3;0;1;0;0;0;0
2019-12-02 01:30:00;5;5;2;3;4;3;2;1;2;1;0;0;0;0
2019-12-02 01:45:00;2;2;0;0;1;6;5;1;0;0;0;0;0;0
2019-12-02 02:00:00;4;1;0;0;1;6;8;0;0;0;0;0;0;0
2019-12-02 02:15:00;0;3;0;1;1;6;5;0;0;2;0;0;0;0
2019-12-02 02:30:00;1;2;1;1;2;3;2;1;0;0;0;0;0;0
2019-12-02 02:45:00;3;0;1;3;2;5;4;1;1;0;0;0;0;0
2019-12-02 03:00:00;2;1;0;1;0;2;6;3;0;1;0;0;0;0
2019-12-02 03:15:00;4;3;1;0;0;6;5;3;0;1;0;0;0;0
2019-12-02 03:30:00;5;5;0;0;0;6;4;3;0;0;0;0;0;0
2019-12-02 03:45:00;8;7;0;1;0;5;7;2;0;1;0;0;0;0
2019-12-02 04:00:00;6;4;1;1;3;10;8;2;2;1;0;0;0;0
2019-12-02 04:15:00;5;3;1;1;5;14;12;4;0;2;0;0;0;0
2019-12-02 04:30:00;16;14;4;3;4;14;10;15;3;1;0;0;0;0
2019-12-02 04:45:00;28;15;3;5;7;9;7;2;3;0;0;0;0;0
2019-12-02 05:00:00;53;50;5;6;14;31;29;7;7;5;0;0;0;0
2019-12-02 05:15:00;76;71;6;10;17;31;25;17;3;3;0;0;0;0
2019-12-02 05:30:00;58;69;2;14;20;35;34;22;7;9;0;0;0;0
2019-12-02 05:45:00;64;75;6;23;20;34;33;34;9;6;0;0;0;0
2019-12-02 06:00:00;52;71;3;17;24;34;23;33;12;4;0;0;6;0
2019-12-02 06:15:00;78;112;8;19;22;40;34;33;13;12;0;0;0;0
2019-12-02 06:30:00;82;115;13;12;44;51;41;46;11;7;0;0;2;0
2019-12-02 06:45:00;89;113;9;51;42;63;45;53;25;18;2;0;0;0
2019-12-02 07:00:00;105;138;11;31;73;66;57;35;14;5;0;2;0;0
2019-12-02 07:15:00;119;144;25;45;97;70;66;39;17;11;2;0;3;0
2019-12-02 07:30:00;121;126;33;47;95;95;70;30;12;9;2;0;0;0
2019-12-02 07:45:00;108;116;19;76;90;113;103;56;27;20;31;0;3;0
2019-12-02 08:00:00;92;122;27;36;79;98;101;44;12;9;0;0;2;0
2019-12-02 08:15:00;103;112;28;39;61;96;88;48;20;6;5;0;2;0
2019-12-02 08:30:00;100;111;22;46;62;78;75;49;12;6;0;0;0;0
2019-12-02 08:45:00;80;102;25;48;57;89;95;55;18;13;0;1;0;0
2019-12-02 09:00:00;93;100;24;36;54;87;92;56;19;8;2;0;1;0
2019-12-02 09:15:00;94;103;34;45;40;90;96;54;25;14;0;0;3;0
2019-12-02 09:30:00;89;111;22;38;64;94;98;41;16;11;0;0;2;0
2019-12-02 09:45:00;84;116;26;49;53;102;111;56;23;15;3;0;6;0
2019-12-02 10:00:00;96;94;33;43;60;97;98;37;17;10;0;0;0;1
2019-12-02 10:15:00;99;106;30;55;60;106;94;58;17;12;5;0;0;0
2019-12-02 10:30:00;88;96;24;34;57;102;110;51;15;13;0;1;2;0
2019-12-02 10:45:00;87;97;31;47;46;104;113;58;26;12;2;37;11;0
2019-12-02 11:00:00;86;88;19;44;35;108;130;46;22;8;0;0;2;0
2019-12-02 11:15:00;99;100;29;36;55;100;124;61;12;15;4;0;10;3
2019-12-02 11:30:00;92;94;31;46;44;127;120;67;16;13;3;0;0;0
2019-12-02 11:45:00;80;95;29;40;59;111;94;54;16;11;1;0;0;0
2019-12-02 12:00:00;90;82;24;39;34;105;119;47;24;15;0;0;0;0
2019-12-02 12:15:00;87;87;23;53;50;107;119;58;24;16;0;0;9;0
2019-12-02 12:30:00;79;85;22;34;44;119;136;46;11;7;1;13;0;0
2019-12-02 12:45:00;89;88;28;48;42;108;121;48;20;10;0;0;0;0
2019-12-02 13:00:00;94;103;16;65;42;106;116;39;20;11;0;0;0;0
2019-12-02 13:15:00;109;122;26;39;41;97;118;42;19;11;2;4;28;0
2019-12-02 13:30:00;93;105;26;37;50;109;141;51;17;10;1;14;0;0
2019-12-02 13:45:00;102;108;27;38;39;94;124;55;17;14;67;1;0;0
2019-12-02 14:00:00;99;79;23;47;40;106;125;46;15;11;2;0;0;0
2019-12-02 14:15:00;74;98;23;34;45;109;135;55;18;16;1;0;1;0
2019-12-02 14:30:00;89;92;31;42;43;123;151;57;12;13;21;27;3;0
2019-12-02 14:45:00;85;85;29;39;41;94;135;49;24;9;1;0;5;0
2019-12-02 15:00:00;87;86;29;48;49;133;163;53;22;10;0;1;0;0
2019-12-02 15:15:00;79;89;36;42;38;121;150;49;19;19;3;33;3;0
2019-12-02 15:30:00;83;84;29;46;50;121;147;49;21;9;0;0;3;0
2019-12-02 15:45:00;107;109;33;56;36;144;166;61;37;11;0;0;2;0
2019-12-02 16:00:00;107;102;26;47;70;145;174;51;39;8;0;0;5;6
2019-12-02 16:15:00;98;105;28;43;48;157;186;54;27;10;9;0;0;0
2019-12-02 16:30:00;107;92;27;47;60;134;159;55;14;19;0;0;0;2
2019-12-02 16:45:00;103;106;28;43;37;150;170;70;20;13;0;0;1;0
2019-12-02 17:00:00;93;94;25;42;36;156;171;70;34;14;0;2;0;0
2019-12-02 17:15:00;106;106;29;54;39;151;148;41;42;12;0;0;3;0
2019-12-02 17:30:00;95;87;27;35;45;158;148;53;32;15;4;0;3;0
2019-12-02 17:45:00;102;106;30;49;45;143;127;72;32;9;1;2;2;0
2019-12-02 18:00:00;69;71;28;43;48;139;158;59;46;16;1;4;8;0
2019-12-02 18:15:00;83;75;27;30;34;134;163;57;14;9;6;0;8;4
2019-12-02 18:30:00;92;83;25;30;33;120;108;38;17;5;0;0;8;0
2019-12-02 18:45:00;76;78;21;33;26;102;87;42;22;8;3;0;1;0
2019-12-02 19:00:00;63;68;13;25;31;101;103;36;28;14;0;0;0;0
2019-12-02 19:15:00;64;63;21;19;26;88;87;24;7;6;0;0;9;0
2019-12-02 19:30:00;58;59;18;23;20;77;84;28;12;7;0;0;0;0
2019-12-02 19:45:00;57;57;21;19;30;84;83;27;8;8;0;0;1;0
2019-12-02 20:00:00;53;53;14;12;13;67;60;28;17;8;0;0;2;0
2019-12-02 20:15:00;35;35;15;16;17;83;69;27;8;9;0;0;0;0
2019-12-02 20:30:00;40;46;8;9;19;59;55;29;14;7;0;0;0;0
2019-12-02 20:45:00;48;52;11;15;15;67;57;28;8;15;3;0;0;0
2019-12-02 21:00:00;50;49;9;11;12;54;48;16;12;6;0;0;0;0
2019-12-02 21:15:00;43;43;6;7;16;59;41;19;5;1;0;0;0;0
2019-12-02 21:30:00;16;20;4;8;11;54;52;31;4;7;0;0;0;0
2019-12-02 21:45:00;27;25;4;13;6;52;59;15;3;4;0;0;0;0
2019-12-02 22:00:00;25;18;5;5;7;74;72;27;9;6;0;0;0;0
2019-12-02 22:15:00;30;31;6;5;3;87;99;28;4;4;0;0;0;0
2019-12-02 22:30:00;15;14;6;5;8;44;44;12;7;7;0;0;0;0
2019-12-02 22:45:00;19;17;11;5;7;31;32;12;6;4;1;0;0;0
2019-12-02 23:00:00;16;4;0;1;5;28;24;14;2;3;0;0;0;0
2019-12-02 23:15:00;17;15;7;2;4;27;21;11;3;2;0;0;0;0
2019-12-02 23:30:00;13;8;4;3;3;19;12;11;4;1;0;0;0;0
2019-12-02 23:45:00;10;11;2;5;6;19;21;6;2;3;0;0;0;0
