DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-11-28 00:00:00;1;0;4;3;2;1;7;2;5;0;0;0
2019-11-28 00:15:00;1;2;2;2;2;1;4;258;2;0;0;0
2019-11-28 00:30:00;1;2;4;0;1;4;5;256;1;0;0;0
2019-11-28 00:45:00;1;4;4;0;0;3;4;1;2;0;0;0
2019-11-28 01:00:00;0;3;2;0;0;1;2;0;0;0;0;0
2019-11-28 01:15:00;0;3;1;0;1;1;3;0;1;0;0;0
2019-11-28 01:30:00;0;1;1;1;3;0;4;0;0;0;0;0
2019-11-28 01:45:00;2;2;2;0;0;2;3;0;0;0;0;0
2019-11-28 02:00:00;2;2;3;0;0;2;6;0;0;0;0;0
2019-11-28 02:15:00;0;0;0;0;0;0;1;0;0;0;0;0
2019-11-28 02:30:00;0;0;1;0;0;0;1;0;0;0;0;0
2019-11-28 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 03:00:00;0;0;0;0;0;1;1;0;0;0;0;0
2019-11-28 03:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-11-28 03:30:00;0;1;1;0;1;0;0;0;0;0;0;0
2019-11-28 03:45:00;0;0;0;0;0;0;2;0;0;0;0;0
2019-11-28 04:00:00;0;0;2;0;0;1;3;0;0;0;0;0
2019-11-28 04:15:00;0;1;1;0;0;1;0;0;0;0;0;0
2019-11-28 04:30:00;2;0;1;0;0;0;2;0;0;0;0;0
2019-11-28 04:45:00;1;1;2;0;0;3;5;0;0;1;0;0
2019-11-28 05:00:00;2;4;5;0;0;5;12;0;0;1;0;0
2019-11-28 05:15:00;5;7;15;0;1;5;29;0;0;2;0;0
2019-11-28 05:30:00;19;14;21;2;1;8;42;0;1;0;254;0
2019-11-28 05:45:00;44;37;44;0;0;3;33;0;1;1;0;0
2019-11-28 06:00:00;43;31;38;0;0;6;27;0;0;0;0;0
2019-11-28 06:15:00;19;16;22;0;1;3;21;0;1;1;0;0
2019-11-28 06:30:00;18;12;23;0;0;9;52;0;1;0;0;1
2019-11-28 06:45:00;25;28;43;2;4;13;53;1;3;5;0;0
2019-11-28 07:00:00;26;19;38;3;3;12;61;257;2;5;0;0
2019-11-28 07:15:00;33;30;43;2;4;16;64;0;4;2;0;0
2019-11-28 07:30:00;68;43;65;1;3;18;71;0;6;8;0;3
2019-11-28 07:45:00;54;53;61;1;2;16;65;1;5;5;0;0
2019-11-28 08:00:00;46;49;52;0;5;22;66;256;4;4;0;3
2019-11-28 08:15:00;54;55;73;5;6;17;59;4;5;0;0;0
2019-11-28 08:30:00;62;45;58;2;5;14;50;256;6;2;0;2
2019-11-28 08:45:00;56;61;69;1;13;13;47;255;5;0;0;0
2019-11-28 09:00:00;67;82;88;3;10;16;43;7;9;1;0;0
2019-11-28 09:15:00;62;75;83;6;16;18;45;16;17;0;0;0
2019-11-28 09:30:00;70;80;77;6;21;22;49;11;31;0;0;3
2019-11-28 09:45:00;66;93;92;10;20;36;58;279;28;0;0;3
2019-11-28 10:00:00;60;64;88;12;16;22;53;14;18;0;0;0
2019-11-28 10:15:00;66;66;73;16;11;23;64;265;19;0;0;1
2019-11-28 10:30:00;79;73;71;21;32;38;74;9;20;2;0;0
2019-11-28 10:45:00;88;87;102;18;23;27;59;12;32;0;0;6
2019-11-28 11:00:00;58;72;84;19;22;40;87;24;20;1;0;0
2019-11-28 11:15:00;66;67;80;17;26;42;77;16;23;0;0;0
2019-11-28 11:30:00;67;75;76;26;25;38;74;24;34;0;0;0
2019-11-28 11:45:00;79;85;76;25;24;54;107;17;21;3;0;5
2019-11-28 12:00:00;79;80;81;27;28;43;97;36;33;1;0;6
2019-11-28 12:15:00;59;76;60;32;26;38;87;26;24;0;0;6
2019-11-28 12:30:00;71;65;83;34;20;39;104;16;21;0;0;2
2019-11-28 12:45:00;58;70;93;33;19;46;107;27;22;0;0;0
2019-11-28 13:00:00;58;55;67;24;26;49;116;15;24;2;0;2
2019-11-28 13:15:00;57;57;63;32;23;43;109;35;26;1;0;1
2019-11-28 13:30:00;56;62;75;19;19;36;81;11;16;1;0;0
2019-11-28 13:45:00;59;53;90;22;17;34;89;9;21;0;0;1
2019-11-28 14:00:00;74;58;59;24;18;26;71;16;21;2;0;0
2019-11-28 14:15:00;99;95;155;24;18;27;80;14;20;1;0;0
2019-11-28 14:30:00;83;92;95;16;21;50;86;26;32;3;0;1
2019-11-28 14:45:00;64;73;76;21;30;30;66;8;19;1;0;3
2019-11-28 15:00:00;101;84;86;24;31;33;81;22;24;2;0;3
2019-11-28 15:15:00;110;103;99;25;30;48;86;29;32;0;0;0
2019-11-28 15:30:00;106;89;97;27;28;33;81;14;33;0;0;1
2019-11-28 15:45:00;106;83;91;29;26;34;82;31;36;3;0;3
2019-11-28 16:00:00;111;111;108;32;30;40;89;22;26;2;0;0
2019-11-28 16:15:00;112;115;119;38;22;25;87;26;25;1;0;4
2019-11-28 16:30:00;103;118;114;23;24;46;95;22;31;2;0;2
2019-11-28 16:45:00;106;113;115;35;33;32;75;16;31;4;0;0
2019-11-28 17:00:00;107;93;99;27;23;31;94;29;40;2;0;0
2019-11-28 17:15:00;112;85;69;30;21;48;106;17;27;4;0;3
2019-11-28 17:30:00;102;91;88;37;26;53;106;23;41;3;0;6
2019-11-28 17:45:00;97;95;97;48;32;48;94;31;34;4;0;0
2019-11-28 18:00:00;78;91;82;33;34;39;84;30;33;0;0;4
2019-11-28 18:15:00;78;69;69;21;29;49;100;22;37;0;0;0
