DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-02-25 00:00:00;1;0;0;10;0;0;0;0
2020-02-25 00:15:00;7;0;0;7;0;0;0;0
2020-02-25 00:30:00;0;2;1;4;1;0;0;0
2020-02-25 00:45:00;6;1;0;3;2;0;0;0
2020-02-25 01:00:00;2;2;0;2;1;0;0;0
2020-02-25 01:15:00;6;0;0;2;1;0;0;0
2020-02-25 01:30:00;7;2;0;4;0;0;0;0
2020-02-25 01:45:00;2;0;1;1;0;0;0;0
2020-02-25 02:00:00;4;2;1;1;1;0;0;0
2020-02-25 02:15:00;2;0;0;0;0;0;0;0
2020-02-25 02:30:00;4;1;1;0;0;0;0;0
2020-02-25 02:45:00;2;0;0;1;0;0;0;0
2020-02-25 03:00:00;0;0;1;1;0;0;0;0
2020-02-25 03:15:00;1;1;0;0;1;0;0;0
2020-02-25 03:30:00;1;0;0;0;0;0;0;0
2020-02-25 03:45:00;2;1;0;2;0;0;0;0
2020-02-25 04:00:00;6;0;1;1;0;0;0;0
2020-02-25 04:15:00;7;0;1;2;0;0;0;0
2020-02-25 04:30:00;7;0;0;4;0;0;0;0
2020-02-25 04:45:00;8;0;0;4;1;0;0;0
2020-02-25 05:00:00;21;5;1;5;2;0;0;0
2020-02-25 05:15:00;17;4;1;11;3;0;0;0
2020-02-25 05:30:00;56;7;1;24;1;0;0;0
2020-02-25 05:45:00;49;7;5;25;1;0;0;0
2020-02-25 06:00:00;62;4;7;26;3;0;0;0
2020-02-25 06:15:00;67;10;10;22;3;0;0;0
2020-02-25 06:30:00;109;7;8;56;5;8;0;0
2020-02-25 06:45:00;108;11;13;70;13;106;0;0
2020-02-25 07:00:00;75;10;9;66;7;0;0;0
2020-02-25 07:15:00;98;15;10;79;20;10;0;1
2020-02-25 07:30:00;124;16;21;74;11;2;0;0
2020-02-25 07:45:00;117;12;20;88;26;16;0;0
2020-02-25 08:00:00;115;21;26;90;11;15;0;0
2020-02-25 08:15:00;90;18;22;60;15;9;0;0
2020-02-25 08:30:00;90;8;22;67;16;7;0;0
2020-02-25 08:45:00;96;20;13;55;17;3;0;0
