DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-10-01 00:00:00;6;4;8;11;0;0;0;0;0;0;0;0
2020-10-01 00:15:00;7;4;4;6;0;0;0;0;0;0;0;0
2020-10-01 00:30:00;12;8;4;6;0;0;0;0;0;0;0;0
2020-10-01 00:45:00;9;4;4;7;0;0;0;0;0;0;0;0
2020-10-01 01:00:00;11;7;5;2;0;0;0;0;0;0;0;0
2020-10-01 01:15:00;5;2;4;6;0;0;0;0;0;0;0;0
2020-10-01 01:30:00;5;0;4;2;0;0;0;0;0;0;0;0
2020-10-01 01:45:00;3;3;6;3;0;0;0;0;0;0;0;0
2020-10-01 02:00:00;5;1;3;1;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;2;2;6;7;0;0;0;0;0;0;0;0
2020-10-01 02:30:00;5;0;7;5;0;0;0;0;0;0;0;0
2020-10-01 02:45:00;6;3;4;1;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;3;1;3;1;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;7;0;3;1;0;0;0;0;0;0;0;0
2020-10-01 03:30:00;5;2;3;3;0;0;0;0;0;0;0;0
2020-10-01 03:45:00;5;1;2;0;0;0;0;0;0;0;0;0
2020-10-01 04:00:00;3;4;7;3;0;0;0;0;0;0;0;0
2020-10-01 04:15:00;9;2;6;2;0;0;0;0;0;0;0;0
2020-10-01 04:30:00;9;5;7;8;0;0;0;0;0;0;0;0
2020-10-01 04:45:00;16;3;17;9;0;0;0;0;0;0;0;0
2020-10-01 05:00:00;28;3;16;14;0;0;0;0;0;0;0;0
2020-10-01 05:15:00;35;18;17;24;0;0;0;0;0;0;0;0
2020-10-01 05:30:00;58;16;35;36;0;0;0;0;0;0;0;0
2020-10-01 05:45:00;75;42;39;57;0;0;0;0;0;0;0;0
2020-10-01 06:00:00;60;27;48;55;0;0;0;0;0;0;0;0
2020-10-01 06:15:00;87;40;53;85;0;0;0;0;0;0;0;0
2020-10-01 06:30:00;97;41;66;91;0;0;0;0;0;0;0;0
2020-10-01 06:45:00;113;62;65;91;11;3;0;0;16;7;0;0
2020-10-01 07:00:00;134;57;86;90;15;19;0;3;109;2;0;0
2020-10-01 07:15:00;96;53;73;104;37;1;0;0;34;9;8;0
2020-10-01 07:30:00;37;16;27;43;1;4;0;0;0;5;0;0
2020-10-01 07:45:00;161;87;99;147;6;23;0;0;22;2;0;0
2020-10-01 08:00:00;124;87;103;116;6;4;1;1;9;10;0;0
2020-10-01 08:15:00;139;86;80;101;2;10;0;3;15;7;0;0
2020-10-01 08:30:00;140;85;74;83;16;2;0;0;0;14;0;0
2020-10-01 08:45:00;118;73;73;69;8;8;0;0;4;14;0;1
2020-10-01 09:00:00;106;80;62;68;12;0;0;0;5;37;0;0
2020-10-01 09:15:00;99;45;72;86;3;6;0;0;5;13;8;6
2020-10-01 09:30:00;126;62;82;85;7;4;0;0;4;2;0;0
2020-10-01 09:45:00;133;73;91;100;16;5;0;0;9;18;0;0
2020-10-01 10:00:00;100;55;68;73;7;5;0;0;0;18;0;0
2020-10-01 10:15:00;123;66;88;86;23;2;2;0;0;4;0;0
2020-10-01 10:30:00;130;67;89;92;18;9;1;0;8;19;0;0
2020-10-01 10:45:00;127;78;91;103;8;1;0;0;0;22;0;5
2020-10-01 11:00:00;114;69;86;85;7;8;0;1;4;1;0;0
2020-10-01 11:15:00;111;79;103;125;15;0;8;0;7;8;1;3
2020-10-01 11:30:00;113;85;96;111;12;1;0;0;11;18;0;0
2020-10-01 11:45:00;123;75;96;102;5;7;0;0;5;7;0;0
2020-10-01 12:00:00;125;73;88;102;1;7;0;0;11;5;0;0
2020-10-01 12:15:00;120;66;97;123;3;6;0;0;5;11;0;0
2020-10-01 12:30:00;104;63;88;112;40;10;1;0;2;91;0;5
2020-10-01 12:45:00;93;57;72;87;7;2;0;0;14;9;0;0
2020-10-01 13:00:00;137;71;94;112;27;3;0;0;2;14;0;4
2020-10-01 13:15:00;133;85;89;99;17;1;0;0;7;28;0;20
2020-10-01 13:30:00;102;59;103;123;23;3;0;0;2;5;0;0
2020-10-01 13:45:00;110;62;83;98;6;10;0;1;16;7;1;0
2020-10-01 14:00:00;115;78;90;115;17;36;0;2;13;18;0;0
2020-10-01 14:15:00;154;99;88;126;6;58;0;10;5;8;0;0
2020-10-01 14:30:00;119;84;111;126;7;18;0;0;11;5;0;0
2020-10-01 14:45:00;127;90;90;123;37;15;0;0;9;32;1;0
2020-10-01 15:00:00;151;96;113;136;23;1;1;0;1;12;0;2
2020-10-01 15:15:00;136;101;112;137;11;0;0;0;7;20;0;0
2020-10-01 15:30:00;147;114;124;176;18;8;0;0;21;55;0;0
2020-10-01 15:45:00;161;91;131;172;8;2;0;6;31;30;2;0
2020-10-01 16:00:00;141;98;129;169;43;8;0;0;9;36;0;0
2020-10-01 16:15:00;148;112;130;173;21;17;0;1;23;12;4;1
2020-10-01 16:30:00;157;125;148;164;29;8;0;2;22;12;0;0
2020-10-01 16:45:00;162;123;141;184;14;5;0;0;11;9;0;3
2020-10-01 17:00:00;136;106;136;153;32;12;3;0;17;45;0;0
2020-10-01 17:15:00;168;113;123;153;32;15;0;0;4;12;1;0
2020-10-01 17:30:00;138;135;147;168;5;11;0;0;17;5;0;0
2020-10-01 17:45:00;137;85;120;144;10;20;0;5;12;5;0;0
2020-10-01 18:00:00;152;115;120;150;1;2;0;6;6;3;0;0
2020-10-01 18:15:00;144;113;108;126;4;17;0;0;54;8;4;2
2020-10-01 18:30:00;108;82;105;124;12;8;0;0;2;48;0;0
2020-10-01 18:45:00;112;67;102;131;19;8;0;3;8;29;0;0
2020-10-01 19:00:00;110;87;92;110;25;30;0;0;55;7;0;0
2020-10-01 19:15:00;83;53;79;84;12;4;0;0;3;43;0;0
2020-10-01 19:30:00;71;49;81;94;4;3;0;0;4;24;0;0
2020-10-01 19:45:00;66;43;59;110;7;6;0;0;33;41;0;9
2020-10-01 20:00:00;69;43;76;93;5;7;0;0;4;8;0;0
2020-10-01 20:15:00;63;34;57;64;3;0;0;0;2;2;0;0
2020-10-01 20:30:00;35;25;47;51;0;0;0;0;0;0;0;0
2020-10-01 20:45:00;49;26;33;47;0;0;0;0;0;0;0;0
2020-10-01 21:00:00;37;26;33;41;0;0;0;0;0;0;0;0
2020-10-01 21:15:00;47;30;39;39;0;0;0;0;0;0;0;0
2020-10-01 21:30:00;28;20;41;30;0;0;0;0;0;0;0;0
2020-10-01 21:45:00;30;21;29;31;0;0;0;0;0;0;0;0
2020-10-01 22:00:00;36;14;31;30;0;0;0;0;0;0;0;0
2020-10-01 22:15:00;39;32;48;42;2;0;0;0;0;0;0;0
2020-10-01 22:30:00;28;11;25;19;0;0;0;0;0;0;0;0
2020-10-01 22:45:00;20;12;25;12;0;0;0;0;0;0;0;0
2020-10-01 23:00:00;21;11;17;19;0;0;0;0;0;0;0;0
2020-10-01 23:15:00;15;10;24;22;0;0;0;0;0;0;0;0
2020-10-01 23:30:00;11;7;11;13;0;0;0;0;0;0;0;0
2020-10-01 23:45:00;7;9;9;3;0;0;0;0;0;0;0;0
