DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-11-11 00:00:00;4;8;7;2;4;2;0
2019-11-11 00:15:00;4;4;3;2;4;6;0
2019-11-11 00:30:00;2;2;1;2;6;2;0
2019-11-11 00:45:00;4;5;3;1;4;1;0
2019-11-11 01:00:00;4;6;5;1;4;3;0
2019-11-11 01:15:00;3;4;3;1;6;3;0
2019-11-11 01:30:00;8;3;1;1;11;5;0
2019-11-11 01:45:00;4;3;1;1;7;6;0
2019-11-11 02:00:00;2;3;2;2;5;4;0
2019-11-11 02:15:00;4;4;2;0;9;5;0
2019-11-11 02:30:00;1;3;3;0;2;2;0
2019-11-11 02:45:00;6;11;8;1;6;1;0
2019-11-11 03:00:00;2;3;2;4;3;1;0
2019-11-11 03:15:00;7;5;3;3;7;6;0
2019-11-11 03:30:00;7;2;1;3;6;7;0
2019-11-11 03:45:00;3;5;5;1;1;0;0
2019-11-11 04:00:00;4;5;2;2;6;3;0
2019-11-11 04:15:00;11;1;0;0;6;4;0
2019-11-11 04:30:00;9;6;5;3;11;6;0
2019-11-11 04:45:00;18;12;3;9;11;6;0
2019-11-11 05:00:00;29;21;13;5;16;9;0
2019-11-11 05:15:00;41;18;17;10;32;12;0
2019-11-11 05:30:00;52;28;21;6;32;15;0
2019-11-11 05:45:00;64;34;32;15;58;37;0
2019-11-11 06:00:00;66;39;35;12;54;18;0
2019-11-11 06:15:00;72;49;38;21;74;41;0
2019-11-11 06:30:00;87;48;44;16;91;44;0
2019-11-11 06:45:00;125;81;72;55;124;57;0
2019-11-11 07:00:00;113;67;64;61;83;37;2
2019-11-11 07:15:00;145;83;78;57;108;35;1
2019-11-11 07:30:00;121;65;62;61;97;31;1
2019-11-11 07:45:00;101;74;72;75;90;33;4
2019-11-11 08:00:00;97;53;48;51;104;43;1
2019-11-11 08:15:00;100;95;88;51;104;46;1
2019-11-11 08:30:00;96;69;67;56;87;37;2
2019-11-11 08:45:00;127;82;72;52;89;48;1
2019-11-11 09:00:00;93;50;45;43;99;42;1
2019-11-11 09:15:00;93;53;53;42;80;44;0
2019-11-11 09:30:00;84;55;39;43;100;45;1
2019-11-11 09:45:00;92;45;34;34;84;62;0
2019-11-11 10:00:00;81;55;50;40;81;50;0
2019-11-11 10:15:00;98;56;44;46;94;49;1
2019-11-11 10:30:00;81;53;49;53;70;49;2
2019-11-11 10:45:00;79;48;38;153;83;58;1
2019-11-11 11:00:00;95;46;47;42;94;51;2
2019-11-11 11:15:00;69;36;34;52;81;59;2
2019-11-11 11:30:00;101;57;53;51;99;59;3
2019-11-11 11:45:00;68;44;34;43;85;62;1
2019-11-11 12:00:00;102;59;52;59;105;64;5
2019-11-11 12:15:00;69;52;48;42;114;64;3
2019-11-11 12:30:00;83;61;52;38;79;36;2
2019-11-11 12:45:00;74;57;55;46;102;54;1
2019-11-11 13:00:00;78;51;49;39;104;50;4
2019-11-11 13:15:00;89;70;60;39;103;66;1
2019-11-11 13:30:00;75;55;53;31;96;59;0
2019-11-11 13:45:00;60;42;37;45;93;43;0
2019-11-11 14:00:00;84;50;45;41;103;44;2
2019-11-11 14:15:00;74;53;51;59;96;58;2
2019-11-11 14:30:00;88;52;45;46;103;54;0
2019-11-11 14:45:00;91;57;52;40;122;72;0
2019-11-11 15:00:00;88;51;44;61;120;71;0
2019-11-11 15:15:00;85;59;54;62;119;57;1
2019-11-11 15:30:00;92;53;50;59;114;68;2
2019-11-11 15:45:00;100;61;57;50;117;60;4
2019-11-11 16:00:00;99;51;54;89;116;67;2
2019-11-11 16:15:00;100;61;54;59;130;74;1
2019-11-11 16:30:00;107;63;62;74;121;54;3
2019-11-11 16:45:00;108;75;66;50;118;70;4
2019-11-11 17:00:00;85;68;64;88;121;67;3
2019-11-11 17:15:00;89;56;54;75;128;52;3
2019-11-11 17:30:00;78;55;52;54;93;44;2
2019-11-11 17:45:00;61;55;46;33;104;31;0
2019-11-11 18:00:00;46;46;34;31;88;45;0
2019-11-11 18:15:00;60;32;26;45;81;40;0
2019-11-11 18:30:00;46;29;25;13;77;29;0
2019-11-11 18:45:00;51;32;29;12;62;31;0
2019-11-11 19:00:00;45;14;12;90;75;20;0
2019-11-11 19:15:00;36;22;15;12;57;11;0
2019-11-11 19:30:00;24;20;10;10;41;21;0
2019-11-11 19:45:00;29;10;9;6;35;15;0
2019-11-11 20:00:00;22;12;8;48;36;12;0
2019-11-11 20:15:00;29;7;5;7;34;17;0
2019-11-11 20:30:00;24;17;11;4;24;12;0
2019-11-11 20:45:00;21;14;12;8;29;10;0
2019-11-11 21:00:00;21;12;7;8;30;19;0
2019-11-11 21:15:00;29;16;10;4;31;11;0
2019-11-11 21:30:00;15;17;9;3;22;9;0
2019-11-11 21:45:00;17;15;12;3;32;10;0
2019-11-11 22:00:00;13;5;4;2;37;14;0
2019-11-11 22:15:00;28;10;10;17;43;16;0
2019-11-11 22:30:00;12;11;5;2;30;12;0
2019-11-11 22:45:00;6;3;2;0;36;10;0
2019-11-11 23:00:00;7;7;5;2;17;10;0
2019-11-11 23:15:00;11;8;3;2;8;7;0
2019-11-11 23:30:00;4;6;5;0;6;8;0
2019-11-11 23:45:00;6;3;1;2;8;7;0
