DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-05-15 00:00:00;2;2;2;1;0;1;3;0;1
2020-05-15 00:15:00;3;3;3;4;3;5;1;0;2
2020-05-15 00:30:00;7;2;5;6;1;7;3;0;2
2020-05-15 00:45:00;2;4;6;2;0;5;1;0;1
2020-05-15 01:00:00;1;6;7;3;2;6;4;0;0
2020-05-15 01:15:00;1;1;0;2;1;9;3;0;2
2020-05-15 01:30:00;2;1;1;0;0;1;4;0;1
2020-05-15 01:45:00;3;3;4;5;3;4;3;0;1
2020-05-15 02:00:00;1;1;0;0;0;2;1;0;1
2020-05-15 02:15:00;2;0;1;0;0;4;3;0;2
2020-05-15 02:30:00;5;1;1;4;0;1;3;0;1
2020-05-15 02:45:00;3;3;2;2;0;1;1;0;2
2020-05-15 03:00:00;3;4;2;2;1;2;1;0;3
2020-05-15 03:15:00;1;1;1;2;3;1;1;0;2
2020-05-15 03:30:00;4;3;0;0;0;1;1;0;1
2020-05-15 03:45:00;4;2;4;0;1;1;1;0;4
2020-05-15 04:00:00;4;4;3;4;2;2;0;0;4
2020-05-15 04:15:00;4;3;1;5;3;5;2;0;3
2020-05-15 04:30:00;7;5;4;1;1;4;6;0;4
2020-05-15 04:45:00;10;5;1;13;3;8;5;0;4
2020-05-15 05:00:00;18;10;3;33;25;15;15;0;2
2020-05-15 05:15:00;33;16;4;46;26;29;20;0;3
2020-05-15 05:30:00;38;15;5;21;12;31;28;0;2
2020-05-15 05:45:00;30;10;4;27;18;34;37;0;7
2020-05-15 06:00:00;31;15;9;30;20;41;37;0;8
2020-05-15 06:15:00;30;18;7;29;18;51;54;0;20
2020-05-15 06:30:00;45;28;9;29;17;68;80;0;14
2020-05-15 06:45:00;55;37;8;34;27;65;101;0;12
2020-05-15 07:00:00;38;24;11;25;13;76;95;0;13
2020-05-15 07:15:00;47;24;18;28;17;83;103;0;17
2020-05-15 07:30:00;41;30;10;26;22;93;112;0;14
2020-05-15 07:45:00;55;42;16;30;27;91;92;0;17
2020-05-15 08:00:00;40;22;15;22;23;52;59;0;13
2020-05-15 08:15:00;46;18;16;33;19;51;71;0;6
2020-05-15 08:30:00;59;33;19;29;19;56;67;0;14
2020-05-15 08:45:00;50;31;19;29;29;58;60;0;13
2020-05-15 09:00:00;45;26;21;35;23;37;52;0;16
2020-05-15 09:15:00;65;39;15;50;25;53;59;0;8
2020-05-15 09:30:00;56;31;22;33;18;51;67;0;18
2020-05-15 09:45:00;71;41;21;43;29;54;73;0;29
2020-05-15 10:00:00;72;34;26;47;40;52;56;0;12
2020-05-15 10:15:00;66;38;19;37;30;53;56;0;18
2020-05-15 10:30:00;73;44;18;40;28;55;65;0;21
2020-05-15 10:45:00;70;40;21;43;35;55;62;0;15
2020-05-15 11:00:00;65;41;19;44;28;50;74;0;16
2020-05-15 11:15:00;67;42;32;40;25;46;68;0;25
2020-05-15 11:30:00;76;61;24;47;42;49;56;0;18
2020-05-15 11:45:00;74;63;15;61;49;52;75;0;18
2020-05-15 12:00:00;119;70;29;50;50;63;62;0;27
2020-05-15 12:15:00;73;52;19;65;75;67;68;0;11
2020-05-15 12:30:00;94;92;26;72;68;74;86;0;15
2020-05-15 12:45:00;117;72;30;57;53;62;68;0;14
2020-05-15 13:00:00;117;73;18;73;60;57;77;0;25
2020-05-15 13:15:00;117;92;30;66;66;77;79;0;14
2020-05-15 13:30:00;103;84;20;68;71;68;86;0;22
2020-05-15 13:45:00;97;89;30;86;95;77;92;0;23
2020-05-15 14:00:00;78;51;22;54;53;53;57;0;13
2020-05-15 14:15:00;50;56;11;51;56;46;50;0;11
2020-05-15 14:30:00;100;71;19;82;58;72;83;0;25
2020-05-15 14:45:00;97;77;18;89;65;73;83;0;17
2020-05-15 15:00:00;94;61;29;68;55;63;70;0;19
2020-05-15 15:15:00;102;65;25;91;72;72;77;0;23
2020-05-15 15:30:00;92;53;18;68;64;68;70;0;22
2020-05-15 15:45:00;87;69;21;70;71;66;70;0;15
2020-05-15 16:00:00;87;57;28;60;55;65;76;0;16
2020-05-15 16:15:00;96;62;27;92;63;62;60;0;28
2020-05-15 16:30:00;87;55;19;65;59;62;73;0;20
2020-05-15 16:45:00;77;61;17;63;55;68;74;0;18
2020-05-15 17:00:00;87;61;25;73;57;58;83;0;11
2020-05-15 17:15:00;83;53;30;69;45;62;72;0;10
2020-05-15 17:30:00;33;22;11;20;20;23;32;0;4
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;47;27;20;42;32;30;39;0;3
2020-05-15 19:00:00;43;32;24;26;27;39;45;0;12
2020-05-15 19:15:00;60;20;19;40;24;47;35;0;10
2020-05-15 19:30:00;46;29;16;31;17;31;28;0;5
2020-05-15 19:45:00;43;18;15;32;20;29;33;0;3
2020-05-15 20:00:00;46;23;22;32;22;26;33;0;6
2020-05-15 20:15:00;25;12;10;24;16;25;29;0;6
2020-05-15 20:30:00;41;22;12;22;13;31;21;0;3
2020-05-15 20:45:00;26;12;11;23;16;23;26;0;8
2020-05-15 21:00:00;23;14;11;35;23;12;14;0;1
2020-05-15 21:15:00;30;13;14;45;34;18;16;0;5
2020-05-15 21:30:00;29;13;5;18;10;20;19;0;3
2020-05-15 21:45:00;26;13;12;23;12;16;10;0;6
2020-05-15 22:00:00;16;9;11;29;18;21;17;0;3
2020-05-15 22:15:00;14;9;4;15;11;20;11;0;2
2020-05-15 22:30:00;19;4;5;20;8;12;9;0;3
2020-05-15 22:45:00;14;4;6;12;4;10;7;0;2
2020-05-15 23:00:00;14;7;6;11;5;11;5;0;5
2020-05-15 23:15:00;12;8;6;7;5;11;5;0;3
2020-05-15 23:30:00;7;8;6;12;4;15;7;0;4
2020-05-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
