DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-08-04 00:00:00;7;0;0;0;10;0;0;0;0;0;0;0;0
2020-08-04 00:15:00;10;0;0;1;17;0;0;0;0;0;0;0;0
2020-08-04 00:30:00;5;0;1;1;13;0;0;0;0;0;0;0;0
2020-08-04 00:45:00;6;0;1;0;11;0;0;0;0;0;0;0;0
2020-08-04 01:00:00;6;0;0;3;6;0;0;0;0;0;0;0;0
2020-08-04 01:15:00;5;1;0;1;10;0;0;0;0;0;0;0;0
2020-08-04 01:30:00;11;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-04 01:45:00;11;0;0;0;10;0;0;0;0;0;0;0;0
2020-08-04 02:00:00;5;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-04 02:15:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2020-08-04 02:30:00;3;0;0;0;10;0;0;0;0;0;0;0;0
2020-08-04 02:45:00;6;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-04 03:00:00;5;0;0;0;11;0;0;0;0;0;0;0;0
2020-08-04 03:15:00;10;0;0;0;9;0;0;0;0;0;0;0;0
2020-08-04 03:30:00;6;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-04 03:45:00;7;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-04 04:00:00;5;0;0;0;12;0;0;0;0;0;0;0;0
2020-08-04 04:15:00;11;1;0;0;7;2;0;0;0;0;0;0;0
2020-08-04 04:30:00;10;1;0;0;14;0;0;0;0;0;0;0;0
2020-08-04 04:45:00;19;1;0;0;9;0;0;0;0;0;0;0;0
2020-08-04 05:00:00;14;1;0;0;17;0;0;0;0;0;0;0;0
2020-08-04 05:15:00;43;2;0;3;27;0;0;0;0;0;0;0;0
2020-08-04 05:30:00;57;0;0;1;39;1;0;0;0;0;0;0;0
2020-08-04 05:45:00;68;1;1;0;56;0;0;0;0;0;0;0;0
2020-08-04 06:00:00;56;1;3;1;67;0;0;0;0;0;0;0;0
2020-08-04 06:15:00;88;2;2;9;62;0;0;0;0;0;0;0;0
2020-08-04 06:30:00;106;5;3;4;111;0;0;1;0;0;0;0;0
2020-08-04 06:45:00;136;4;5;8;117;0;0;2;2;0;0;0;0
2020-08-04 07:00:00;101;1;5;1;70;1;0;0;4;0;0;0;0
2020-08-04 07:15:00;148;8;5;2;92;1;0;0;9;0;0;0;0
2020-08-04 07:30:00;138;3;6;6;79;0;0;0;2;0;0;0;0
2020-08-04 07:45:00;150;11;4;10;98;0;0;0;1;0;0;0;0
2020-08-04 08:00:00;111;6;2;8;98;0;0;0;0;0;0;0;0
2020-08-04 08:15:00;113;8;5;6;87;1;0;5;0;0;0;0;0
2020-08-04 08:30:00;130;9;5;8;92;0;0;0;4;0;0;0;0
2020-08-04 08:45:00;132;13;8;9;110;1;0;1;3;0;0;0;0
2020-08-04 09:00:00;121;10;8;16;101;0;3;0;7;0;0;0;0
2020-08-04 09:15:00;124;15;6;12;125;5;0;6;10;0;0;0;0
2020-08-04 09:30:00;148;12;7;4;107;4;3;10;12;0;0;0;0
2020-08-04 09:45:00;138;11;7;6;99;6;7;2;0;0;0;0;0
2020-08-04 10:00:00;131;3;9;10;117;3;5;1;12;0;0;0;0
2020-08-04 10:15:00;157;4;11;17;117;4;8;2;6;0;0;0;0
2020-08-04 10:30:00;143;12;13;13;144;4;6;0;187;0;0;0;0
2020-08-04 10:45:00;143;9;16;14;147;8;7;0;6;0;0;0;0
2020-08-04 11:00:00;145;6;10;12;151;10;6;1;5;0;0;0;0
2020-08-04 11:15:00;150;14;9;16;149;8;10;2;9;0;0;0;0
2020-08-04 11:30:00;143;11;10;14;130;4;6;5;12;0;0;0;0
2020-08-04 11:45:00;136;11;20;8;132;1;8;2;2;0;0;0;0
2020-08-04 12:00:00;149;11;13;14;120;3;10;2;7;0;1;0;0
2020-08-04 12:15:00;113;4;8;19;145;1;9;1;15;0;0;0;0
2020-08-04 12:30:00;136;10;12;15;143;6;6;3;10;0;0;0;0
2020-08-04 12:45:00;110;4;10;12;122;5;5;1;8;0;0;0;0
2020-08-04 13:00:00;119;6;8;11;129;3;7;0;3;0;0;0;0
2020-08-04 13:15:00;141;12;13;20;162;4;10;4;52;0;0;0;0
2020-08-04 13:30:00;121;11;6;23;155;4;4;7;14;4;0;0;0
2020-08-04 13:45:00;154;7;12;18;156;7;4;8;0;0;1;0;0
2020-08-04 14:00:00;130;6;11;8;151;9;10;2;11;0;1;0;0
2020-08-04 14:15:00;177;6;20;9;183;11;9;3;8;0;0;0;0
2020-08-04 14:30:00;159;4;8;12;170;7;7;2;22;0;0;0;0
2020-08-04 14:45:00;135;6;6;13;173;10;13;1;29;0;0;0;0
2020-08-04 15:00:00;143;6;13;16;167;10;5;2;13;0;0;0;0
2020-08-04 15:15:00;131;12;11;10;161;5;8;2;17;2;0;0;0
2020-08-04 15:30:00;164;11;16;4;193;6;10;0;14;0;0;0;0
2020-08-04 15:45:00;145;5;11;9;184;12;8;3;32;0;0;0;0
2020-08-04 16:00:00;157;5;9;15;216;7;10;11;10;0;0;0;0
2020-08-04 16:15:00;158;13;22;16;180;7;5;4;10;0;0;0;0
2020-08-04 16:30:00;151;3;8;8;206;9;9;1;0;0;0;0;0
2020-08-04 16:45:00;157;5;14;14;209;8;11;7;33;0;2;0;0
2020-08-04 17:00:00;146;2;12;9;164;9;12;12;19;0;1;0;0
2020-08-04 17:15:00;162;5;7;14;208;6;9;5;51;0;0;0;0
2020-08-04 17:30:00;150;5;12;12;184;12;8;0;4;0;0;0;0
2020-08-04 17:45:00;130;4;11;9;181;6;15;3;25;0;0;19;0
2020-08-04 18:00:00;121;3;10;11;133;6;13;0;26;0;0;0;0
2020-08-04 18:15:00;125;9;10;9;167;5;5;0;5;0;0;1;0
2020-08-04 18:30:00;98;1;7;5;126;6;8;0;10;0;0;0;0
2020-08-04 18:45:00;83;1;9;6;139;0;9;0;7;0;0;0;0
2020-08-04 19:00:00;76;2;7;8;135;1;10;9;2;0;0;1;0
2020-08-04 19:15:00;69;4;6;3;116;1;2;1;2;0;0;0;0
2020-08-04 19:30:00;56;1;2;5;102;0;1;0;9;0;0;0;0
2020-08-04 19:45:00;38;1;4;3;101;0;0;0;1;0;0;0;0
2020-08-04 20:00:00;58;0;0;5;108;0;0;3;2;0;0;0;0
2020-08-04 20:15:00;42;0;3;6;95;0;0;0;0;0;0;0;0
2020-08-04 20:30:00;57;0;1;2;59;1;0;0;0;0;0;0;0
2020-08-04 20:45:00;38;0;1;5;59;0;0;0;0;0;0;0;0
2020-08-04 21:00:00;43;1;1;3;79;0;0;0;0;0;0;0;0
2020-08-04 21:15:00;48;0;2;5;51;1;0;0;0;0;0;0;0
2020-08-04 21:30:00;39;0;0;1;54;0;0;0;0;0;0;0;0
2020-08-04 21:45:00;47;2;1;2;56;0;0;0;2;0;0;0;0
2020-08-04 22:00:00;26;1;0;0;50;0;0;0;0;0;0;0;0
2020-08-04 22:15:00;34;1;3;0;42;0;0;0;0;0;0;0;0
2020-08-04 22:30:00;28;0;2;2;35;0;0;0;0;0;0;0;0
2020-08-04 22:45:00;24;0;0;2;33;0;0;0;0;0;0;0;0
2020-08-04 23:00:00;19;0;0;2;36;0;0;0;0;0;0;0;0
2020-08-04 23:15:00;19;0;0;1;33;0;0;0;0;0;0;0;0
2020-08-04 23:30:00;10;0;0;1;21;0;0;0;0;0;0;0;0
