DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-02-29 00:00:00;25;15;0;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 00:15:00;34;24;0;16;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 00:30:00;39;17;2;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 00:45:00;19;16;1;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:00:00;15;9;2;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:15:00;23;15;0;13;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:30:00;14;6;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:45:00;16;18;0;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:00:00;10;6;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:15:00;14;13;0;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:30:00;8;6;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:45:00;15;13;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:00:00;11;8;0;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:15:00;7;4;0;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:30:00;9;5;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:45:00;8;6;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:00:00;14;11;0;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:15:00;7;5;2;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:30:00;17;13;0;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:45:00;17;12;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
