DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-01-12 00:00:00;4;0;1;0;0;0;0;0;0
2020-01-12 00:15:00;3;0;2;0;0;0;0;0;0
2020-01-12 00:30:00;6;0;0;0;0;0;0;0;0
2020-01-12 00:45:00;4;0;0;0;0;0;0;0;0
2020-01-12 01:00:00;6;1;0;0;0;0;0;0;0
2020-01-12 01:15:00;5;0;0;0;0;0;0;0;0
2020-01-12 01:30:00;3;1;0;0;0;0;0;0;0
2020-01-12 01:45:00;3;0;0;0;0;0;0;0;0
2020-01-12 02:00:00;0;0;0;0;0;0;0;0;0
2020-01-12 02:15:00;1;1;1;0;0;0;0;0;0
2020-01-12 02:30:00;2;0;0;0;0;0;0;0;0
2020-01-12 02:45:00;2;0;0;0;0;0;0;0;0
2020-01-12 03:00:00;1;1;0;0;0;0;0;0;0
2020-01-12 03:15:00;1;0;0;0;0;0;0;0;0
2020-01-12 03:30:00;0;0;0;0;0;0;0;0;0
2020-01-12 03:45:00;0;0;0;0;0;0;0;0;0
2020-01-12 04:00:00;1;0;0;0;0;0;0;0;0
2020-01-12 04:15:00;0;0;0;0;0;0;0;0;0
2020-01-12 04:30:00;1;0;0;0;0;0;0;0;0
2020-01-12 04:45:00;1;0;1;0;0;0;0;0;0
2020-01-12 05:00:00;2;0;1;0;0;0;0;0;0
2020-01-12 05:15:00;1;0;0;0;0;0;0;0;0
2020-01-12 05:30:00;0;0;0;0;0;0;0;0;0
2020-01-12 05:45:00;1;0;0;0;0;0;0;0;0
2020-01-12 06:00:00;0;0;0;0;0;0;0;0;0
2020-01-12 06:15:00;1;0;0;0;0;0;0;0;0
2020-01-12 06:30:00;2;0;1;0;0;0;0;0;0
2020-01-12 06:45:00;0;0;0;0;0;0;0;0;0
2020-01-12 07:00:00;0;0;0;0;0;0;0;0;0
2020-01-12 07:15:00;0;0;1;0;0;0;0;0;0
2020-01-12 07:30:00;2;0;1;0;0;0;0;0;0
2020-01-12 07:45:00;3;1;1;0;0;0;0;0;0
2020-01-12 08:00:00;5;1;2;0;0;0;0;0;0
2020-01-12 08:15:00;2;0;0;0;0;0;0;0;0
2020-01-12 08:30:00;5;2;0;0;0;0;0;0;0
2020-01-12 08:45:00;3;2;2;0;0;0;0;0;0
2020-01-12 09:00:00;6;0;2;0;0;0;0;0;0
2020-01-12 09:15:00;3;2;2;0;0;0;0;0;0
2020-01-12 09:30:00;9;0;2;4;0;0;0;2;0
2020-01-12 09:45:00;6;3;2;2;0;0;1;4;1
2020-01-12 10:00:00;4;0;0;0;0;0;0;0;0
2020-01-12 10:15:00;10;2;2;0;0;0;1;0;0
2020-01-12 10:30:00;12;0;3;1;0;0;0;0;0
2020-01-12 10:45:00;13;1;1;1;1;0;0;0;0
2020-01-12 11:00:00;12;1;1;1;0;0;2;14;0
2020-01-12 11:15:00;15;0;1;0;0;0;1;0;0
2020-01-12 11:30:00;20;4;7;1;3;2;1;1;2
2020-01-12 11:45:00;14;1;1;4;0;0;0;1;0
2020-01-12 12:00:00;12;1;7;4;0;0;2;0;0
2020-01-12 12:15:00;19;0;5;1;5;2;0;1;0
2020-01-12 12:30:00;12;2;2;1;4;0;2;1;0
2020-01-12 12:45:00;17;3;3;4;8;0;0;4;1
2020-01-12 13:00:00;22;1;4;2;2;0;2;0;28
2020-01-12 13:15:00;17;2;4;0;4;1;0;0;0
2020-01-12 13:30:00;19;0;4;3;2;0;2;2;0
2020-01-12 13:45:00;22;0;4;7;0;0;2;7;0
2020-01-12 14:00:00;22;1;8;4;4;0;2;0;0
2020-01-12 14:15:00;16;1;4;5;1;0;2;0;0
2020-01-12 14:30:00;11;3;5;2;1;1;3;0;0
2020-01-12 14:45:00;19;4;0;1;0;2;1;1;0
2020-01-12 15:00:00;16;0;4;0;2;3;4;1;7
2020-01-12 15:15:00;10;2;3;1;1;2;1;0;1
2020-01-12 15:30:00;17;1;2;3;4;0;0;0;0
2020-01-12 15:45:00;27;5;4;4;1;3;2;1;5
2020-01-12 16:00:00;26;2;6;12;12;0;2;1;0
2020-01-12 16:15:00;32;1;4;5;4;1;1;2;1
2020-01-12 16:30:00;31;4;5;0;3;2;1;0;4
2020-01-12 16:45:00;27;4;4;5;3;0;1;8;3
2020-01-12 17:00:00;19;1;3;1;3;0;4;1;0
2020-01-12 17:15:00;22;3;6;1;3;0;0;0;2
2020-01-12 17:30:00;24;1;6;3;1;0;0;14;0
2020-01-12 17:45:00;26;2;2;2;2;0;2;3;6
2020-01-12 18:00:00;21;1;2;1;2;0;1;0;0
2020-01-12 18:15:00;26;1;3;4;3;0;1;2;3
2020-01-12 18:30:00;29;0;1;3;1;0;1;1;1
2020-01-12 18:45:00;32;3;2;3;2;1;1;1;4
2020-01-12 19:00:00;36;3;3;2;2;1;0;0;0
2020-01-12 19:15:00;29;3;3;8;3;0;0;8;12
2020-01-12 19:30:00;20;0;2;2;0;1;0;2;0
2020-01-12 19:45:00;29;0;2;0;2;1;1;0;1
2020-01-12 20:00:00;15;0;2;3;1;2;2;1;0
2020-01-12 20:15:00;6;2;1;0;0;0;0;0;0
2020-01-12 20:30:00;8;0;0;0;0;0;1;0;0
2020-01-12 20:45:00;14;0;1;0;3;0;0;0;0
2020-01-12 21:00:00;10;1;2;1;0;1;1;3;0
2020-01-12 21:15:00;6;0;1;0;0;0;0;0;0
2020-01-12 21:30:00;6;2;1;2;0;0;1;0;0
2020-01-12 21:45:00;10;0;3;0;0;0;0;0;0
2020-01-12 22:00:00;13;2;2;0;0;0;1;0;0
2020-01-12 22:15:00;11;0;1;0;1;0;0;0;27
2020-01-12 22:30:00;6;0;0;1;0;0;0;1;0
2020-01-12 22:45:00;10;1;0;0;1;2;0;0;0
2020-01-12 23:00:00;3;0;0;0;0;0;0;0;0
2020-01-12 23:15:00;5;0;0;0;0;0;0;0;0
2020-01-12 23:30:00;0;2;3;0;0;0;0;0;0
2020-01-12 23:45:00;0;0;0;0;0;0;0;0;0
