DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-08-24 00:00:00;13;11;1;3;4;9;7;4;12;3;0;0
2020-08-24 00:15:00;14;4;2;2;2;17;12;8;4;6;0;0
2020-08-24 00:30:00;13;9;1;0;1;12;9;6;6;2;0;0
2020-08-24 00:45:00;11;7;0;3;3;11;11;7;3;1;0;0
2020-08-24 01:00:00;10;7;0;1;1;3;7;1;3;0;0;0
2020-08-24 01:15:00;6;5;0;1;2;5;9;4;2;2;0;0
2020-08-24 01:30:00;8;3;1;0;1;6;6;4;2;2;0;0
2020-08-24 01:45:00;5;6;2;0;0;8;12;4;3;1;0;0
2020-08-24 02:00:00;2;2;0;0;0;2;3;3;2;2;0;0
2020-08-24 02:15:00;1;1;0;0;0;4;5;3;2;3;0;0
2020-08-24 02:30:00;3;2;1;0;1;5;1;2;1;1;0;0
2020-08-24 02:45:00;5;4;2;1;1;3;3;3;1;0;0;0
2020-08-24 03:00:00;4;2;0;3;3;1;1;1;3;1;0;0
2020-08-24 03:15:00;3;2;0;1;1;1;2;0;1;2;0;0
2020-08-24 03:30:00;4;2;1;1;2;4;1;0;5;1;0;0
2020-08-24 03:45:00;4;4;1;1;1;2;3;1;1;0;0;0
2020-08-24 04:00:00;2;1;0;2;1;10;7;3;2;1;0;0
2020-08-24 04:15:00;5;4;0;0;0;5;3;3;3;0;0;0
2020-08-24 04:30:00;7;2;0;1;1;6;9;6;5;7;0;0
2020-08-24 04:45:00;9;5;0;3;4;6;9;5;13;2;0;0
2020-08-24 05:00:00;19;8;1;4;6;17;9;4;18;4;0;0
2020-08-24 05:15:00;34;11;1;3;3;28;20;10;27;6;0;0
2020-08-24 05:30:00;37;27;2;6;6;34;26;16;42;5;2;0
2020-08-24 05:45:00;36;15;1;3;3;52;47;22;30;14;1;0
2020-08-24 06:00:00;33;15;0;7;4;38;45;19;25;9;5;8
2020-08-24 06:15:00;14;2;0;2;4;22;19;7;9;8;0;1
2020-08-24 06:30:00;54;30;1;12;12;74;75;45;56;10;5;0
2020-08-24 06:45:00;50;22;3;10;11;104;103;73;49;20;0;0
2020-08-24 07:00:00;52;30;4;8;7;105;116;61;44;16;0;0
2020-08-24 07:15:00;62;36;4;12;12;109;103;77;47;27;2;2
2020-08-24 07:30:00;69;30;3;16;20;111;97;88;72;16;3;0
2020-08-24 07:45:00;58;31;6;13;21;101;107;70;77;12;3;10
2020-08-24 08:00:00;43;28;7;13;15;74;79;62;46;10;2;9
2020-08-24 08:15:00;54;33;3;9;15;76;73;60;63;10;1;2
2020-08-24 08:30:00;67;32;2;12;12;70;80;64;58;9;6;3
2020-08-24 08:45:00;59;28;2;14;13;68;101;62;75;18;5;9
2020-08-24 09:00:00;51;27;2;9;10;56;61;47;64;19;5;8
2020-08-24 09:15:00;54;22;5;11;14;63;62;60;76;16;4;13
