DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-04-30 00:00:00;5;3;2;0;0;1;11;2;0;4;0
2020-04-30 00:15:00;3;1;2;0;0;0;8;4;0;1;0
2020-04-30 00:30:00;6;1;1;0;0;0;9;1;0;1;0
2020-04-30 00:45:00;7;0;0;2;0;3;12;2;0;0;0
2020-04-30 01:00:00;9;2;1;2;0;3;9;3;0;2;0
2020-04-30 01:15:00;7;4;1;2;1;3;10;1;0;0;0
2020-04-30 01:30:00;3;0;0;1;0;2;11;0;0;1;0
2020-04-30 01:45:00;2;3;0;0;0;1;7;0;0;0;0
2020-04-30 02:00:00;3;4;1;0;0;0;6;1;0;0;0
2020-04-30 02:15:00;4;7;0;2;2;2;6;5;0;0;0
2020-04-30 02:30:00;3;5;1;1;0;2;9;2;0;0;0
2020-04-30 02:45:00;4;1;0;2;0;2;9;0;0;0;0
2020-04-30 03:00:00;2;0;1;0;1;1;9;1;0;0;0
2020-04-30 03:15:00;5;7;0;1;0;0;5;1;0;0;0
2020-04-30 03:30:00;5;0;0;2;1;2;4;0;0;0;0
2020-04-30 03:45:00;0;1;0;1;0;2;9;1;0;0;0
2020-04-30 04:00:00;2;2;1;1;0;2;14;2;0;0;0
2020-04-30 04:15:00;5;8;0;0;0;1;14;1;0;1;0
2020-04-30 04:30:00;8;9;0;1;0;2;16;2;0;2;0
2020-04-30 04:45:00;14;7;2;0;0;1;38;10;0;2;0
2020-04-30 05:00:00;19;16;5;4;0;4;65;31;0;2;0
2020-04-30 05:15:00;22;16;7;2;0;3;83;66;2;2;0
2020-04-30 05:30:00;40;31;24;10;4;19;100;81;0;3;0
2020-04-30 05:45:00;46;25;17;17;2;28;92;71;0;1;0
2020-04-30 06:00:00;46;23;19;12;0;14;63;64;2;1;0
2020-04-30 06:15:00;48;30;26;19;4;28;100;66;1;4;0
2020-04-30 06:30:00;56;41;36;33;8;45;106;100;0;5;1
2020-04-30 06:45:00;78;26;34;32;11;46;100;116;1;8;0
2020-04-30 07:00:00;60;35;30;32;6;42;94;98;1;7;2
2020-04-30 07:15:00;60;32;27;47;17;73;108;113;1;12;0
2020-04-30 07:30:00;86;28;37;38;10;51;104;115;3;5;1
2020-04-30 07:45:00;68;40;29;36;13;50;113;104;2;12;0
