DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-01-18 00:00:00;11;16;16;2;8;0;17;10
2020-01-18 00:15:00;17;29;28;4;5;0;13;6
2020-01-18 00:30:00;13;17;17;4;11;0;19;10
2020-01-18 00:45:00;11;17;15;0;5;0;13;7
2020-01-18 01:00:00;9;14;14;2;4;0;14;12
2020-01-18 01:15:00;11;12;12;1;2;0;14;9
2020-01-18 01:30:00;5;9;10;3;2;0;7;4
2020-01-18 01:45:00;6;9;9;0;2;0;13;5
2020-01-18 02:00:00;7;5;5;4;5;0;10;6
2020-01-18 02:15:00;1;7;7;1;1;0;7;6
2020-01-18 02:30:00;5;11;12;1;2;0;8;4
2020-01-18 02:45:00;5;9;9;3;3;0;8;1
2020-01-18 03:00:00;5;8;8;2;3;0;6;3
2020-01-18 03:15:00;4;5;6;0;0;0;7;3
2020-01-18 03:30:00;4;6;6;2;4;0;5;3
2020-01-18 03:45:00;6;3;3;0;0;0;5;1
2020-01-18 04:00:00;5;5;5;3;4;0;5;3
2020-01-18 04:15:00;2;5;5;1;1;0;2;1
2020-01-18 04:30:00;5;5;5;2;4;0;5;1
2020-01-18 04:45:00;3;7;7;2;6;0;5;4
2020-01-18 05:00:00;4;9;9;1;3;0;8;6
2020-01-18 05:15:00;13;16;18;3;2;0;9;1
2020-01-18 05:30:00;17;18;18;6;11;0;23;11
2020-01-18 05:45:00;8;13;14;24;26;0;33;24
2020-01-18 06:00:00;4;13;14;30;46;0;26;23
2020-01-18 06:15:00;10;19;20;13;19;0;14;9
2020-01-18 06:30:00;19;16;14;5;10;0;22;8
2020-01-18 06:45:00;15;20;25;1;2;0;11;15
2020-01-18 07:00:00;13;13;12;5;15;0;10;10
2020-01-18 07:15:00;17;23;23;8;5;0;12;6
2020-01-18 07:30:00;22;21;21;9;16;0;18;9
2020-01-18 07:45:00;18;23;25;8;19;0;18;12
2020-01-18 08:00:00;27;28;29;10;36;0;19;12
2020-01-18 08:15:00;16;15;16;6;7;0;23;9
2020-01-18 08:30:00;26;26;25;11;12;0;31;18
2020-01-18 08:45:00;39;30;31;9;54;0;34;19
2020-01-18 09:00:00;42;31;30;12;17;0;41;23
2020-01-18 09:15:00;45;43;47;6;12;0;40;22
2020-01-18 09:30:00;45;33;34;15;9;0;45;30
2020-01-18 09:45:00;51;44;44;21;20;0;50;40
2020-01-18 10:00:00;39;33;34;17;28;0;61;40
2020-01-18 10:15:00;48;60;60;18;31;0;66;33
2020-01-18 10:30:00;61;50;52;16;26;0;67;36
2020-01-18 10:45:00;48;55;55;14;17;0;57;41
2020-01-18 11:00:00;69;69;68;19;15;0;69;37
2020-01-18 11:15:00;57;72;71;10;14;0;69;46
2020-01-18 11:30:00;51;51;49;17;17;0;71;52
2020-01-18 11:45:00;68;53;52;40;23;0;74;49
2020-01-18 12:00:00;82;54;56;8;17;0;84;43
2020-01-18 12:15:00;56;56;57;25;40;0;75;47
2020-01-18 12:30:00;78;62;61;15;20;0;56;40
2020-01-18 12:45:00;82;59;57;20;22;0;73;50
2020-01-18 13:00:00;80;70;66;9;26;0;75;52
2020-01-18 13:15:00;67;59;59;20;21;0;75;50
2020-01-18 13:30:00;80;62;61;21;30;0;83;48
2020-01-18 13:45:00;78;64;59;27;22;0;67;43
2020-01-18 14:00:00;81;56;56;15;21;0;72;44
2020-01-18 14:15:00;74;56;54;15;20;0;61;41
2020-01-18 14:30:00;71;55;52;17;31;0;77;41
2020-01-18 14:45:00;81;64;64;20;33;0;77;46
2020-01-18 15:00:00;77;67;65;19;23;0;80;42
2020-01-18 15:15:00;60;53;52;13;19;0;53;38
2020-01-18 15:30:00;67;61;60;17;25;0;70;42
2020-01-18 15:45:00;68;64;60;19;21;0;76;46
2020-01-18 16:00:00;72;68;62;11;22;0;70;41
2020-01-18 16:15:00;72;58;53;12;15;0;67;36
2020-01-18 16:30:00;65;54;57;13;20;0;64;42
2020-01-18 16:45:00;59;49;51;18;31;0;69;30
2020-01-18 17:00:00;81;61;61;17;20;0;73;38
2020-01-18 17:15:00;59;36;38;13;28;0;85;60
2020-01-18 17:30:00;68;61;60;21;21;0;70;40
2020-01-18 17:45:00;72;49;48;19;17;0;60;34
2020-01-18 18:00:00;59;51;49;13;20;0;56;37
2020-01-18 18:15:00;58;51;49;17;29;0;58;32
2020-01-18 18:30:00;44;49;50;19;30;0;53;37
2020-01-18 18:45:00;59;40;40;15;31;0;58;40
2020-01-18 19:00:00;56;40;39;9;13;0;52;35
2020-01-18 19:15:00;40;56;56;15;19;0;41;28
2020-01-18 19:30:00;42;37;35;7;17;0;49;33
2020-01-18 19:45:00;55;46;45;11;15;0;50;33
2020-01-18 20:00:00;46;44;44;10;18;0;50;30
2020-01-18 20:15:00;40;40;38;6;14;0;40;32
2020-01-18 20:30:00;27;31;31;7;6;0;31;26
2020-01-18 20:45:00;44;45;44;6;12;0;39;29
2020-01-18 21:00:00;33;31;29;2;10;0;31;27
2020-01-18 21:15:00;32;37;34;7;9;0;27;18
2020-01-18 21:30:00;23;29;28;4;7;0;25;20
2020-01-18 21:45:00;26;25;26;8;11;0;35;25
2020-01-18 22:00:00;32;29;27;4;14;0;31;22
2020-01-18 22:15:00;33;38;35;5;8;0;35;20
2020-01-18 22:30:00;36;25;27;9;8;0;41;18
2020-01-18 22:45:00;35;26;26;9;10;0;22;9
2020-01-18 23:00:00;24;41;42;7;11;0;31;23
2020-01-18 23:15:00;21;28;28;6;5;0;31;14
2020-01-18 23:30:00;27;27;27;8;8;0;31;7
2020-01-18 23:45:00;15;31;31;2;9;0;33;13
