DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-09-04 00:00:00;15;7;0;0;0;12;11;0;0
2019-09-04 00:15:00;18;13;0;0;0;15;8;0;0
2019-09-04 00:30:00;16;7;0;0;0;12;3;0;0
2019-09-04 00:45:00;14;9;0;2;1;11;6;0;1
2019-09-04 01:00:00;4;4;0;0;0;10;4;0;0
2019-09-04 01:15:00;12;4;0;0;0;6;7;0;0
2019-09-04 01:30:00;6;6;0;0;0;18;6;0;0
2019-09-04 01:45:00;5;5;0;0;0;8;3;0;0
2019-09-04 02:00:00;13;9;0;0;0;7;5;0;0
2019-09-04 02:15:00;5;3;0;0;0;8;5;0;0
2019-09-04 02:30:00;7;8;0;0;0;15;4;0;0
2019-09-04 02:45:00;5;3;0;0;0;8;4;0;0
2019-09-04 03:00:00;7;6;0;0;0;6;1;0;0
2019-09-04 03:15:00;11;6;0;0;0;8;6;0;0
2019-09-04 03:30:00;8;4;1;0;0;9;0;0;0
2019-09-04 03:45:00;5;4;0;0;0;13;6;0;0
2019-09-04 04:00:00;11;10;0;0;0;8;2;0;0
2019-09-04 04:15:00;18;16;1;1;1;11;5;0;0
2019-09-04 04:30:00;19;5;0;0;1;23;6;0;0
2019-09-04 04:45:00;21;15;1;1;0;34;13;0;1
2019-09-04 05:00:00;23;19;0;0;1;77;41;0;0
2019-09-04 05:15:00;41;36;1;3;5;190;136;0;0
2019-09-04 05:30:00;49;58;2;0;3;181;134;2;0
2019-09-04 05:45:00;111;117;7;3;8;184;142;0;0
2019-09-04 06:00:00;112;125;6;1;1;126;105;0;0
2019-09-04 06:15:00;95;114;5;4;5;225;181;0;4
2019-09-04 06:30:00;95;107;11;6;10;222;190;21;1
2019-09-04 06:45:00;85;104;6;7;9;233;224;11;4
2019-09-04 07:00:00;87;86;6;5;16;226;224;0;1
2019-09-04 07:15:00;86;100;7;16;16;218;231;15;1
2019-09-04 07:30:00;106;127;5;12;14;222;227;9;5
2019-09-04 07:45:00;105;119;14;11;13;231;262;34;1
2019-09-04 08:00:00;98;98;7;6;7;219;228;3;1
2019-09-04 08:15:00;96;106;13;12;9;205;194;2;1
2019-09-04 08:30:00;88;112;11;12;7;167;177;27;2
2019-09-04 08:45:00;96;104;9;14;15;171;186;3;0
2019-09-04 09:00:00;110;109;17;23;18;138;141;12;0
2019-09-04 09:15:00;95;95;9;12;28;111;152;12;1
2019-09-04 09:30:00;99;94;17;24;19;126;138;2;0
2019-09-04 09:45:00;103;125;12;23;17;127;141;20;1
2019-09-04 10:00:00;104;110;15;20;25;110;126;13;1
2019-09-04 10:15:00;101;116;16;27;14;114;119;13;1
2019-09-04 10:30:00;122;130;11;28;17;116;131;10;3
2019-09-04 10:45:00;133;128;18;26;25;110;145;13;2
2019-09-04 11:00:00;110;113;16;30;10;100;124;9;2
2019-09-04 11:15:00;114;129;16;22;13;117;124;17;7
2019-09-04 11:30:00;131;138;15;26;17;115;157;7;1
2019-09-04 11:45:00;117;157;17;35;18;118;126;57;2
2019-09-04 12:00:00;120;147;13;35;14;99;115;17;1
2019-09-04 12:15:00;123;146;13;24;14;118;112;6;9
2019-09-04 12:30:00;137;138;14;22;23;105;120;9;2
2019-09-04 12:45:00;119;156;14;21;15;123;135;24;2
2019-09-04 13:00:00;143;171;22;19;22;133;138;10;0
2019-09-04 13:15:00;124;157;13;26;14;153;169;13;4
2019-09-04 13:30:00;142;141;20;22;15;182;187;16;5
2019-09-04 13:45:00;129;140;11;21;15;178;186;10;4
2019-09-04 14:00:00;190;210;14;24;17;148;166;21;1
2019-09-04 14:15:00;212;257;16;20;5;113;128;22;1
2019-09-04 14:30:00;233;243;18;30;16;108;115;8;1
2019-09-04 14:45:00;165;193;15;25;16;97;119;29;0
2019-09-04 15:00:00;184;228;16;20;21;133;133;16;0
2019-09-04 15:15:00;228;268;21;23;17;110;135;14;1
2019-09-04 15:30:00;210;251;22;25;17;122;140;10;0
2019-09-04 15:45:00;223;238;26;20;15;123;153;14;0
2019-09-04 16:00:00;227;249;14;30;15;134;165;60;2
2019-09-04 16:15:00;218;254;23;29;27;114;126;12;2
2019-09-04 16:30:00;212;242;23;28;28;110;129;14;0
2019-09-04 16:45:00;224;251;19;28;28;136;158;67;4
2019-09-04 17:00:00;199;231;13;38;12;114;155;30;1
2019-09-04 17:15:00;209;247;24;31;14;134;171;56;5
2019-09-04 17:30:00;212;225;15;23;18;140;146;31;5
2019-09-04 17:45:00;166;185;12;28;13;130;155;13;1
2019-09-04 18:00:00;180;183;10;17;13;123;135;36;14
2019-09-04 18:15:00;168;191;11;21;11;109;126;13;0
2019-09-04 18:30:00;156;156;4;13;12;115;120;3;2
2019-09-04 18:45:00;120;139;5;36;8;112;115;13;7
2019-09-04 19:00:00;106;137;3;18;1;77;86;14;1
2019-09-04 19:15:00;113;117;6;10;2;106;103;0;0
2019-09-04 19:30:00;108;98;4;4;1;79;77;2;1
2019-09-04 19:45:00;96;100;4;7;4;75;83;7;0
2019-09-04 20:00:00;110;113;3;2;1;78;74;8;0
2019-09-04 20:15:00;102;104;2;3;1;85;81;3;1
2019-09-04 20:30:00;81;84;0;1;1;77;67;0;0
2019-09-04 20:45:00;64;70;0;2;0;68;67;5;1
2019-09-04 21:00:00;72;70;2;4;3;130;105;0;2
2019-09-04 21:15:00;63;80;2;2;2;113;85;0;1
2019-09-04 21:30:00;56;69;2;2;0;102;71;1;3
