DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-08-25 00:00:00;6;8;7;14;0;0;0;0;0;0;0;0
2020-08-25 00:15:00;10;8;8;6;0;0;0;0;0;0;0;0
2020-08-25 00:30:00;13;7;8;12;0;0;0;0;0;0;0;0
2020-08-25 00:45:00;8;1;9;6;0;0;0;0;0;0;0;0
2020-08-25 01:00:00;13;6;3;5;0;0;0;0;0;0;0;0
2020-08-25 01:15:00;8;5;6;11;0;0;0;0;0;0;0;0
2020-08-25 01:30:00;7;3;6;5;0;0;0;0;0;0;0;0
2020-08-25 01:45:00;6;2;6;6;0;0;0;0;0;0;0;0
2020-08-25 02:00:00;6;1;3;4;0;0;0;0;0;0;0;0
2020-08-25 02:15:00;4;4;4;4;0;0;0;0;0;0;0;0
2020-08-25 02:30:00;4;4;8;3;0;0;0;0;0;0;0;0
2020-08-25 02:45:00;11;2;6;2;0;0;0;0;0;0;0;0
2020-08-25 03:00:00;5;0;6;3;0;0;0;0;0;0;0;0
2020-08-25 03:15:00;4;0;5;2;0;0;0;0;0;0;0;0
2020-08-25 03:30:00;8;0;2;4;0;0;0;0;0;0;0;0
2020-08-25 03:45:00;8;1;2;4;0;0;0;0;0;0;0;0
2020-08-25 04:00:00;3;1;5;3;0;0;0;0;0;0;0;0
2020-08-25 04:15:00;8;0;2;2;0;0;0;0;0;0;0;0
2020-08-25 04:30:00;9;2;16;7;0;0;0;0;0;0;0;0
2020-08-25 04:45:00;15;5;8;15;0;0;0;0;0;0;0;0
2020-08-25 05:00:00;15;6;8;11;0;0;0;0;0;0;0;0
2020-08-25 05:15:00;31;13;19;17;0;0;0;0;0;0;0;0
2020-08-25 05:30:00;51;18;28;35;0;0;0;0;0;0;0;0
2020-08-25 05:45:00;62;33;39;36;0;0;0;0;0;0;0;0
2020-08-25 06:00:00;46;24;32;36;0;0;0;0;0;0;0;0
2020-08-25 06:15:00;80;31;47;65;0;0;0;0;0;0;0;0
2020-08-25 06:30:00;90;37;59;76;0;0;0;0;0;35;0;0
2020-08-25 06:45:00;103;48;64;95;0;0;0;0;7;0;0;0
2020-08-25 07:00:00;100;51;63;73;16;0;0;0;0;16;0;0
2020-08-25 07:15:00;112;52;60;64;2;4;0;0;0;3;0;0
2020-08-25 07:30:00;113;54;53;75;3;3;0;0;5;0;0;0
2020-08-25 07:45:00;89;51;74;80;0;1;0;0;2;6;0;0
2020-08-25 08:00:00;82;54;61;58;2;3;0;0;4;3;0;0
2020-08-25 08:15:00;90;60;77;56;4;1;0;0;1;9;0;0
2020-08-25 08:30:00;115;76;58;66;9;7;0;0;1;10;0;0
2020-08-25 08:45:00;105;68;71;77;1;12;0;0;1;2;0;0
2020-08-25 09:00:00;98;46;58;61;1;6;0;0;10;0;0;0
2020-08-25 09:15:00;105;68;59;67;13;6;4;1;8;5;0;0
2020-08-25 09:30:00;96;51;74;78;6;0;3;0;2;3;0;3
2020-08-25 09:45:00;127;70;72;74;13;1;0;0;4;4;0;1
2020-08-25 10:00:00;105;63;79;65;3;1;0;0;6;4;0;0
2020-08-25 10:15:00;89;65;75;90;15;4;0;0;6;12;0;0
2020-08-25 10:30:00;127;69;67;79;18;2;0;0;2;9;0;0
2020-08-25 10:45:00;103;74;93;91;8;0;0;0;5;26;2;1
2020-08-25 11:00:00;104;71;86;96;10;0;0;15;4;5;7;0
2020-08-25 11:15:00;119;78;91;90;5;5;0;20;6;3;0;0
2020-08-25 11:30:00;113;69;88;108;14;8;0;0;3;13;11;0
2020-08-25 11:45:00;106;67;91;96;3;18;12;0;12;6;0;5
2020-08-25 12:00:00;91;57;85;96;6;1;5;0;0;8;0;0
