DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-04-30 00:00:00;4;6;1;0;3;2;0;4;2;0;0
2020-04-30 00:15:00;6;3;0;0;10;4;1;8;5;0;0
2020-04-30 00:30:00;5;6;3;0;10;9;0;11;11;0;0
2020-04-30 00:45:00;3;7;1;0;2;2;1;2;2;0;0
2020-04-30 01:00:00;4;5;0;0;7;4;0;5;6;0;0
2020-04-30 01:15:00;2;1;0;0;4;4;0;5;6;0;0
2020-04-30 01:30:00;4;4;0;0;7;4;0;5;9;0;0
2020-04-30 01:45:00;8;8;0;0;2;1;0;2;1;0;0
2020-04-30 02:00:00;10;9;1;0;4;1;0;4;1;0;0
2020-04-30 02:15:00;8;8;0;0;4;0;0;3;2;0;0
2020-04-30 02:30:00;6;2;0;0;8;4;1;8;5;0;0
2020-04-30 02:45:00;4;4;2;0;2;0;0;2;1;0;0
2020-04-30 03:00:00;5;2;0;0;3;2;0;3;3;0;0
2020-04-30 03:15:00;1;1;0;1;3;1;0;3;1;0;0
2020-04-30 03:30:00;9;4;1;0;8;6;0;7;9;0;0
2020-04-30 03:45:00;5;7;0;0;10;8;0;9;9;0;0
2020-04-30 04:00:00;9;10;0;1;8;3;0;7;8;0;0
2020-04-30 04:15:00;5;5;0;0;10;5;0;9;5;0;0
2020-04-30 04:30:00;22;15;1;0;5;5;0;5;7;0;0
2020-04-30 04:45:00;15;15;0;1;9;4;0;8;7;0;0
2020-04-30 05:00:00;29;20;3;2;22;13;0;22;12;0;0
2020-04-30 05:15:00;23;19;2;2;40;24;1;38;31;0;0
2020-04-30 05:30:00;55;58;6;3;39;25;0;37;29;0;0
2020-04-30 05:45:00;61;67;7;2;49;14;1;45;27;0;1
2020-04-30 06:00:00;50;46;17;6;58;31;2;55;37;0;0
2020-04-30 06:15:00;58;84;26;5;71;46;1;71;50;0;0
2020-04-30 06:30:00;74;110;28;12;113;77;2;110;80;1;5
2020-04-30 06:45:00;70;93;15;5;105;81;7;104;101;1;19
2020-04-30 07:00:00;54;66;7;11;97;89;3;94;93;0;6
2020-04-30 07:15:00;74;78;11;3;101;115;5;96;114;3;9
2020-04-30 07:30:00;75;77;10;9;99;79;3;99;88;0;5
2020-04-30 07:45:00;84;85;6;8;85;93;6;85;96;3;0
2020-04-30 08:00:00;69;81;9;10;72;73;4;73;86;2;0
2020-04-30 08:15:00;65;56;6;4;80;71;4;76;77;2;13
2020-04-30 08:30:00;69;79;8;8;72;62;4;71;65;6;6
2020-04-30 08:45:00;69;71;5;3;84;60;5;81;74;6;1
2020-04-30 09:00:00;68;78;6;3;62;61;8;56;72;1;19
2020-04-30 09:15:00;81;78;10;6;83;68;7;77;74;4;2
