DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-08-27 00:00:00;14;19;0;7;12;3;3;0;0;0;0;0;0;0
2019-08-27 00:15:00;15;17;1;5;10;2;4;0;0;0;0;0;0;0
2019-08-27 00:30:00;15;17;0;5;9;1;0;0;0;0;0;0;0;0
2019-08-27 00:45:00;12;11;0;9;10;2;2;0;0;0;0;0;0;0
2019-08-27 01:00:00;10;12;0;5;5;3;0;0;0;0;0;0;0;0
2019-08-27 01:15:00;6;12;0;0;7;1;0;0;0;0;0;0;0;0
2019-08-27 01:30:00;2;3;0;3;8;1;1;0;0;0;1;0;0;0
2019-08-27 01:45:00;6;5;0;6;7;0;2;0;0;0;0;0;0;0
2019-08-27 02:00:00;5;3;0;5;7;0;1;0;0;0;0;0;0;0
2019-08-27 02:15:00;3;7;0;2;7;1;2;0;0;0;0;0;0;0
2019-08-27 02:30:00;5;4;0;4;6;2;1;0;0;0;0;0;0;0
2019-08-27 02:45:00;3;7;0;6;5;1;1;0;0;0;0;0;0;0
2019-08-27 03:00:00;5;3;0;6;4;2;0;0;0;0;3;0;0;0
2019-08-27 03:15:00;4;2;0;4;7;1;1;0;0;0;0;0;0;0
2019-08-27 03:30:00;3;1;0;3;9;0;3;0;0;2;0;0;0;0
2019-08-27 03:45:00;4;8;0;7;11;1;0;0;0;0;0;0;0;0
2019-08-27 04:00:00;8;6;0;9;15;1;0;0;0;0;0;0;0;0
2019-08-27 04:15:00;5;11;0;7;11;0;1;0;0;0;0;0;0;0
2019-08-27 04:30:00;5;12;0;4;15;3;0;0;0;0;0;0;0;0
2019-08-27 04:45:00;12;16;0;6;14;0;1;0;0;0;0;0;0;0
2019-08-27 05:00:00;21;27;0;16;19;2;1;0;0;0;0;0;0;0
2019-08-27 05:15:00;61;78;0;20;41;5;3;0;0;0;0;0;0;0
2019-08-27 05:30:00;75;79;0;29;44;4;2;0;0;2;0;0;0;0
2019-08-27 05:45:00;64;108;0;39;58;5;5;0;0;1;0;0;0;0
2019-08-27 06:00:00;61;86;0;45;68;7;3;0;0;2;0;0;0;0
2019-08-27 06:15:00;78;110;0;46;74;27;7;0;0;3;0;0;0;0
2019-08-27 06:30:00;132;170;0;61;97;36;12;0;0;7;0;0;0;0
2019-08-27 06:45:00;121;164;0;71;74;35;19;0;0;4;0;0;0;0
2019-08-27 07:00:00;122;165;1;66;78;40;14;0;0;12;0;0;1;0
2019-08-27 07:15:00;146;174;2;66;84;61;20;0;0;13;6;0;0;0
2019-08-27 07:30:00;145;178;2;70;100;57;21;0;0;5;0;0;3;0
2019-08-27 07:45:00;126;163;0;76;101;62;28;0;0;19;3;2;8;2
2019-08-27 08:00:00;102;145;0;71;85;44;18;0;0;18;0;0;1;0
2019-08-27 08:15:00;108;152;1;91;70;45;18;0;0;17;1;0;10;1
2019-08-27 08:30:00;114;139;0;78;84;52;27;0;0;6;7;1;1;3
2019-08-27 08:45:00;111;150;1;88;103;45;18;0;0;20;12;0;9;2
2019-08-27 09:00:00;85;141;2;60;77;56;16;0;0;10;2;19;1;0
2019-08-27 09:15:00;78;133;0;67;87;50;20;0;0;6;15;0;0;0
2019-08-27 09:30:00;87;138;2;69;106;56;19;0;0;13;4;0;4;3
2019-08-27 09:45:00;82;123;3;74;89;55;19;0;0;11;4;1;2;4
2019-08-27 10:00:00;69;137;2;76;83;52;22;0;0;15;1;2;11;1
2019-08-27 10:15:00;89;142;1;75;99;63;20;0;0;13;17;13;0;6
2019-08-27 10:30:00;88;148;3;66;81;65;20;0;0;10;6;0;1;8
2019-08-27 10:45:00;91;139;2;82;92;61;19;0;0;11;3;2;12;1
2019-08-27 11:00:00;78;134;4;78;90;49;23;0;0;4;2;2;1;12
2019-08-27 11:15:00;80;132;4;81;103;47;17;0;0;6;10;3;23;1
2019-08-27 11:30:00;60;134;2;84;91;36;18;0;0;6;7;0;6;5
2019-08-27 11:45:00;71;145;2;82;99;38;38;0;0;14;2;0;40;1
