DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-02-14 00:00:00;3;2;8;4;8;2;4;5;5;0;0;0;0;0;0;0;0
2020-02-14 00:15:00;2;5;7;2;6;2;6;5;6;1;2;0;0;0;0;0;0
2020-02-14 00:30:00;1;4;3;0;2;0;2;3;3;0;0;0;0;0;0;0;0
2020-02-14 00:45:00;2;0;5;2;5;4;3;2;3;0;0;0;0;0;0;0;0
2020-02-14 01:00:00;1;4;5;0;5;1;2;1;2;0;0;0;0;0;0;0;0
2020-02-14 01:15:00;2;2;4;1;4;1;2;1;2;0;0;0;0;0;0;0;0
2020-02-14 01:30:00;0;0;1;1;1;0;2;0;1;0;0;0;0;0;0;0;0
2020-02-14 01:45:00;0;1;1;0;1;0;2;3;3;0;0;0;0;0;0;0;0
2020-02-14 02:00:00;0;1;1;2;3;3;1;0;0;0;0;0;0;0;0;0;0
2020-02-14 02:15:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-02-14 02:30:00;1;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0
2020-02-14 02:45:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-14 03:00:00;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0
2020-02-14 03:15:00;3;4;3;0;3;2;0;0;0;2;2;0;0;0;0;0;0
2020-02-14 03:30:00;1;1;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0
2020-02-14 03:45:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-14 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-14 04:15:00;0;0;0;0;0;0;1;3;3;1;1;0;0;0;0;0;0
2020-02-14 04:30:00;2;2;0;0;0;0;5;4;5;0;0;0;0;0;0;0;0
2020-02-14 04:45:00;1;1;0;0;1;1;4;4;4;0;0;0;0;0;0;0;0
2020-02-14 05:00:00;3;1;2;0;1;0;17;19;21;0;0;0;0;0;0;0;0
2020-02-14 05:15:00;1;3;1;0;1;0;22;26;29;0;0;0;0;0;0;0;0
2020-02-14 05:30:00;14;10;0;0;0;0;29;39;44;0;0;0;0;0;0;0;0
2020-02-14 05:45:00;35;26;3;3;2;1;16;29;31;0;0;0;0;0;0;0;0
2020-02-14 06:00:00;35;24;3;1;2;0;17;23;25;0;0;0;0;0;0;0;0
2020-02-14 06:15:00;13;9;0;1;0;1;13;22;24;1;1;0;0;0;0;0;0
2020-02-14 06:30:00;10;12;1;3;8;4;11;31;34;0;0;0;0;0;0;0;0
2020-02-14 06:45:00;14;10;3;4;4;4;21;37;38;0;0;0;0;0;0;0;0
2020-02-14 07:00:00;29;14;2;4;4;4;31;63;65;0;0;0;0;0;0;0;0
2020-02-14 07:15:00;45;31;8;6;7;1;28;45;46;0;1;0;0;0;0;0;0
2020-02-14 07:30:00;63;45;6;7;6;5;31;47;52;0;0;0;0;0;0;0;0
2020-02-14 07:45:00;54;47;3;2;3;0;26;47;47;0;0;4;0;0;2;19;0
2020-02-14 08:00:00;38;46;10;4;8;3;21;48;48;1;0;1;0;0;2;5;0
2020-02-14 08:15:00;26;34;8;4;6;2;16;34;32;1;0;0;0;0;0;0;0
2020-02-14 08:30:00;32;30;3;4;5;5;10;15;15;0;1;0;0;0;0;0;0
2020-02-14 08:45:00;44;53;14;7;9;4;28;29;30;2;4;1;0;0;0;2;0
2020-02-14 09:00:00;34;61;19;13;8;5;28;29;31;8;3;1;0;0;0;3;0
2020-02-14 09:15:00;34;49;17;9;6;6;28;36;34;5;2;5;0;0;0;3;0
2020-02-14 09:30:00;43;53;17;14;11;10;24;35;37;5;3;0;0;0;0;1;0
2020-02-14 09:45:00;49;54;24;13;16;10;25;36;34;12;7;1;0;0;0;0;0
2020-02-14 10:00:00;38;42;21;15;10;7;33;51;54;8;6;2;0;0;0;2;0
2020-02-14 10:15:00;49;57;36;16;10;9;37;51;52;10;5;0;0;0;0;1;0
2020-02-14 10:30:00;53;53;46;10;14;9;36;45;45;11;7;1;0;0;0;0;0
2020-02-14 10:45:00;47;41;55;29;13;20;41;54;53;6;7;1;0;0;0;2;0
2020-02-14 11:00:00;62;68;43;20;14;9;42;59;56;14;10;3;0;0;0;1;0
2020-02-14 11:15:00;49;62;44;20;19;12;32;45;48;16;8;2;0;0;0;0;0
2020-02-14 11:30:00;50;65;54;35;14;12;55;58;62;18;13;1;0;0;0;3;0
2020-02-14 11:45:00;54;66;51;25;14;13;31;47;47;16;12;3;0;0;0;0;0
2020-02-14 12:00:00;76;81;51;25;20;20;40;63;60;19;11;1;0;0;0;1;0
2020-02-14 12:15:00;62;58;51;16;16;11;40;47;49;10;8;1;0;0;0;3;0
2020-02-14 12:30:00;69;61;61;23;13;16;33;50;53;11;7;2;0;0;0;2;0
2020-02-14 12:45:00;71;55;50;35;12;12;48;63;60;13;11;1;0;0;0;1;0
2020-02-14 13:00:00;67;70;57;33;18;20;49;62;59;13;7;1;0;0;0;0;0
2020-02-14 13:15:00;38;61;44;20;19;11;30;47;44;12;8;1;0;0;0;5;0
2020-02-14 13:30:00;53;62;54;32;11;18;40;58;66;17;9;1;0;0;0;2;0
2020-02-14 13:45:00;59;62;38;17;14;14;31;51;53;12;5;0;0;0;0;0;0
2020-02-14 14:00:00;90;69;66;39;14;22;42;65;62;10;5;2;0;0;0;2;0
2020-02-14 14:15:00;104;91;65;40;19;18;29;50;54;19;13;1;0;0;0;1;0
2020-02-14 14:30:00;93;78;64;34;14;20;31;39;37;11;7;1;0;0;0;2;0
2020-02-14 14:45:00;81;74;63;30;17;19;21;43;41;18;8;1;0;0;0;1;0
2020-02-14 15:00:00;89;94;62;29;18;16;43;58;58;12;8;3;0;0;0;1;0
2020-02-14 15:15:00;94;93;74;33;14;21;39;65;59;21;10;1;0;0;0;2;0
2020-02-14 15:30:00;76;78;62;29;15;22;41;54;53;15;11;1;0;0;0;4;0
2020-02-14 15:45:00;23;28;16;7;3;7;7;16;12;6;2;0;0;0;0;1;0
2020-02-14 16:00:00;82;90;66;33;16;20;42;59;59;22;7;5;0;0;0;5;0
2020-02-14 16:15:00;61;76;67;29;13;23;43;54;54;14;11;2;0;0;1;3;0
2020-02-14 16:30:00;80;77;61;30;18;21;40;60;54;17;13;0;0;0;0;4;0
2020-02-14 16:45:00;75;92;78;41;17;26;41;61;52;21;8;2;0;0;0;2;0
2020-02-14 17:00:00;78;72;73;35;19;20;47;54;56;20;8;6;0;0;0;2;0
2020-02-14 17:15:00;69;74;65;40;15;20;35;62;63;15;12;0;0;0;0;1;0
2020-02-14 17:30:00;90;84;62;43;17;21;40;59;51;22;9;4;0;0;0;4;0
2020-02-14 17:45:00;83;90;73;36;21;17;41;57;50;26;10;9;0;0;0;0;0
2020-02-14 18:00:00;55;58;57;38;11;11;26;55;55;19;8;2;0;0;0;2;0
2020-02-14 18:15:00;64;85;80;40;18;18;34;51;50;21;12;2;0;0;0;3;0
2020-02-14 18:30:00;53;56;80;45;17;17;34;50;54;18;9;7;0;0;0;2;0
2020-02-14 18:45:00;65;83;66;38;17;20;27;49;43;18;9;4;0;0;0;1;0
2020-02-14 19:00:00;44;54;72;30;13;18;25;31;25;15;9;0;0;0;0;5;0
2020-02-14 19:15:00;49;68;65;46;15;20;26;39;44;13;10;3;0;0;0;3;0
2020-02-14 19:30:00;25;40;47;24;9;11;19;23;22;11;5;1;0;0;0;0;0
2020-02-14 19:45:00;43;56;81;47;14;22;14;19;19;20;11;0;0;0;0;7;0
2020-02-14 20:00:00;36;40;64;47;14;20;21;24;24;16;5;1;0;0;0;1;0
2020-02-14 20:15:00;15;25;41;17;17;13;15;17;18;6;4;0;0;0;0;0;0
2020-02-14 20:30:00;15;21;51;27;20;18;13;26;26;0;0;0;0;0;0;0;0
