DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-02-28 00:00:00;2;5;5;1;5;0;1;0;0;0;0;0;0;0;0;0;0
2020-02-28 00:15:00;3;4;10;3;6;2;4;5;5;0;0;0;0;0;0;0;0
2020-02-28 00:30:00;2;4;5;2;6;3;4;4;4;0;0;0;0;0;0;0;0
2020-02-28 00:45:00;1;2;3;1;4;1;1;1;1;0;0;0;0;0;0;0;0
2020-02-28 01:00:00;1;2;4;2;4;1;1;1;1;1;1;0;0;0;0;0;0
2020-02-28 01:15:00;1;2;6;1;6;1;3;1;3;0;0;0;0;0;0;0;0
2020-02-28 01:30:00;1;3;7;2;5;5;1;1;1;1;0;0;0;0;0;0;0
2020-02-28 01:45:00;1;3;4;4;6;2;0;0;0;1;1;0;0;0;0;0;0
2020-02-28 02:00:00;2;1;2;1;3;0;3;1;3;0;0;0;0;0;0;0;0
2020-02-28 02:15:00;4;3;3;1;2;1;1;0;1;0;0;0;0;0;0;0;0
2020-02-28 02:30:00;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-28 02:45:00;1;3;1;1;0;0;4;3;4;0;0;0;0;0;0;0;0
2020-02-28 03:00:00;2;1;0;2;1;1;3;2;3;0;0;0;0;0;0;0;0
2020-02-28 03:15:00;2;1;2;1;2;1;0;0;0;1;2;0;0;0;0;0;0
2020-02-28 03:30:00;2;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-02-28 03:45:00;0;0;2;0;3;0;1;1;1;2;1;0;0;0;0;0;0
2020-02-28 04:00:00;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0
2020-02-28 04:15:00;0;0;0;0;0;0;4;2;4;1;1;0;0;0;0;0;0
2020-02-28 04:30:00;1;1;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0
2020-02-28 04:45:00;1;2;0;0;1;1;6;5;6;0;1;0;0;0;0;0;0
2020-02-28 05:00:00;5;6;0;0;0;2;17;17;20;2;0;0;0;0;0;0;0
2020-02-28 05:15:00;6;4;1;1;1;0;24;24;26;0;0;0;0;0;0;0;0
2020-02-28 05:30:00;15;12;1;2;1;1;26;31;31;0;0;0;0;0;0;0;0
2020-02-28 05:45:00;25;22;4;2;1;0;28;31;33;1;0;0;0;0;0;0;0
2020-02-28 06:00:00;26;18;4;4;4;1;27;28;31;0;0;0;0;0;0;0;0
2020-02-28 06:15:00;13;9;2;2;8;1;20;27;28;0;0;0;0;0;0;0;0
2020-02-28 06:30:00;14;14;3;5;1;1;27;38;39;0;0;0;0;0;0;0;0
2020-02-28 06:45:00;23;16;7;3;3;1;27;36;40;0;0;0;0;0;0;0;0
2020-02-28 07:00:00;27;19;11;9;8;1;42;51;55;0;0;0;0;0;0;0;0
2020-02-28 07:15:00;49;26;4;4;3;2;41;43;49;1;0;0;0;0;0;0;0
2020-02-28 07:30:00;37;32;6;6;6;3;44;49;50;1;0;0;0;0;0;0;0
2020-02-28 07:45:00;50;38;7;2;3;1;43;39;43;2;0;0;0;0;0;0;0
2020-02-28 08:00:00;27;35;11;6;7;2;32;44;45;2;3;0;0;0;0;0;0
2020-02-28 08:15:00;34;36;10;2;11;7;32;35;40;0;0;0;0;0;0;0;0
2020-02-28 08:30:00;36;34;10;10;5;2;27;38;39;1;2;0;0;0;0;0;0
2020-02-28 08:45:00;37;47;8;8;8;7;33;37;40;0;2;0;0;0;2;0;0
2020-02-28 09:00:00;49;50;13;11;13;6;30;38;40;1;4;0;0;0;1;0;0
2020-02-28 09:15:00;45;66;18;9;10;5;33;43;44;5;1;0;0;0;1;0;0
2020-02-28 09:30:00;27;51;27;14;15;18;32;52;54;5;1;0;0;0;3;0;0
2020-02-28 09:45:00;53;53;29;17;9;10;31;38;37;7;5;0;0;0;0;0;0
2020-02-28 10:00:00;40;42;24;16;13;4;31;50;50;15;8;1;0;0;0;0;0
2020-02-28 10:15:00;49;52;39;18;12;11;37;48;49;11;5;0;0;0;2;0;0
2020-02-28 10:30:00;60;68;36;24;16;14;40;51;52;15;8;1;0;0;0;0;0
2020-02-28 10:45:00;59;55;55;25;22;21;38;47;49;9;3;1;0;0;1;0;0
2020-02-28 11:00:00;49;51;50;21;20;16;45;43;46;11;6;1;0;0;0;0;0
2020-02-28 11:15:00;60;63;59;29;21;17;37;51;51;5;3;3;0;0;0;0;0
2020-02-28 11:30:00;47;56;52;17;23;19;41;61;64;14;7;0;0;0;5;0;0
2020-02-28 11:45:00;48;53;48;27;20;16;32;57;55;15;7;2;0;0;2;0;0
2020-02-28 12:00:00;75;76;59;32;15;24;41;62;62;14;9;1;0;0;1;0;0
2020-02-28 12:15:00;80;87;60;30;14;19;28;48;45;11;9;7;0;0;2;0;0
2020-02-28 12:30:00;56;86;60;29;25;17;42;60;61;13;12;0;0;0;2;0;0
2020-02-28 12:45:00;58;71;55;28;20;14;52;61;61;13;5;1;0;0;1;0;0
2020-02-28 13:00:00;68;64;48;39;23;22;44;59;60;19;12;7;0;0;5;0;0
2020-02-28 13:15:00;65;51;69;43;16;20;53;69;62;17;5;2;0;0;3;0;0
2020-02-28 13:30:00;72;72;51;29;17;40;47;54;58;12;9;4;0;0;0;0;0
2020-02-28 13:45:00;81;73;61;28;19;16;50;58;56;21;9;2;0;0;1;0;0
2020-02-28 14:00:00;75;68;64;19;22;10;33;60;59;11;6;1;0;0;1;0;0
2020-02-28 14:15:00;95;95;58;31;21;46;46;65;60;14;9;1;0;0;2;0;0
2020-02-28 14:30:00;78;88;68;35;19;20;30;51;51;14;9;3;0;0;2;0;0
2020-02-28 14:45:00;80;84;65;31;21;18;25;56;58;15;10;6;0;0;1;0;0
2020-02-28 15:00:00;84;83;66;42;14;20;37;59;58;16;9;1;0;0;2;0;0
2020-02-28 15:15:00;86;74;57;40;16;17;39;49;48;15;8;2;0;0;1;0;0
2020-02-28 15:30:00;93;96;54;34;18;22;23;61;59;11;7;4;0;0;4;0;0
2020-02-28 15:45:00;99;81;68;41;16;19;34;61;66;25;13;4;0;0;6;0;0
2020-02-28 16:00:00;70;74;61;32;24;17;41;69;69;14;7;4;0;0;4;0;0
2020-02-28 16:15:00;82;80;53;23;19;20;34;63;68;20;8;5;0;0;7;0;0
2020-02-28 16:30:00;76;87;65;40;19;18;48;68;68;13;10;11;0;0;8;0;0
2020-02-28 16:45:00;65;72;74;36;12;20;27;64;53;23;10;10;0;0;6;0;0
2020-02-28 17:00:00;65;64;67;34;22;21;40;65;69;24;8;3;0;0;4;0;0
2020-02-28 17:15:00;62;60;69;30;23;18;31;59;56;24;14;3;0;0;6;0;0
2020-02-28 17:30:00;73;67;76;36;15;20;42;53;56;25;8;3;0;0;1;0;0
2020-02-28 17:45:00;64;81;64;83;16;21;31;52;54;12;5;3;0;0;2;0;0
2020-02-28 18:00:00;52;61;70;36;17;14;29;53;51;24;15;3;0;0;7;0;0
2020-02-28 18:15:00;59;63;73;41;14;24;31;49;48;22;18;3;0;0;2;0;0
2020-02-28 18:30:00;49;51;70;38;12;20;34;43;44;14;9;8;0;0;6;0;0
2020-02-28 18:45:00;54;59;68;31;14;12;38;53;48;18;8;0;0;0;4;0;0
2020-02-28 19:00:00;48;59;70;33;21;20;32;52;48;17;7;3;0;0;3;0;0
2020-02-28 19:15:00;43;62;88;32;17;15;20;31;34;11;10;6;0;0;8;0;0
2020-02-28 19:30:00;39;56;65;30;14;13;18;27;31;16;2;0;0;0;2;0;0
2020-02-28 19:45:00;36;47;67;25;15;18;23;27;28;16;12;0;0;0;1;0;0
2020-02-28 20:00:00;36;46;85;43;24;17;27;24;24;11;7;0;0;0;0;0;0
2020-02-28 20:15:00;19;32;67;26;16;13;10;18;18;3;1;0;0;0;0;0;0
2020-02-28 20:30:00;19;25;51;20;17;10;8;9;10;5;2;0;0;0;0;0;0
2020-02-28 20:45:00;10;18;29;14;19;10;18;21;22;0;0;0;0;0;0;0;0
2020-02-28 21:00:00;12;19;25;19;13;10;19;25;26;2;0;0;0;0;0;0;0
2020-02-28 21:15:00;16;23;39;22;14;12;9;21;24;1;1;0;0;0;0;0;0
2020-02-28 21:30:00;14;22;32;14;17;12;12;21;22;1;1;0;0;0;0;0;0
2020-02-28 21:45:00;24;28;46;19;22;14;11;20;20;0;0;0;0;0;0;0;0
2020-02-28 22:00:00;28;28;42;21;21;19;16;15;19;1;1;0;0;0;0;0;0
2020-02-28 22:15:00;10;34;41;16;23;14;16;18;23;5;3;0;0;0;0;0;0
2020-02-28 22:30:00;12;13;41;17;14;16;19;19;22;1;1;0;0;0;0;0;0
2020-02-28 22:45:00;5;17;26;11;10;9;10;18;18;0;0;0;0;0;0;0;0
2020-02-28 23:00:00;12;29;22;11;11;6;6;7;10;1;1;0;0;0;0;0;0
2020-02-28 23:15:00;9;17;14;11;12;9;9;8;11;3;0;0;0;0;0;0;0
2020-02-28 23:30:00;6;14;31;15;10;8;5;11;11;1;0;0;0;0;0;0;0
2020-02-28 23:45:00;5;9;18;15;10;7;12;8;11;1;0;0;0;0;0;0;0
